,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,-1.9290125052862095e-15,1.1502417477088842,12.0,0.0,-0.9983416057516408,1.0,1.276048959089312,22.0,-2.042154345236042,23.0,0.0917059930124421,24.0,1.170058265274472,25.0,-1.9985473814670816,26.0,-0.1034679590990025,27.0,0.0278244002502875,28.0,0.8747393607434257,29.0,1.1938471313248344,30.0,0.420726821575443,31.0,0.0875603602835272
1,5G__lowO2_fast_growth,1.198227018443098,1.5186428055774388,12.0,2.0,2.390581762548519,3.0,1.130549813637605,17.0,0.886506759973667,18.0,-0.625786104821014,19.0,-0.2903322138265034,20.0,1.671597283220061,21.0,1.2157048488960331,32.0,0.3523247332325445,33.0,0.6515821973090038,34.0,1.0300704301621018,35.0,5.292199291746543,36.0,0.6737254192386181
2,5G__lowCH4,1.169653089244067,1.4706202573722413,8.0,4.0,0.922639326442513,5.0,1.1613048957369372,6.0,0.7063275498101449,7.0,1.7070920054143914,8.0,0.7579257346636369,9.0,-1.583106296667073,10.0,2.058207391265359,11.0,3.6268341072866273,,,,,,,,
3,5G__MeOH,0.33760987883473004,1.1549951140523091,7.0,12.0,1.1731509140965108,13.0,1.1336913637483577,14.0,0.0180258013108466,15.0,1.8384609336775293,16.0,-1.521960976242208,37.0,-0.5891093690549859,38.0,0.3110104843070593,,,,,,,,,,
4,5G__NoCu,0.7302452919354003,0.8325603415656662,3.0,39.0,-0.1132805938256145,46.0,1.5513887330707177,47.0,0.7526277365610977,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.08788794893627029,1.138189620382334,7.0,40.0,-1.2268329244409155,50.0,2.0960072041926696,51.0,0.6316014839596578,52.0,-0.3872340537829266,53.0,-0.0727133675288346,60.0,-0.8677697428360973,61.0,-0.7882742421174455,,,,,,,,,,
6,5G__highCu,0.133673870716655,1.6260156986892909,5.0,41.0,-1.277432709853106,42.0,2.0989440318508046,43.0,-1.3745063608288548,44.0,1.6088099749923956,45.0,-0.3874455825779644,,,,,,,,,,,,,,
7,5G__lowCu,0.3043904906028658,1.7663038747850384,8.0,48.0,2.3873315828675103,49.0,-0.1315121249085697,54.0,-0.5509048977746301,55.0,1.209198366217436,56.0,-1.1629817067172483,57.0,2.2497850572425278,58.0,1.1481421059358918,59.0,-2.713934458039992,,,,,,,,
8,5G__highO2_slow_growth,2.885972811808874,1.3657126899475602,4.0,62.0,2.737832686943898,63.0,1.6172248617745033,64.0,2.377851871802764,65.0,4.810981826714332,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,2.9419287806232832,0.5356611629720209,4.0,66.0,3.0591621098879265,67.0,2.1646546321364912,68.0,3.159982794307831,69.0,3.3839155861608843,,,,,,,,,,,,,,,,
10,5G__LanzaTech,1.70764921786725,2.565850290309988,2.0,70.0,3.5219793576549137,71.0,-0.1066809219204139,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,1.099807508009024,1.2590080766806304,5.0,72.0,-1.1262898560238366,78.0,1.6860577478663537,79.0,1.9543606041746304,82.0,1.456383887689333,83.0,1.528525156338639,,,,,,,,,,,,,,
12,5G__NoLanthanum,1.6963338118269466,0.9027653468914082,5.0,73.0,1.03187442674346,80.0,2.249125792162811,81.0,1.66789231288329,84.0,0.647855370340043,85.0,2.8849211570051283,,,,,,,,,,,,,,
13,5G__aa3_KO,2.518221397901386,0.6420569958202905,2.0,74.0,2.9722242535541765,75.0,2.064218542248596,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,1.5048504115078605,0.16971838417541069,2.0,76.0,1.624859431850317,77.0,1.3848413911654038,,,,,,,,,,,,,,,,,,,,
