,EQU24_RS17645
5GB1_FM03_TR1_QC_tpm,-0.59782693032819
5GB1_FM03_TR2_QC_tpm,-0.6011147803941652
5GB1_FM11_TR1_QC_tpm,-1.015981400790552
5GB1_FM11_TR2_QC_tpm,-0.6938013230960118
5GB1_FM12_TR1_tpm,-1.0446514846605393
5GB1_FM12_TR1_QC_tpm,-1.0946512055741282
5GB1_FM12_TR2_tpm,-1.02361187255549
5GB1_FM12_TR2_QC_tpm,-1.063643442048332
5GB1_FM14_TR1_tpm,-0.5739599410855192
5GB1_FM14_TR1_QC_tpm,-0.5441713662112297
5GB1_FM14_TR2_tpm,-0.725881120895016
5GB1_FM14_TR2_QC_tpm,-0.7364590638024211
5GB1_FM18_TR1_QC_tpm,-2.2287397743602773
5GB1_FM18_TR2_tpm,-1.7930411219949065
5GB1_FM18_TR2_QC_tpm,-1.804027214693939
5GB1_FM18_TR3_tpm,-1.9133165188004744
5GB1_FM18_TR3_QC_tpm,-1.903036072063334
5GB1_FM19_TR1_tpm,-0.4505638791860091
5GB1_FM19_TR1_QC_tpm,-0.1968799804000998
5GB1_FM19_TR1_UW_tpm,-0.2098844177664141
5GB1_FM19_TR3_tpm,0.1097980747393627
5GB1_FM19_TR3_QC_tpm,0.1501139062997669
5GB1_FM20_TR1_QC_tpm,0.1900005051277542
5GB1_FM20_TR2_QC_tpm,0.1844660610358275
5GB1_FM20_TR3_tpm,0.255908142621033
5GB1_FM20_TR3_QC_tpm,0.2437742154555398
5GB1_FM20_TR3_UW_tpm,0.2921165586630856
5GB1_FM21_TR1_tpm,-0.0359620451267499
5GB1_FM21_TR1_QC_tpm,-0.0195322533566013
5GB1_FM21_TR2_tpm,-0.0505562009845306
5GB1_FM21_TR2_QC_tpm,0.0954595861556466
5GB1_FM21_TR2_UW_tpm,0.0432671411313414
5GB1_FM22_TR1_tpm,-0.2444220024794372
5GB1_FM22_TR1_QC_tpm,-0.2531599198273309
5GB1_FM22_TR3_tpm,-0.4035009648878045
5GB1_FM22_TR3_QC_tpm,-0.229425558504646
5GB1_FM22_TR3_UW_tpm,-0.2189291506697905
5GB1_FM23_TR3_tpm,-2.084867700142756
5GB1_FM23_TR3_QC_tpm,-2.0827850918872164
5GB1_FM34_T0_TR1_QC_tpm,-0.0183944263785669
5GB1_FM34_T3_TR3_QC_tpm,0.0003545193130403
5GB1_FM34_T4_TR3_QC_tpm,0.080737684412302
5GB1_FM34_T5_TR2_QC_tpm,0.121009471640967
5GB1_FM34_T6_TR3_QC_tpm,0.0251525210664436
5GB1_FM34_T7_TR3_QC_tpm,-0.2644523997723933
5GB1_FM34_T8_TR1_QC_tpm,0.0076688596362064
5GB1_FM40_T0_TR1_QC_tpm,-0.2436185248842228
5GB1_FM40_T0m_TR2_tpm,0.0661177042247675
5GB1_FM40_T10m_TR3_tpm,-0.2968426409417883
5GB1_FM40_T10m_TR3_QC_tpm,-0.2059987271308312
5GB1_FM40_T150m_TR1_QC_tpm,-0.1192927635895095
5GB1_FM40_T150m_TR1_remake_tpm,-0.1055052836237351
5GB1_FM40_T180m_TR1_tpm,-0.3842930404889912
5GB1_FM40_T180m_TR1_QC_tpm,-0.3436246537412319
5GB1_FM40_T20m_TR2_tpm,-0.085933875903656
5GB1_FM40_T20m_TR2_QC_tpm,-0.2744493651660331
5GB1_FM40_T40m_TR1_tpm,-0.3512419418626784
5GB1_FM40_T40m_TR1_QC_tpm,-0.2893070449145174
5GB1_FM40_T60m_TR1_tpm,0.2554565087219416
5GB1_FM40_T60m_TR1_QC_tpm,0.0981532400607463
5GB1_FM40_T90m_TR2_tpm,-0.222416843917605
5GB1_FM40_T90m_TR2_QC_tpm,-0.226673797868063
5GB1_FM69_t3_TR1_tpm,0.6830853048222298
5GB1_FM69_t3_TR1_UW_tpm,0.1339025920157439
5GB1_FM69_t4_TR1_tpm,0.4952622099893649
5GB1_FM69_t4_TR1_UW_tpm,0.0863977402280014
5GB1_FM80_t2_TR1_tpm,0.283986751934151
5GB1_FM80_t4_TR1_tpm,0.1943245762329866
5GB1_FM81_t1_TR3_tpm,0.2125434070073417
5GB1_FM81_t2_TR3_tpm,0.2974074114769891
5GB1_LTrecycle_TR1_tpm,-0.3208703173575902
5GB1_LTrecycle_TR1_QC_tpm,-0.3118151002572826
5GB1_vial_wLa_TR3_tpm,-1.4229710707591732
5GB1_vial_woLa_TR2_tpm,-1.0559903719370922
5GB1_FM_85_TR1_tpm,-0.2207287475316715
5GB1_FM_85_TR2_tpm,-0.3037771051541096
5GB1_pA9_red_tpm,0.1558858060810095
5GB1_pA9_yellow_tpm,0.1647220550506656
5GB1C-5G-La-BR1_tpm,-0.5232631949959448
5GB1C-5G-La-BR2_tpm,-0.166502773121298
5GB1C-5G-N-BR1_tpm,-0.2655532046275688
5GB1C-5G-N-BR2_tpm,-0.1562273789674026
5GB1C-JG15-La-BR1_tpm,-0.5923543209679902
5GB1C-JG15-La-BR2_tpm,-0.4904724640846911
5GB1C-JG15-N-BR1_tpm,-0.430793971026973
5GB1C-JG15-N-BR2_tpm,-0.0591697425180974
