,0
gene_id,EQU24_RS13490
name,<i>Not Available</i>
operon,1141
gene_product,glucose 1-dehydrogenase
cog,Lipid transport and metabolism
regulator,<i>Not Available</i>
link,"<a href=""https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13490"">BioCyc</a>"
