,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,-2.9027706164678574e-16,2.353013967752252,12.0,0.0,-0.066419741285842,1.0,-1.2306020015074768,22.0,-1.0559124326084133,23.0,-3.177251574713377,24.0,3.0806076114520957,25.0,1.7280114690404629,26.0,0.078543917549092,27.0,0.6556342642632553,28.0,2.202158845917414,29.0,2.5793621177922974,30.0,-4.873766927413806,31.0,0.079634451514294
1,5G__lowO2_fast_growth,-0.11846327828504177,2.282421557442307,12.0,2.0,-1.5932991776188077,3.0,-1.4762934278248467,17.0,3.054447698620964,18.0,1.4102601521338642,19.0,0.0779641582095948,20.0,0.992658678396348,21.0,-2.5636834210228128,32.0,0.81593551261753,33.0,0.2537882893785483,34.0,2.8933376734550444,35.0,-4.966681246955328,36.0,-0.3199942288106002
2,5G__lowCH4,-0.34084379079246196,0.4790443106022658,8.0,4.0,-0.6110859045780892,5.0,-0.8871952186399887,6.0,-0.514925485545432,7.0,-0.0021446327558099,8.0,-0.9216003374304136,9.0,-0.1177046738446603,10.0,-0.1467906320829033,11.0,0.4746965585376012,,,,,,,,
3,5G__MeOH,0.1815420065805809,1.8967233062875861,7.0,12.0,-2.311343460340445,13.0,0.3185322849164225,14.0,2.248132078760375,15.0,1.3247039201086748,16.0,0.7986473584295661,37.0,1.4846651104524204,38.0,-2.5925432462629474,,,,,,,,,,
4,5G__NoCu,-2.3014064651780592,1.8838893554732112,3.0,39.0,-2.652903729524377,46.0,-3.984791060757302,47.0,-0.2665246052524994,,,,,,,,,,,,,,,,,,
5,5G__medCu,-1.6490346977331831,1.96076523743039,7.0,40.0,1.7487304273608293,50.0,-2.9963203246978183,51.0,-1.7320090288260164,52.0,-2.814027286317642,53.0,0.3741241992832591,60.0,-2.702606288446028,61.0,-3.421134582488867,,,,,,,,,,
6,5G__highCu,-2.062485238071721,1.7881403324847736,5.0,41.0,-2.544502639140054,42.0,-2.7468993675148115,43.0,-3.015269043532249,44.0,-3.1166048608051304,45.0,1.1108497206336383,,,,,,,,,,,,,,
7,5G__lowCu,-1.5782281218034324,2.0492200792144963,8.0,48.0,-0.9837773789164576,49.0,-0.3631076496343449,54.0,-4.068985881255485,55.0,-2.7280370179972806,56.0,-3.36573187775268,57.0,2.5119407423945086,58.0,-1.855349859543092,59.0,-1.7727760517226292,,,,,,,,
8,5G__highO2_slow_growth,-0.6928327654933207,3.3459268170588596,4.0,62.0,2.3204319695428386,63.0,-3.911434070102741,64.0,2.0674132246946804,65.0,-3.247742186108061,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,1.284815972949909,0.5711262802843821,4.0,66.0,2.074640301820202,67.0,1.075847768850561,68.0,0.7275840645908935,69.0,1.2611917565379789,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-2.7699495244551935,3.4082727137043984,2.0,70.0,-0.3599367764617371,71.0,-5.17996227244865,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,4.1453872668102845,3.225081398008885,5.0,72.0,-1.5841876798405552,78.0,5.763161939398913,79.0,5.331777291847271,82.0,5.121860820713085,83.0,6.094323961932712,,,,,,,,,,,,,,
12,5G__NoLanthanum,3.829831637447872,5.2817607522206345,5.0,73.0,-5.607340837870152,80.0,5.967587079512127,81.0,6.208770137196033,84.0,6.600603536051913,85.0,5.979538272349439,,,,,,,,,,,,,,
13,5G__aa3_KO,1.4109145216840873,1.1217312156465724,2.0,74.0,2.204098270936408,75.0,0.6177307724317663,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,1.9612099763520512,0.023167782882558,2.0,76.0,1.9448278799707368,77.0,1.9775920727333656,,,,,,,,,,,,,,,,,,,,
