,0
5G_uMax:1,9.52984986829902
5G_uMax:2,7.499090589628314
5G_lowO2_fast_growth:1,5.468449831802217
5G_lowO2_fast_growth:2,5.010820470825815
5G_lowCH4:1,-5.870308599861351
5G_lowCH4:2,-5.77790095453302
5G_lowCH4:3,-10.125820212489488
5G_lowCH4:4,-10.326414281264588
5G_lowCH4:5,-1.3357291009231782
5G_lowCH4:6,-0.890927251355737
5G_lowCH4:7,3.191184502418927
5G_lowCH4:8,3.16627477238061
5G_MeOH:1,-2.352690663622278
5G_MeOH:2,-7.056762535665365
5G_MeOH:3,-8.055785383740833
5G_MeOH:4,-0.6031910334227583
5G_MeOH:5,-0.3759343946242361
5G_lowO2_fast_growth:3,-3.015084850162552
5G_lowO2_fast_growth:4,-4.971493531444684
5G_lowO2_fast_growth:5,-5.110999877394413
5G_lowO2_fast_growth:6,-6.696498622143539
5G_lowO2_fast_growth:7,-5.926576230671703
5G_uMax:3,8.468873214577227
5G_uMax:4,-9.108164431771945
5G_uMax:5,-1.7697951323314185
5G_uMax:6,-1.6944385646920403
5G_uMax:7,-1.9347668049654765
5G_uMax:8,-1.5435673967955623
5G_uMax:9,-1.338113562453257
5G_uMax:10,-2.645132808872792
5G_uMax:11,-2.406203678765819
5G_uMax:12,-3.057631291856344
5G_lowO2_fast_growth:8,-9.213634875554993
5G_lowO2_fast_growth:9,-8.52647822195241
5G_lowO2_fast_growth:10,-2.7751961043230597
5G_lowO2_fast_growth:11,-6.88020525971569
5G_lowO2_fast_growth:12,-5.774935757024348
5G_MeOH:6,-7.197099860155487
5G_MeOH:7,-6.997135751461132
5G_NoCu:1,7.369128398785008
5G_medCu:1,4.545812106216365
5G_highCu:1,1.316397270307119
5G_highCu:2,-0.0151881519356542
5G_highCu:3,10.188705335164617
5G_highCu:4,4.081598588208066
5G_highCu:5,5.144993719983817
5G_NoCu:2,8.170299868352696
5G_NoCu:3,-2.909159357507096
5G_lowCu:1,-3.143197440220392
5G_lowCu:2,-3.771530637608784
5G_medCu:2,-2.269320362884934
5G_medCu:3,-2.9531573312191925
5G_medCu:4,4.214019979670994
5G_medCu:5,4.628294516860225
5G_lowCu:3,-2.119120926382906
5G_lowCu:4,9.903074930593188
5G_lowCu:5,1.686196326842251
5G_lowCu:6,1.5966757725711604
5G_lowCu:7,-2.7056401140208077
5G_lowCu:8,13.519660598811068
5G_medCu:6,-0.3170957396088147
5G_medCu:7,-1.591941005273686
5G_highO2_slow_growth:1,-1.786214601980245
5G_highO2_slow_growth:2,2.580639904275172
5G_highO2_slow_growth:3,0.0637869463262964
5G_highO2_slow_growth:4,6.000302160811645
5G_NO3_lowO2_slow_growth:1,-1.341995803482006
5G_NO3_lowO2_slow_growth:2,0.1734507937420057
5G_NO3_lowO2_slow_growth:3,1.8806692196866208
5G_NO3_lowO2_slow_growth:4,1.6318003935899157
5G_LanzaTech:1,-7.582769994598945
5G_LanzaTech:2,-8.614955891072404
5G_WithLanthanum:1,9.76886852771537
5G_NoLanthanum:1,9.503926647486796
5G_aa3_KO:1,2.5692380917106163
5G_aa3_KO:2,3.4832541318762167
5G_crotonic_acid:1,3.5085440665137937
5G_crotonic_acid:2,3.91717499139016
5G_WithLanthanum:2,-1.753261909234763
5G_WithLanthanum:3,-3.977449526652504
5G_NoLanthanum:2,-3.956464264107073
5G_NoLanthanum:3,-4.478061520064121
5G_WithLanthanum:4,-0.7418685679839234
5G_WithLanthanum:5,-1.859979947388606
5G_NoLanthanum:4,-2.9553201121204724
5G_NoLanthanum:5,-3.948350124224496
