,0
gene_id,EQU24_RS16210
name,<i>Not Available</i>
operon,773
gene_product,glycosyl transferase
cog,M
regulator,<i>Not Available</i>
link,"<a href=""https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16210"">BioCyc</a>"
