,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,3.02073181283428e-15,3.3205337383300724,12.0,0.0,1.2743897339313626,1.0,2.6376019339683534,22.0,-4.379652849683226,23.0,0.1863080496180632,24.0,4.718110438460473,25.0,-1.6952201370183313,26.0,1.0491894710420295,27.0,0.5206413029967758,28.0,-3.5755561684582164,29.0,4.6248476979258175,30.0,-5.716770743786908,31.0,0.3561112710038426
1,5G__lowO2_fast_growth,1.3187601494887555,2.1910901715780464,12.0,2.0,-1.8305009470100344,3.0,0.8792041943015775,17.0,4.913183793956685,18.0,0.9745840687540438,19.0,1.3857320850537322,20.0,1.3920439593804124,21.0,-2.992169247169168,32.0,1.413191352277849,33.0,2.58767119830484,34.0,4.390223229139151,35.0,1.2832890518450624,36.0,1.428669055030918
2,5G__lowCH4,1.5012046651840303,0.6018198977914676,8.0,4.0,1.644958344083672,5.0,1.1887504013962509,6.0,1.3976828920927895,7.0,2.5259516394675536,8.0,1.6884543088952613,9.0,1.9044398140724497,10.0,1.187957039594144,11.0,0.4714428818701212,,,,,,,,
3,5G__MeOH,1.8579393680495007,2.271146603080918,7.0,12.0,2.162807895322198,13.0,1.8946266359139723,14.0,-2.5584139235186103,15.0,1.13338999740363,16.0,2.7716276353624885,37.0,2.695959913363759,38.0,4.905577422499069,,,,,,,,,,
4,5G__NoCu,-2.2511041900573727,5.155433642801785,3.0,39.0,1.9125224297427048,46.0,-8.017568918138188,47.0,-0.6482660817766344,,,,,,,,,,,,,,,,,,
5,5G__medCu,0.15386812393264226,2.463098992759552,7.0,40.0,-3.4035560428046385,50.0,-3.0948080879125586,51.0,0.5113133801758061,52.0,2.5876170599476174,53.0,2.284675643432568,60.0,1.7384983799594378,61.0,0.4533365347302642,,,,,,,,,,
6,5G__highCu,-2.21943663183171,3.7326593254762486,5.0,41.0,4.426356241502046,42.0,-3.894860047749729,43.0,-4.293278269541448,44.0,-3.306023766832447,45.0,-4.029377316536973,,,,,,,,,,,,,,
7,5G__lowCu,1.3677925503962058,1.7749173084651353,8.0,48.0,3.031921161865175,49.0,3.2657043677382798,54.0,1.1463662562637986,55.0,0.8413322851859014,56.0,1.879504043976164,57.0,1.5576857064504497,58.0,1.716634653653737,59.0,-2.4968080719638563,,,,,,,,
8,5G__highO2_slow_growth,2.0962932893102426,4.768393540830719,4.0,62.0,5.329701418364276,63.0,3.085537413907944,64.0,4.876991425812879,65.0,-4.907057100844127,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,5.054950861507656,0.3369288921916106,4.0,66.0,4.6300665984469385,67.0,4.96277010383409,68.0,5.21898155108545,69.0,5.407985192664145,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-0.5532131320389388,7.193205508704674,2.0,70.0,4.533151261634565,71.0,-5.6395775257124425,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,6.000252836473522,4.828498739617836,5.0,72.0,-2.6207215396987835,78.0,7.691971242782564,79.0,8.097380811772696,82.0,8.446431036322197,83.0,8.386202631188933,,,,,,,,,,,,,,
12,5G__NoLanthanum,5.236827012517745,5.684033244087193,5.0,73.0,-4.9153192730605255,80.0,7.913718940932473,81.0,7.228877028627348,84.0,7.984866954486135,85.0,7.971991411603291,,,,,,,,,,,,,,
13,5G__aa3_KO,5.2151248078025585,0.5365907956376573,2.0,74.0,4.835697817484887,75.0,5.594551798120231,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,5.415088289451596,0.47812840869022255,2.0,76.0,5.753176129514385,77.0,5.077000449388806,,,,,,,,,,,,,,,,,,,,
