,0
gene_id,EQU24_RS20245
name,<i>Not Available</i>
operon,259
gene_product,IS21 family transposase
cog,"Replication, recombination and repair"
regulator,<i>Not Available</i>
link,"<a href=""https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20245"">BioCyc</a>"
