,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,7.569176766845468e-16,0.16592808258283026,12.0,0.0,-0.2251948620620787,1.0,-0.1438392581911607,22.0,-0.1295606577926946,23.0,0.2994584381313832,24.0,0.180436253339602,25.0,0.1580867654818956,26.0,0.1667296131085862,27.0,-0.1239556048080956,28.0,-0.1107609617275464,29.0,0.0485456849648464,30.0,-0.0950375627617869,31.0,-0.0249078476829414
1,5G__lowO2_fast_growth,-0.04762526960064186,0.42991927861357687,12.0,2.0,-1.034005094321433,3.0,-0.7384878849743046,17.0,0.0268436865692844,18.0,0.3672291979168403,19.0,0.3560173318202349,20.0,0.2684361972389038,21.0,0.2660562433810405,32.0,0.0658980061138816,33.0,0.0470275396269492,34.0,-0.1818775301143329,35.0,-0.0286825349785182,36.0,0.0140416065137518
2,5G__lowCH4,-0.5289992537524439,0.21581506495583963,8.0,4.0,-0.620490390713357,5.0,-0.6078988484378485,6.0,-0.7879868319125194,7.0,-0.7967798821352012,8.0,-0.2462095918167417,9.0,-0.2422951206669665,10.0,-0.4309779131427049,11.0,-0.4993554511942122,,,,,,,,
3,5G__MeOH,-1.8646626168334586,0.2913331441982699,7.0,12.0,-1.8363664273868707,13.0,-1.5094326131749796,14.0,-1.5232466188160068,15.0,-1.812503632114672,16.0,-1.9238668710097693,37.0,-2.1937581595126074,38.0,-2.2534639958193043,,,,,,,,,,
4,5G__NoCu,-0.5388484788264923,0.2050707978630694,3.0,39.0,-0.6160732879243689,46.0,-0.6940949889063202,47.0,-0.3063771596487878,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.26440140785102145,0.0689974932510808,7.0,40.0,-0.2733483934663567,50.0,-0.2865510911829325,51.0,-0.2582594631199164,52.0,-0.312585544273201,53.0,-0.3620050739621518,60.0,-0.2066964785281264,61.0,-0.1513638104244652,,,,,,,,,,
6,5G__highCu,-0.20849235338915117,0.1190230652612207,5.0,41.0,-0.1890524092212224,42.0,-0.0711606786985061,43.0,-0.2016970332718166,44.0,-0.399831315244322,45.0,-0.1807203305098887,,,,,,,,,,,,,,
7,5G__lowCu,-0.4573774906724648,0.17842671851442585,8.0,48.0,-0.5126133199471088,49.0,-0.5097910862326476,54.0,-0.5884942393207755,55.0,-0.6850054335862659,56.0,-0.4715605546015453,57.0,-0.4901029464665996,58.0,-0.1140183867191755,59.0,-0.2874339585056003,,,,,,,,
8,5G__highO2_slow_growth,-0.7184477495881594,0.07831798741105639,4.0,62.0,-0.7882976046326977,63.0,-0.7769647246050351,64.0,-0.6847508997253957,65.0,-0.623777769389509,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-0.8551562548454452,0.22018467610495132,4.0,66.0,-0.5372683546907062,67.0,-0.8815250550351745,68.0,-1.025453034336261,69.0,-0.9763785753196396,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-1.0644011164029807,0.03348787003401171,2.0,70.0,-1.0407216164144373,71.0,-1.0880806163915242,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-1.459478777423607,0.45689030110428597,5.0,72.0,-2.168850145328614,78.0,-1.1173409742673908,79.0,-1.0028111139708358,82.0,-1.5372442092758618,83.0,-1.4711474442753332,,,,,,,,,,,,,,
12,5G__NoLanthanum,-1.3162099158814085,0.39417351864378547,5.0,73.0,-1.868333508064857,80.0,-1.1571376999893594,81.0,-0.787441820031539,84.0,-1.3484213465279955,85.0,-1.4197152047932915,,,,,,,,,,,,,,
13,5G__aa3_KO,-0.8443437069486394,0.2714750077949841,2.0,74.0,-1.0363055258831435,75.0,-0.6523818880141352,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-0.40635275264648385,0.017816683578344893,2.0,76.0,-0.3937544548699812,77.0,-0.4189510504229865,,,,,,,,,,,,,,,,,,,,
