,17
5G_uMax:1,-5.48093888865718
5G_uMax:2,-4.851342234161441
5G_lowO2_fast_growth:1,-10.385126214409052
5G_lowO2_fast_growth:2,-9.301377764010065
5G_lowCH4:1,-11.844848574633785
5G_lowCH4:2,-11.875415792549136
5G_lowCH4:3,-11.930962838416844
5G_lowCH4:4,-12.013421666163431
5G_lowCH4:5,-11.70237471168346
5G_lowCH4:6,-12.052207333835344
5G_lowCH4:7,-13.167974707331302
5G_lowCH4:8,-13.05087295284321
5G_MeOH:1,-3.0677516920779957
5G_MeOH:2,-3.865667082531345
5G_MeOH:3,-3.968211437731253
5G_MeOH:4,-4.6606473789096174
5G_MeOH:5,-4.537850767726422
5G_lowO2_fast_growth:3,-11.299015059500976
5G_lowO2_fast_growth:4,-12.846024234033642
5G_lowO2_fast_growth:5,-12.26112881859311
5G_lowO2_fast_growth:6,-11.330563870986088
5G_lowO2_fast_growth:7,-11.497705494051242
5G_uMax:3,1.5826293528727258
5G_uMax:4,0.1509912063461992
5G_uMax:5,2.676544309088589
5G_uMax:6,1.6264148497267634
5G_uMax:7,1.2960060064606538
5G_uMax:8,0.7885334632308216
5G_uMax:9,0.4005988645912405
5G_uMax:10,1.0837003901431936
5G_uMax:11,0.2637492462237758
5G_uMax:12,0.4631134341346273
5G_lowO2_fast_growth:8,-9.76931472509289
5G_lowO2_fast_growth:9,-9.567165411081092
5G_lowO2_fast_growth:10,-8.380987080440073
5G_lowO2_fast_growth:11,-9.705399154674105
5G_lowO2_fast_growth:12,-9.03359045546168
5G_MeOH:6,0.1578352545035457
5G_MeOH:7,-0.0703231657230688
5G_NoCu:1,-13.450151010535487
5G_medCu:1,-10.711777230688238
5G_highCu:1,-10.282004365921988
5G_highCu:2,-9.41319305604273
5G_highCu:3,-8.453612677366621
5G_highCu:4,-9.032945408253784
5G_highCu:5,-9.417154401839191
5G_NoCu:2,-10.19215116490806
5G_NoCu:3,-11.375325172445264
5G_lowCu:1,-11.01150788705496
5G_lowCu:2,-11.472578893101767
5G_medCu:2,-11.260952324953353
5G_medCu:3,-11.21595114811945
5G_medCu:4,-9.3023904628835
5G_medCu:5,-8.651938003867327
5G_lowCu:3,-10.402538425448135
5G_lowCu:4,-9.848209946637397
5G_lowCu:5,-11.43376160409377
5G_lowCu:6,-10.838730634653883
5G_lowCu:7,-9.742836567007211
5G_lowCu:8,-9.553181166093104
5G_medCu:6,-10.253694142031051
5G_medCu:7,-10.288829936562058
5G_highO2_slow_growth:1,-12.92315348991919
5G_highO2_slow_growth:2,-14.349239038612502
5G_highO2_slow_growth:3,-10.44026955878165
5G_highO2_slow_growth:4,-11.08786889394244
5G_NO3_lowO2_slow_growth:1,-13.611004903488515
5G_NO3_lowO2_slow_growth:2,-12.708234571855751
5G_NO3_lowO2_slow_growth:3,-12.458477942568743
5G_NO3_lowO2_slow_growth:4,-12.251785725055536
5G_LanzaTech:1,-11.253848930229244
5G_LanzaTech:2,-11.014423045413254
5G_WithLanthanum:1,-10.195269689013276
5G_NoLanthanum:1,-10.209446131772054
5G_aa3_KO:1,-17.333940517783432
5G_aa3_KO:2,-17.562757451662932
5G_crotonic_acid:1,-10.14176127445903
5G_crotonic_acid:2,-9.61198068504602
5G_WithLanthanum:2,-7.621657274342527
5G_WithLanthanum:3,-8.114549684058995
5G_NoLanthanum:2,-8.002289072613141
5G_NoLanthanum:3,-8.564568440516933
5G_WithLanthanum:4,-6.724047416180344
5G_WithLanthanum:5,-6.5024449253195495
5G_NoLanthanum:4,-7.282168191533863
5G_NoLanthanum:5,-8.648991171220118
