,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,-2.5488870273685884e-15,2.519617243373077,12.0,0.0,-5.48093888865718,1.0,-4.851342234161441,22.0,1.5826293528727258,23.0,0.1509912063461992,24.0,2.676544309088589,25.0,1.6264148497267634,26.0,1.2960060064606538,27.0,0.7885334632308216,28.0,0.4005988645912405,29.0,1.0837003901431936,30.0,0.2637492462237758,31.0,0.4631134341346273
1,5G__lowO2_fast_growth,-10.448116523527835,1.382445630829053,12.0,2.0,-10.385126214409052,3.0,-9.301377764010065,17.0,-11.299015059500976,18.0,-12.846024234033642,19.0,-12.26112881859311,20.0,-11.330563870986088,21.0,-11.497705494051242,32.0,-9.76931472509289,33.0,-9.567165411081092,34.0,-8.380987080440073,35.0,-9.705399154674105,36.0,-9.03359045546168
2,5G__lowCH4,-12.204759822182064,0.5693269309376133,8.0,4.0,-11.844848574633785,5.0,-11.875415792549136,6.0,-11.930962838416844,7.0,-12.013421666163431,8.0,-11.70237471168346,9.0,-12.052207333835344,10.0,-13.167974707331302,11.0,-13.05087295284321,,,,,,,,
3,5G__MeOH,-2.8589451814565936,2.0506012327132943,7.0,12.0,-3.0677516920779957,13.0,-3.865667082531345,14.0,-3.968211437731253,15.0,-4.6606473789096174,16.0,-4.537850767726422,37.0,0.1578352545035457,38.0,-0.0703231657230688,,,,,,,,,,
4,5G__NoCu,-11.672542449296271,1.6492102142453313,3.0,39.0,-13.450151010535487,46.0,-10.19215116490806,47.0,-11.375325172445264,,,,,,,,,,,,,,,,,,
5,5G__medCu,-10.240790464157854,0.9679030697670975,7.0,40.0,-10.711777230688238,50.0,-11.260952324953353,51.0,-11.21595114811945,52.0,-9.3023904628835,53.0,-8.651938003867327,60.0,-10.253694142031051,61.0,-10.288829936562058,,,,,,,,,,
6,5G__highCu,-9.319781981884862,0.6664464377103403,5.0,41.0,-10.282004365921988,42.0,-9.41319305604273,43.0,-8.453612677366621,44.0,-9.032945408253784,45.0,-9.417154401839191,,,,,,,,,,,,,,
7,5G__lowCu,-10.537918140511277,0.7640856641951129,8.0,48.0,-11.01150788705496,49.0,-11.472578893101767,54.0,-10.402538425448135,55.0,-9.848209946637397,56.0,-11.43376160409377,57.0,-10.838730634653883,58.0,-9.742836567007211,59.0,-9.553181166093104,,,,,,,,
8,5G__highO2_slow_growth,-12.200132745313946,1.7772325084621845,4.0,62.0,-12.92315348991919,63.0,-14.349239038612502,64.0,-10.44026955878165,65.0,-11.08786889394244,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-12.757375785742136,0.5989042103946941,4.0,66.0,-13.611004903488515,67.0,-12.708234571855751,68.0,-12.458477942568743,69.0,-12.251785725055536,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-11.13413598782125,0.1692996667449758,2.0,70.0,-11.253848930229244,71.0,-11.014423045413254,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-7.831593797782938,1.475160737750953,5.0,72.0,-10.195269689013276,78.0,-7.621657274342527,79.0,-8.114549684058995,82.0,-6.724047416180344,83.0,-6.5024449253195495,,,,,,,,,,,,,,
12,5G__NoLanthanum,-8.541492601531221,1.080601202003521,5.0,73.0,-10.209446131772054,80.0,-8.002289072613141,81.0,-8.564568440516933,84.0,-7.282168191533863,85.0,-8.648991171220118,,,,,,,,,,,,,,
13,5G__aa3_KO,-17.448348984723182,0.16179800559650837,2.0,74.0,-17.333940517783432,75.0,-17.562757451662932,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-9.876870979752525,0.37461144731494517,2.0,76.0,-10.14176127445903,77.0,-9.61198068504602,,,,,,,,,,,,,,,,,,,,
