,0
gene_id,EQU24_RS18025
name,<i>Not Available</i>
operon,555
gene_product,LysM peptidoglycan-binding domain-containing protein
cog,Function unknown
regulator,<i>Not Available</i>
link,"<a href=""https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18025"">BioCyc</a>"
