,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,-3.076242964065538e-16,0.14631126763777438,12.0,0.0,-0.2834433914322192,1.0,-0.1909970733617978,22.0,0.1849467237075508,23.0,0.2059377255635137,24.0,-0.0061836534224948,25.0,0.0033001424084897,26.0,0.1064493351905673,27.0,0.0102395856834967,28.0,0.0172003059062282,29.0,-0.1424810983493758,30.0,-0.0046549153076576,31.0,0.0996863134136951
1,5G__lowO2_fast_growth,-0.2541501982218714,0.1848723855416277,12.0,2.0,-0.3146763677254141,3.0,-0.1253928691330115,17.0,-0.7038953502096348,18.0,-0.3852015283127352,19.0,-0.3220482301765095,20.0,-0.1466750504525071,21.0,-0.0561347090711024,32.0,-0.1761540702732897,33.0,-0.2085165888346845,34.0,-0.4087846607414871,35.0,-0.1328541209010394,36.0,-0.0694688328310411
2,5G__lowCH4,-0.2854543169929743,0.2291685504206585,8.0,4.0,-0.3584575526440794,5.0,-0.4472485441261247,6.0,-0.3686395147463015,7.0,-0.5750008793338592,8.0,0.0310221771515308,9.0,0.0902547150034918,10.0,-0.3430426351494962,11.0,-0.312522302098956,,,,,,,,
3,5G__MeOH,-1.5453331903862535,0.31191847815319573,7.0,12.0,-1.4540082290718097,13.0,-1.1734815693595175,14.0,-1.0982352207143098,15.0,-1.6878526150561486,16.0,-1.6874065179366688,37.0,-1.835669903217908,38.0,-1.880678277347413,,,,,,,,,,
4,5G__NoCu,0.1601936214483966,0.033833863996748,3.0,39.0,0.1947724608244998,46.0,0.1271575115207524,47.0,0.1586508919999376,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.059827739923800985,0.14017251271870265,7.0,40.0,0.1983656273920528,50.0,-0.051801621114663,51.0,0.0288618302601735,52.0,-0.1417706428433218,53.0,-0.2168510072344442,60.0,-0.0667913192024816,61.0,-0.1688070467239226,,,,,,,,,,
6,5G__highCu,0.26014250975590014,0.12987570579007687,5.0,41.0,0.3404507286346918,42.0,0.3803518096003797,43.0,0.2880548294550733,44.0,0.0466755958607985,45.0,0.2451795852285574,,,,,,,,,,,,,,
7,5G__lowCu,0.03431104908139748,0.19198634665311817,8.0,48.0,-0.0953012257344125,49.0,-0.0630108768967661,54.0,0.0701612375911846,55.0,0.0751019616133144,56.0,-0.2145963874965941,57.0,-0.1069820221775286,58.0,0.3246321348816172,59.0,0.284483570870365,,,,,,,,
8,5G__highO2_slow_growth,0.20474153944674883,0.12598355536032332,4.0,62.0,0.3453379628158828,63.0,0.0748863386951761,64.0,0.2732903244612572,65.0,0.1254515318146793,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-0.2634389284942491,0.04385588078376401,4.0,66.0,-0.2413525350822212,67.0,-0.2222149895716549,68.0,-0.323189413075438,69.0,-0.2669987762476822,,,,,,,,,,,,,,,,
10,5G__LanzaTech,0.3317842184534121,0.05563635905810876,2.0,70.0,0.2924433716828938,71.0,0.3711250652239304,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-0.6359778846130864,0.12042667933298755,5.0,72.0,-0.7658158665254611,78.0,-0.693350846580441,79.0,-0.4415532348570004,82.0,-0.6436968452640555,83.0,-0.6354726298384739,,,,,,,,,,,,,,
12,5G__NoLanthanum,-0.49790198775963257,0.12463350804561953,5.0,73.0,-0.7021370966978084,80.0,-0.398613662966583,81.0,-0.3978936279605536,84.0,-0.478849228007479,85.0,-0.5120163231657386,,,,,,,,,,,,,,
13,5G__aa3_KO,-0.37725639028845803,0.08423253151558677,2.0,74.0,-0.436817784519639,75.0,-0.317694996057277,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,0.3388186190681699,0.029181716575881637,2.0,76.0,0.3181840293907001,77.0,0.3594532087456397,,,,,,,,,,,,,,,,,,,,
