,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,-3.122502256758253e-16,0.26600293595075497,12.0,0.0,-0.5203019351472626,1.0,-0.2947755215679803,22.0,-0.4185159571872856,23.0,0.0664608982942147,24.0,0.1910225917332773,25.0,0.3614003208850214,26.0,0.1364764308706512,27.0,0.0907575340398185,28.0,0.0211751133733715,29.0,0.1295546731465682,30.0,0.0872751325284608,31.0,0.1494707190311412
1,5G__lowO2_fast_growth,-0.13263657655595362,0.10062131060591917,12.0,2.0,-0.2023418372370957,3.0,-0.2654403831784067,17.0,-0.2425437061852036,18.0,-0.0791478377283625,19.0,-0.0913172911466706,20.0,0.0335859579488029,21.0,-0.107250788695945,32.0,-0.0750439818511965,33.0,-0.0696881506664903,34.0,-0.1398193515220176,35.0,-0.3043908150539491,36.0,-0.0482407333549086
2,5G__lowCH4,-0.4112203682937027,0.1370903447132208,8.0,4.0,-0.4069772370035491,5.0,-0.4283069304581908,6.0,-0.371843682151725,7.0,-0.4599041140212574,8.0,-0.1658341223483095,9.0,-0.3151009056570482,10.0,-0.629543158521435,11.0,-0.5122527961881063,,,,,,,,
3,5G__MeOH,-0.03132991371927792,0.15669800429451966,7.0,12.0,-0.2137706967423409,13.0,0.0333517809279482,14.0,-0.0329791752060719,15.0,-0.1998052166717112,16.0,-0.1224611624928737,37.0,0.1322977545964963,38.0,0.1840573195536077,,,,,,,,,,
4,5G__NoCu,0.0359342348105248,0.11026566461654502,3.0,39.0,-0.0898211078264825,46.0,0.1160662430335595,47.0,0.0815575692244974,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.17574729904986902,0.10247378681606524,7.0,40.0,-0.2865769700241722,50.0,-0.054069619387546,51.0,-0.1541735992626385,52.0,-0.3391507558049476,53.0,-0.1745577222090275,60.0,-0.1236194362248279,61.0,-0.0980829904359235,,,,,,,,,,
6,5G__highCu,-0.17010663160491837,0.2154093449670304,5.0,41.0,-0.1481551304472543,42.0,-0.5115326938019886,43.0,-0.0934220150018061,44.0,-0.1775470393543332,45.0,0.0801237205807905,,,,,,,,,,,,,,
7,5G__lowCu,-0.1343516198426427,0.17528239361940023,8.0,48.0,-0.0070214104034169,49.0,0.0628241491123688,54.0,-0.1484403461742847,55.0,-0.1857662227883194,56.0,-0.158863909567025,57.0,-0.010269852397875,58.0,-0.1176146228142971,59.0,-0.5096607437082923,,,,,,,,
8,5G__highO2_slow_growth,0.5856030231759122,0.3420073842215478,4.0,62.0,0.8165585052612871,63.0,0.5722744833282012,64.0,0.8467276042445908,65.0,0.1068514998695697,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,0.02148859389388855,0.11623570351057651,4.0,66.0,0.0057960547462339,67.0,0.1646464574034087,68.0,-0.1186249631002993,69.0,0.0341368265262109,,,,,,,,,,,,,,,,
10,5G__LanzaTech,0.18584720589715814,0.08612130954986491,2.0,70.0,0.2467441678845334,71.0,0.1249502439097829,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,0.6377884048523346,0.2355925711838284,5.0,72.0,0.3098536683791222,78.0,0.562173217768474,79.0,0.6151490507059183,82.0,0.7575411990853103,83.0,0.944224888322848,,,,,,,,,,,,,,
12,5G__NoLanthanum,0.5437027709881181,0.32074811377975426,5.0,73.0,0.0558914218700858,80.0,0.7312147693578694,81.0,0.3839475199452775,84.0,0.8331013172881407,85.0,0.7143588264792169,,,,,,,,,,,,,,
13,5G__aa3_KO,-0.5749144716646833,0.10841692883861134,2.0,74.0,-0.4982521260874819,75.0,-0.6515768172418848,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,0.16642147303745974,0.08350499235295157,2.0,76.0,0.1073745266817569,77.0,0.2254684193931626,,,,,,,,,,,,,,,,,,,,
