,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,-9.992007221626409e-16,1.2510232227784437,12.0,0.0,0.3587268916753194,1.0,0.7230056273274629,22.0,-1.0517268728318616,23.0,-1.3864012351349937,24.0,-0.7262169237844657,25.0,-1.84200533105675,26.0,-1.6759219286755596,27.0,1.0641699604231254,28.0,1.0531773717359505,29.0,1.7499058685084108,30.0,0.8884292074591409,31.0,0.844857364354209
1,5G__lowO2_fast_growth,3.6015782913462306,1.8658413511108083,12.0,2.0,-0.6604067084130117,3.0,0.2848536156464215,17.0,4.428420282507033,18.0,3.821681369489145,19.0,3.529373380655861,20.0,3.685302697723137,21.0,4.454195290911827,32.0,4.360451665298601,33.0,4.285482508309045,34.0,5.675319201655279,35.0,4.698123311203074,36.0,4.6561428811683525
2,5G__lowCH4,-14.039203122343865,0.3632252133077221,8.0,4.0,-14.235707841931044,5.0,-14.269141450406996,6.0,-14.10526797215448,7.0,-14.393936256178698,8.0,-13.349594002149209,9.0,-13.632556669218898,10.0,-14.04140791717613,11.0,-14.286012869535464,,,,,,,,
3,5G__MeOH,-11.60069524032188,0.390338319647058,7.0,12.0,-11.126374976315512,13.0,-11.679944794709003,14.0,-11.504404517532684,15.0,-11.7727848769984,16.0,-12.340924894290312,37.0,-11.451430573533653,38.0,-11.32900204887359,,,,,,,,,,
4,5G__NoCu,-5.535916851498279,2.033548183907391,3.0,39.0,-7.846952059432599,46.0,-4.0203222876475,47.0,-4.740476207414741,,,,,,,,,,,,,,,,,,
5,5G__medCu,-4.440980570124412,1.3527651845832183,7.0,40.0,-7.413663385984731,50.0,-4.193882616515592,51.0,-3.963194445739185,52.0,-4.325308567868399,53.0,-4.194970430282782,60.0,-3.4750874605360957,61.0,-3.5207570839440967,,,,,,,,,,
6,5G__highCu,-6.541405096290598,0.7814694114762699,5.0,41.0,-7.7818106643943805,42.0,-6.558159051123554,43.0,-5.834028662075228,44.0,-6.621745134071473,45.0,-5.9112819697883445,,,,,,,,,,,,,,
7,5G__lowCu,-4.327574783673742,0.8524338311283961,8.0,48.0,-4.983530896021907,49.0,-4.711451793384621,54.0,-5.039206635301943,55.0,-4.549464568687582,56.0,-4.751828139789681,57.0,-4.607620217893188,58.0,-3.2231392276048005,59.0,-2.7543567907062125,,,,,,,,
8,5G__highO2_slow_growth,-10.26491052907172,0.5311559081566877,4.0,62.0,-9.73334848343119,63.0,-10.530677497621395,64.0,-9.919338635537748,65.0,-10.87627749969655,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,7.492117966164175,1.06362128730092,4.0,66.0,5.92211303951554,67.0,7.758731117525794,68.0,8.078784528591584,69.0,8.20884317902378,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-10.143366886714343,0.17219138283537205,2.0,70.0,-10.021609192249564,71.0,-10.265124581179125,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,4.631109177125104,0.7619058995118144,5.0,72.0,5.96946959771586,78.0,4.368586850280898,79.0,4.047419537839702,82.0,4.391246460366923,83.0,4.378823439422139,,,,,,,,,,,,,,
12,5G__NoLanthanum,4.658766708129557,1.138403009573128,5.0,73.0,6.491450174815855,80.0,4.256873974711555,81.0,3.606128219753783,84.0,4.961651886606683,85.0,3.9777292847599104,,,,,,,,,,,,,,
13,5G__aa3_KO,5.312964643859859,0.0964187744496091,2.0,74.0,5.381143013106874,75.0,5.244786274612844,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-6.074557078433103,0.8449523564316925,2.0,76.0,-6.672028619445506,77.0,-5.477085537420701,,,,,,,,,,,,,,,,,,,,
