,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,-7.369683567108135e-16,0.12271478020941694,12.0,0.0,-0.2068897252841628,1.0,-0.2145783694319236,22.0,0.0450833455409167,23.0,0.0778702992961806,24.0,0.0029479662928446,25.0,0.1920827279129762,26.0,0.1573869459206838,27.0,-0.0325322954184157,28.0,-0.0174880243272088,29.0,-0.0625419588065128,30.0,0.0334115596268249,31.0,0.025247528677788
1,5G__lowO2_fast_growth,-0.12008460327704884,0.19837956929751926,12.0,2.0,-0.6255370967189693,3.0,-0.1391497283762826,17.0,-0.3335113042149427,18.0,-0.0894499094855092,19.0,-0.0613923151138857,20.0,-0.1252612109064204,21.0,-0.1458425049592744,32.0,0.0940311414117465,33.0,0.0703449016637431,34.0,-0.1363090856320763,35.0,-0.0031817853519244,36.0,0.0542436583592094
2,5G__lowCH4,-0.6650854037556797,0.19017878205082495,8.0,4.0,-0.7944176762088553,5.0,-0.8161449772792881,6.0,-0.6968829319982826,7.0,-0.7318671116178646,8.0,-0.3540153385713482,9.0,-0.3721674350128756,10.0,-0.7893675168151129,11.0,-0.7658202425418104,,,,,,,,
3,5G__MeOH,-0.8078747367747443,0.06765972368690343,7.0,12.0,-0.7769653448880671,13.0,-0.7136974502261824,14.0,-0.7432725327041148,15.0,-0.8653193352010771,16.0,-0.8990543068349819,37.0,-0.8509024424549025,38.0,-0.8059117451138844,,,,,,,,,,
4,5G__NoCu,-0.264225585108058,0.18895532956867991,3.0,39.0,-0.481918302385492,46.0,-0.1426698910939636,47.0,-0.1680885618447183,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.24520203623242207,0.13682520879684337,7.0,40.0,-0.2127484139439515,50.0,-0.4033505122364254,51.0,-0.3540937701339892,52.0,-0.3360839208180097,53.0,-0.2800328718389213,60.0,-0.0615353423143494,61.0,-0.0685694223413078,,,,,,,,,,
6,5G__highCu,-0.2972078750498589,0.14667613752875064,5.0,41.0,-0.2883250194651223,42.0,-0.3130755906619749,43.0,-0.1587956958317455,44.0,-0.5331131417952069,45.0,-0.1927299274952449,,,,,,,,,,,,,,
7,5G__lowCu,-0.32460846893976314,0.15779290071409208,8.0,48.0,-0.3394760883624856,49.0,-0.3055233359163321,54.0,-0.1821308943449819,55.0,-0.5773433084690733,56.0,-0.3995983332313138,57.0,-0.2613688414736579,58.0,-0.074702769738093,59.0,-0.4567241799821673,,,,,,,,
8,5G__highO2_slow_growth,-0.4149692360620296,0.11839698719969358,4.0,62.0,-0.2869393642203857,63.0,-0.4482214591107727,64.0,-0.3621962414927013,65.0,-0.5625198794242587,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-0.7283084318033914,0.21247489302140557,4.0,66.0,-0.5537769550648521,67.0,-0.5558431909312223,68.0,-0.9884897871981568,69.0,-0.8151237940193345,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-0.6075800303578909,0.04051397826444559,2.0,70.0,-0.578932321594257,71.0,-0.6362277391215247,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-0.5789895920383795,0.3501018588990996,5.0,72.0,-1.1980284705708062,78.0,-0.4700210435625687,79.0,-0.3406602544316515,82.0,-0.4703175523314433,83.0,-0.415920639295428,,,,,,,,,,,,,,
12,5G__NoLanthanum,-0.461634972605421,0.4248729105932074,5.0,73.0,-1.180803623181589,80.0,-0.3552975109176906,81.0,-0.3772489925313866,84.0,-0.3503969979842436,85.0,-0.0444277384121951,,,,,,,,,,,,,,
13,5G__aa3_KO,-1.174018883171041,0.4647887832400049,2.0,74.0,-1.5026741836194928,75.0,-0.8453635827225892,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-0.1386895635403675,0.08094656029129993,2.0,76.0,-0.1959274252360714,77.0,-0.0814517018446636,,,,,,,,,,,,,,,,,,,,
