,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,2.1163626406917047e-15,0.274391718546747,12.0,0.0,-0.0954674572690927,1.0,-0.2732930484180058,22.0,0.1516610050196099,23.0,-0.4856724181216148,24.0,0.2691326195946917,25.0,-0.3376688209970264,26.0,0.0009155142498908,27.0,-0.0227229832682776,28.0,-0.1000518472477695,29.0,0.4128648882752317,30.0,0.2771259590586747,31.0,0.2031765891237133
1,5G__lowO2_fast_growth,2.736783042287392,1.4690899517441265,12.0,2.0,1.0195705753020854,3.0,0.7219307771086253,17.0,4.924130258950509,18.0,4.268032059515926,19.0,4.17530335329815,20.0,4.062957067873164,21.0,4.084223958388842,32.0,1.5671434347299753,33.0,2.0575047345099065,34.0,2.529459084760953,35.0,1.7371858359493404,36.0,1.6939553670612266
2,5G__lowCH4,2.1355144195224964,0.33474487798827474,8.0,4.0,2.164885225886876,5.0,1.936977402508443,6.0,1.6892381088342987,7.0,1.6944411372671844,8.0,2.382478223348309,9.0,2.6227820626113787,10.0,2.3009389162803755,11.0,2.2923742794431043,,,,,,,,
3,5G__MeOH,-5.172419571030841,3.333374586774144,7.0,12.0,-6.9329746822747085,13.0,-6.947292316485612,14.0,-7.109008014240022,15.0,-7.141782227567072,16.0,-7.475496900658283,37.0,-0.3651754224524921,38.0,-0.2352074335376906,,,,,,,,,,
4,5G__NoCu,-0.8622837238073192,1.506453790856031,3.0,39.0,0.8619512824553769,46.0,-1.525244865332475,47.0,-1.9235575885448597,,,,,,,,,,,,,,,,,,
5,5G__medCu,0.3891322240070946,0.8999855467018926,7.0,40.0,1.682725871677337,50.0,-0.942297989716151,51.0,-0.5994468358743599,52.0,0.5180083388886819,53.0,0.939782162231882,60.0,0.7306154187798158,61.0,0.3945386020624557,,,,,,,,,,
6,5G__highCu,1.658974667045739,0.17414990079099665,5.0,41.0,1.476466674334965,42.0,1.5162316400223228,43.0,1.875107340556232,44.0,1.6270431663399985,45.0,1.800024513975178,,,,,,,,,,,,,,
7,5G__lowCu,-0.884880696610436,0.677697495236897,8.0,48.0,-1.87765657827884,49.0,-1.2946885344436632,54.0,-1.0158669349343237,55.0,-0.826149578541629,56.0,-1.09253417890324,57.0,-1.0934031582609518,58.0,-0.2276388676651131,59.0,0.3488922581442714,,,,,,,,
8,5G__highO2_slow_growth,3.802594330069903,0.746542181698525,4.0,62.0,3.922314036692813,63.0,2.952443174169431,64.0,4.7457896564620405,65.0,3.5898304529553284,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,7.4020488567056155,1.4677118769808288,4.0,66.0,9.52675758212297,67.0,7.227192542572834,68.0,6.335989917814271,69.0,6.518255384312386,,,,,,,,,,,,,,,,
10,5G__LanzaTech,2.9511178647520975,0.6862316236654047,2.0,70.0,2.4658788301936347,71.0,3.4363568993105598,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-5.627343109364105,0.9498891989055679,5.0,72.0,-4.981296467907078,78.0,-6.423918361350897,79.0,-4.273408902403022,82.0,-6.225946372640638,83.0,-6.232145442518889,,,,,,,,,,,,,,
12,5G__NoLanthanum,-4.5084957557412215,1.5218471622836942,5.0,73.0,-4.966384285212751,80.0,-5.3695878521487215,81.0,-1.9687921097444008,84.0,-5.866438927585093,85.0,-4.371275604015142,,,,,,,,,,,,,,
13,5G__aa3_KO,-17.06823261567711,1.1512069442151096,2.0,74.0,-16.254206378873565,75.0,-17.88225885248066,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-3.2320630124317216,0.16706225267759472,2.0,76.0,-3.350193864180349,77.0,-3.1139321606830936,,,,,,,,,,,,,,,,,,,,
