,EQU24_RS22055
5GB1_FM03_TR1_QC_tpm,0.3186664583557306
5GB1_FM03_TR2_QC_tpm,0.3075143387762349
5GB1_FM11_TR1_QC_tpm,-0.573085053486091
5GB1_FM11_TR2_QC_tpm,-0.5694751697200005
5GB1_FM12_TR1_tpm,0.0036170789255862
5GB1_FM12_TR1_QC_tpm,0.0280496255681761
5GB1_FM12_TR2_tpm,0.1814812028611836
5GB1_FM12_TR2_QC_tpm,0.2081919178608604
5GB1_FM14_TR1_tpm,-0.2476182884593143
5GB1_FM14_TR1_QC_tpm,-0.2823184543651571
5GB1_FM14_TR2_tpm,-0.4651828274364593
5GB1_FM14_TR2_QC_tpm,-0.516285463342756
5GB1_FM18_TR1_QC_tpm,-1.2697101970100402
5GB1_FM18_TR2_tpm,-0.9925312400347844
5GB1_FM18_TR2_QC_tpm,-1.0519185801142932
5GB1_FM18_TR3_tpm,-0.7275292831411093
5GB1_FM18_TR3_QC_tpm,-0.7623426632525891
5GB1_FM19_TR1_tpm,-0.8286951177386168
5GB1_FM19_TR1_QC_tpm,-0.0935867257787972
5GB1_FM19_TR1_UW_tpm,-0.0858782517468519
5GB1_FM19_TR3_tpm,-0.1871657181050725
5GB1_FM19_TR3_QC_tpm,-0.2138620910334232
5GB1_FM20_TR1_QC_tpm,0.007630598029042
5GB1_FM20_TR2_QC_tpm,0.3487878098748034
5GB1_FM20_TR3_tpm,-0.31647089427263
5GB1_FM20_TR3_QC_tpm,0.1663506027169532
5GB1_FM20_TR3_UW_tpm,0.160245147583014
5GB1_FM21_TR1_tpm,-0.182099997047155
5GB1_FM21_TR1_QC_tpm,-0.1386379267893165
5GB1_FM21_TR2_tpm,-0.4629908132326523
5GB1_FM21_TR2_QC_tpm,-0.1186411761202155
5GB1_FM21_TR2_UW_tpm,-0.0903541478738194
5GB1_FM22_TR1_tpm,-0.2999548572528407
5GB1_FM22_TR1_QC_tpm,-0.3177759919454637
5GB1_FM22_TR3_tpm,-1.015590218250324
5GB1_FM22_TR3_QC_tpm,-0.3742338531767668
5GB1_FM22_TR3_UW_tpm,-0.3520088082204022
5GB1_FM23_TR3_tpm,-1.2755183391039662
5GB1_FM23_TR3_QC_tpm,-1.2843088690100402
5GB1_FM34_T0_TR1_QC_tpm,1.203673183208556
5GB1_FM34_T3_TR3_QC_tpm,0.627931503056951
5GB1_FM34_T4_TR3_QC_tpm,0.5696988426131213
5GB1_FM34_T5_TR2_QC_tpm,0.4835069278742256
5GB1_FM34_T6_TR3_QC_tpm,0.5685107700199428
5GB1_FM34_T7_TR3_QC_tpm,0.4126718293638713
5GB1_FM34_T8_TR1_QC_tpm,0.563401046763925
5GB1_FM40_T0_TR1_QC_tpm,0.5923304091599686
5GB1_FM40_T0m_TR2_tpm,0.9659212111711692
5GB1_FM40_T10m_TR3_tpm,0.927025022988012
5GB1_FM40_T10m_TR3_QC_tpm,0.9001695309980402
5GB1_FM40_T150m_TR1_QC_tpm,0.5751374919419181
5GB1_FM40_T150m_TR1_remake_tpm,0.5476020640231933
5GB1_FM40_T180m_TR1_tpm,0.155509076210647
5GB1_FM40_T180m_TR1_QC_tpm,0.1174991109675129
5GB1_FM40_T20m_TR2_tpm,1.0181604212488151
5GB1_FM40_T20m_TR2_QC_tpm,0.4847976185556337
5GB1_FM40_T40m_TR1_tpm,0.734994245135848
5GB1_FM40_T40m_TR1_QC_tpm,0.7081362962831008
5GB1_FM40_T60m_TR1_tpm,0.8265453243758731
5GB1_FM40_T60m_TR1_QC_tpm,0.2059980757327153
5GB1_FM40_T90m_TR2_tpm,0.6344556720009003
5GB1_FM40_T90m_TR2_QC_tpm,0.6279299833133969
5GB1_FM69_t3_TR1_tpm,0.9399289172354556
5GB1_FM69_t3_TR1_UW_tpm,1.262068121621878
5GB1_FM69_t4_TR1_tpm,0.6856343132443676
5GB1_FM69_t4_TR1_UW_tpm,1.0655876601802596
5GB1_FM80_t2_TR1_tpm,0.2370770409333022
5GB1_FM80_t4_TR1_tpm,0.0884040489603705
5GB1_FM81_t1_TR3_tpm,-0.1877021179830382
5GB1_FM81_t2_TR3_tpm,-0.0622764191829325
5GB1_LTrecycle_TR1_tpm,0.9177605259782916
5GB1_LTrecycle_TR1_QC_tpm,0.8239009558306041
5GB1_vial_wLa_TR3_tpm,1.0925993674268284
5GB1_vial_woLa_TR2_tpm,1.183628038784457
5GB1_FM_85_TR1_tpm,0.219584428791542
5GB1_FM_85_TR2_tpm,-0.0003960224594123
5GB1_pA9_red_tpm,0.30042392110383
5GB1_pA9_yellow_tpm,-0.1271924594588203
5GB1C-5G-La-BR1_tpm,1.362986440434824
5GB1C-5G-La-BR2_tpm,1.3765185679325018
5GB1C-5G-N-BR1_tpm,1.2053761495531692
5GB1C-5G-N-BR2_tpm,0.9694938323640728
5GB1C-JG15-La-BR1_tpm,1.5957354060412945
5GB1C-JG15-La-BR2_tpm,1.3605516421734123
5GB1C-JG15-N-BR1_tpm,1.4613083107991027
5GB1C-JG15-N-BR2_tpm,1.4458102722236568
