,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,9.598803233738333e-17,0.2955480537614461,12.0,0.0,0.1577161449209017,1.0,-0.2021930454253446,22.0,-0.0746473237878655,23.0,0.5831213661496433,24.0,-0.2342165153577706,25.0,0.36182915884834,26.0,0.2978503206276892,27.0,-0.1975268811088595,28.0,-0.1431415328226126,29.0,-0.4552244232978566,30.0,-0.0027925960009467,31.0,-0.0907746727453169
1,5G__lowO2_fast_growth,-0.152168036986898,1.1905184438364318,12.0,2.0,2.1154252995081784,3.0,2.290018555833824,17.0,-1.5696132705671513,18.0,-0.980799665944545,19.0,-0.9074057093304466,20.0,-0.8624132186920477,21.0,-0.6232022483565647,32.0,-0.1461496885410582,33.0,-0.004843798349742,34.0,-0.8377505554549565,35.0,-0.1407710381791727,36.0,-0.1585111057690937
2,5G__lowCH4,0.056040988079341415,0.0925907888153406,8.0,4.0,-0.0824001998514347,5.0,-0.026974178189004,6.0,0.0055228779161264,7.0,0.0694426899018214,8.0,0.1449389351223331,9.0,0.2078919419706713,10.0,0.0578180890225352,11.0,0.0720877487416826,,,,,,,,
3,5G__MeOH,-0.9941525798665001,0.2839388696784241,7.0,12.0,-1.0425156720445925,13.0,-0.8090188442278698,14.0,-0.8266174991293589,15.0,-0.725684451414951,16.0,-0.795007704918337,37.0,-1.3116169802326896,38.0,-1.4486069070977017,,,,,,,,,,
4,5G__NoCu,0.6475690962913765,0.31089672550364156,3.0,39.0,0.5687322014230416,46.0,0.3836802211391514,47.0,0.9902948663119364,,,,,,,,,,,,,,,,,,
5,5G__medCu,0.09810550194708242,0.156014010901774,7.0,40.0,0.1632558055778989,50.0,0.3170368253332283,51.0,0.2729313748290423,52.0,0.0154592709820073,53.0,0.0441487835107734,60.0,-0.0915144632444926,61.0,-0.0345790833588806,,,,,,,,,,
6,5G__highCu,0.4251078069384505,0.16889770300715112,5.0,41.0,0.4889865481052622,42.0,0.4789539018681568,43.0,0.2596777768802845,44.0,0.2506918320254581,45.0,0.6472289758130909,,,,,,,,,,,,,,
7,5G__lowCu,0.3820049701341798,0.35694146381214376,8.0,48.0,0.6704822490266586,49.0,0.6435657363990286,54.0,0.799024325761307,55.0,0.6038256062635403,56.0,0.3493267576984946,57.0,0.1316942671021514,58.0,0.0758031841125665,59.0,-0.217682365290309,,,,,,,,
8,5G__highO2_slow_growth,0.7776703716127547,0.36710046545200675,4.0,62.0,0.406427932463715,63.0,1.1299599430831169,64.0,0.5205199512002032,65.0,1.0537736597039835,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-0.29029529954167255,0.2506429187409752,4.0,66.0,0.0668948099375281,67.0,-0.518812397172443,68.0,-0.3684594577712827,69.0,-0.3408041531604926,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-0.49936556104219276,0.051565922618181,2.0,70.0,-0.4629029474807362,71.0,-0.5358281746036493,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,0.5434126875333117,0.2888030690017247,5.0,72.0,0.0335869722506352,78.0,0.663064544004099,79.0,0.7493731983456033,82.0,0.6342919385842478,83.0,0.6367467844819732,,,,,,,,,,,,,,
12,5G__NoLanthanum,0.4513107582277094,0.4798673781238649,5.0,73.0,-0.3491975041956117,80.0,0.6689008943822401,81.0,0.5361074517410991,84.0,0.4748954263495175,85.0,0.925847522861302,,,,,,,,,,,,,,
13,5G__aa3_KO,-0.1524202561226517,0.05109230510946514,2.0,74.0,-0.1885479715320066,75.0,-0.1162925407132968,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,1.1148271026624395,0.18031393310994195,2.0,76.0,0.987325897817982,77.0,1.242328307506897,,,,,,,,,,,,,,,,,,,,
