,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,-1.5496863052059476e-16,0.23224615806144894,12.0,0.0,-0.442600612008512,1.0,-0.1572032032238226,22.0,0.330348403933602,23.0,-0.072096060403533,24.0,-0.0329126050830623,25.0,0.2977531578137657,26.0,0.2694497759071463,27.0,-0.0247493313625959,28.0,-0.0810071629209741,29.0,-0.2663700118567309,30.0,0.11989313594073,31.0,0.059494513263985
1,5G__lowO2_fast_growth,-0.22227325745115722,0.5744564509852385,12.0,2.0,-1.3250655664275488,3.0,-1.2768475208177943,17.0,-0.2479786146741069,18.0,0.2722311332873381,19.0,0.2614958060110002,20.0,0.3405004723384639,21.0,0.332613758699285,32.0,-0.1759954462223358,33.0,-0.1189827540054935,34.0,-0.5930937221259995,35.0,-0.0705607684520455,36.0,-0.0655958670246494
2,5G__lowCH4,-1.355712530737945,0.2677566453235702,8.0,4.0,-1.607389257642037,5.0,-1.5920875983282825,6.0,-1.5630572303750156,7.0,-1.5463974540745848,8.0,-0.985210473357558,9.0,-0.9566856455554068,10.0,-1.2964446833063334,11.0,-1.2984279032643418,,,,,,,,
3,5G__MeOH,-1.6185469168480717,0.13779180699633126,7.0,12.0,-1.832503916802974,13.0,-1.5752001528648396,14.0,-1.651714245478198,15.0,-1.470963923084298,16.0,-1.4318300899177334,37.0,-1.6831232781528185,38.0,-1.684492811635641,,,,,,,,,,
4,5G__NoCu,0.07606431460131742,0.2046975803152243,3.0,39.0,0.0388092999200679,46.0,-0.1074471087412209,47.0,0.2968307526251053,,,,,,,,,,,,,,,,,,
5,5G__medCu,0.513422451161009,0.0922552676868011,7.0,40.0,0.3420640067981146,50.0,0.5368145748672752,51.0,0.4428166602845405,52.0,0.5585556539674847,53.0,0.5246836471656966,60.0,0.6151933661917806,61.0,0.5738292488521708,,,,,,,,,,
6,5G__highCu,0.35753809006586257,0.11859437306229849,5.0,41.0,0.4784450100807405,42.0,0.4589005788247373,43.0,0.2865177026021026,44.0,0.1956476093120969,45.0,0.3681795495096356,,,,,,,,,,,,,,
7,5G__lowCu,0.21127858597738688,0.32437436169481854,8.0,48.0,0.0590445252790008,49.0,0.0431229923157907,54.0,0.1912339527631967,55.0,-0.0952499107510576,56.0,0.028454724596493,57.0,0.0206001693179018,58.0,0.7329297757701028,59.0,0.7100924585276669,,,,,,,,
8,5G__highO2_slow_growth,-0.594055068912644,0.4660640434229012,4.0,62.0,-0.9784397175472944,63.0,-0.0471690920905523,64.0,-0.984827870448207,65.0,-0.3657835955645225,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-1.2115842768740666,0.31875671750109863,4.0,66.0,-0.855558755460402,67.0,-1.030375269131202,68.0,-1.5016046815511768,69.0,-1.4587984013534854,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-0.9769272479531743,0.004375577527020406,2.0,70.0,-0.9738332474122108,71.0,-0.980021248494138,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-5.471566525658389,2.076173010647131,5.0,72.0,-1.760008680568138,78.0,-6.437613059960445,79.0,-6.446019143554824,82.0,-6.444238242141299,83.0,-6.269953502067237,,,,,,,,,,,,,,
12,5G__NoLanthanum,-5.536408246950229,2.0562753470043327,5.0,73.0,-1.9149389354824748,80.0,-6.151572579180663,81.0,-6.3582915774779085,84.0,-6.205378653477922,85.0,-7.051859489132177,,,,,,,,,,,,,,
13,5G__aa3_KO,-1.3531475692686037,0.4527442123156335,2.0,74.0,-1.67328607193995,75.0,-1.033009066597257,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-0.9206577830677949,0.07625527074611596,2.0,76.0,-0.8667371640220001,77.0,-0.9745784021135896,,,,,,,,,,,,,,,,,,,,
