,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,-3.1363800445660672e-15,0.7784886008070265,12.0,0.0,1.5265888841970654,1.0,1.04086730286022,22.0,0.2541512690033831,23.0,0.76735838213291,24.0,-0.5963170435519406,25.0,0.0033138928793817,26.0,-0.0629648489337376,27.0,-0.7011013917191524,28.0,-0.8059921682656376,29.0,-0.9098821004705806,30.0,0.0041133199037367,31.0,-0.520135498035685
1,5G__lowO2_fast_growth,-0.34752872088969927,2.2104452049356,12.0,2.0,4.004736671314837,3.0,3.572089234144352,17.0,-2.858771817360736,18.0,-2.0898682833371187,19.0,-1.942826055357538,20.0,-2.324857422578517,21.0,-1.8572235589186656,32.0,-0.0608598635441703,33.0,0.5530603754745262,34.0,-0.9272760517553352,35.0,0.0062488670637159,36.0,-0.2447967458217418
2,5G__lowCH4,2.859467381634941,1.6628681466556463,8.0,4.0,4.189172133781082,5.0,4.447941443833388,6.0,4.327929545913892,7.0,4.419963863388741,8.0,0.98310529961073,9.0,0.6597649238368964,10.0,2.350038793716936,11.0,1.4978230489978588,,,,,,,,
3,5G__MeOH,9.457025448696717,0.948706280127755,7.0,12.0,8.627851882745437,13.0,8.563324644533497,14.0,8.85151894053646,15.0,9.274518940486272,16.0,9.324923086096808,37.0,10.82288533105032,38.0,10.734155315428222,,,,,,,,,,
4,5G__NoCu,6.843258316297541,0.22400474709052193,3.0,39.0,7.10188281823964,46.0,6.717572629194571,47.0,6.71031950145841,,,,,,,,,,,,,,,,,,
5,5G__medCu,6.223103660635296,0.5252780061324251,7.0,40.0,5.260672250926754,50.0,6.152898924451317,51.0,5.932176188595474,52.0,6.777551744659059,53.0,6.70471183955472,60.0,6.538570513991375,61.0,6.19514416226838,,,,,,,,,,
6,5G__highCu,3.5187335425868986,0.6722749804315272,5.0,41.0,4.382674841166653,42.0,3.93726095223545,43.0,3.32840214338688,44.0,3.328787651197239,45.0,2.616542124948273,,,,,,,,,,,,,,
7,5G__lowCu,7.1377905696332835,0.5335830490946658,8.0,48.0,7.696967250442586,49.0,7.488248142665701,54.0,6.580788637039712,55.0,6.806268217752368,56.0,7.76935168985962,57.0,7.436826024239221,58.0,6.3487644430483385,59.0,6.975110152018718,,,,,,,,
8,5G__highO2_slow_growth,12.672463118808405,2.4726173256349,4.0,62.0,14.230111701125969,63.0,15.280937000866604,64.0,10.1242051413472,65.0,11.05459863189385,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,15.405309059564999,1.0300007828938893,4.0,66.0,16.42110323785261,67.0,16.01519141027708,68.0,14.114193440665671,69.0,15.070748149464633,,,,,,,,,,,,,,,,
10,5G__LanzaTech,5.924487647166883,0.46405922992845555,2.0,70.0,6.252627075521501,71.0,5.596348218812265,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,17.483008207365124,1.1154689050952369,5.0,72.0,17.419336254965156,78.0,18.38254371785048,79.0,15.621763050899396,82.0,18.29059561316111,83.0,17.700802399949477,,,,,,,,,,,,,,
12,5G__NoLanthanum,13.745419892895569,3.400195277003879,5.0,73.0,16.478692942535538,80.0,15.345541341262498,81.0,8.061504226778327,84.0,15.644463640206352,85.0,13.196897313695128,,,,,,,,,,,,,,
13,5G__aa3_KO,13.090530251664728,0.7898153000035363,2.0,74.0,13.649014006182115,75.0,12.53204649714734,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-1.3192741236693883,0.13475989109813757,2.0,76.0,-1.414563756496842,77.0,-1.2239844908419346,,,,,,,,,,,,,,,,,,,,
