,14
5G_uMax:1,0.5877459859126555
5G_uMax:2,0.2928274421757434
5G_lowO2_fast_growth:1,-2.570252990631591
5G_lowO2_fast_growth:2,-1.8135253883761573
5G_lowCH4:1,2.134878963206422
5G_lowCH4:2,2.4279616229155723
5G_lowCH4:3,2.899609155376161
5G_lowCH4:4,2.662691003444948
5G_lowCH4:5,-3.545495112243821
5G_lowCH4:6,-3.629138237994848
5G_lowCH4:7,-4.7310761407867234
5G_lowCH4:8,-4.601004809657627
5G_MeOH:1,-17.00126370965176
5G_MeOH:2,-16.628413030742863
5G_MeOH:3,-16.758674983381436
5G_MeOH:4,-18.17378752153856
5G_MeOH:5,-18.002711398691307
5G_lowO2_fast_growth:3,0.975652541069171
5G_lowO2_fast_growth:4,1.80939344262696
5G_lowO2_fast_growth:5,1.58903299606228
5G_lowO2_fast_growth:6,0.2966719268277742
5G_lowO2_fast_growth:7,0.8280732162079866
5G_uMax:3,0.5491766464947326
5G_uMax:4,0.8630230180312978
5G_uMax:5,-0.8896347618971666
5G_uMax:6,0.486620463697299
5G_uMax:7,0.1614775297656742
5G_uMax:8,-0.6671515245262571
5G_uMax:9,-0.1412147026302879
5G_uMax:10,-0.9292601753259416
5G_uMax:11,-0.0232173348174927
5G_uMax:12,-0.2903925868801985
5G_lowO2_fast_growth:8,-0.4004634793752031
5G_lowO2_fast_growth:9,-0.6548323320276991
5G_lowO2_fast_growth:10,-1.6709054129546812
5G_lowO2_fast_growth:11,-0.5592595141740371
5G_lowO2_fast_growth:12,-0.665892706208869
5G_MeOH:6,-11.31806031341986
5G_MeOH:7,-10.81294865129384
5G_NoCu:1,-7.581221602616271
5G_medCu:1,0.4736192816845376
5G_highCu:1,-0.5433399016254341
5G_highCu:2,-1.1777101381181516
5G_highCu:3,-1.8336708300549889
5G_highCu:4,-2.228341248354345
5G_highCu:5,-1.961908388629279
5G_NoCu:2,-8.673267579169227
5G_NoCu:3,-9.108650856457912
5G_lowCu:1,-7.242444132878103
5G_lowCu:2,-6.87763006430147
5G_medCu:2,0.3978096815795541
5G_medCu:3,0.4562060375809584
5G_medCu:4,2.3926199098521783
5G_medCu:5,2.607891559027047
5G_lowCu:3,-7.242474778241516
5G_lowCu:4,-8.315179276944537
5G_lowCu:5,-3.4337327432309075
5G_lowCu:6,-2.763085274686903
5G_lowCu:7,2.338620451584261
5G_lowCu:8,1.3753332660825532
5G_medCu:6,3.506827238913456
5G_medCu:7,3.6293286285510193
5G_highO2_slow_growth:1,1.610901752819429
5G_highO2_slow_growth:2,1.2001651846744674
5G_highO2_slow_growth:3,1.4023284928130562
5G_highO2_slow_growth:4,1.72625202333626
5G_NO3_lowO2_slow_growth:1,-7.854411832288894
5G_NO3_lowO2_slow_growth:2,-12.600844365742995
5G_NO3_lowO2_slow_growth:3,-9.250691306639505
5G_NO3_lowO2_slow_growth:4,-9.05138543438097
5G_LanzaTech:1,-3.515540779141572
5G_LanzaTech:2,-3.511179744742174
5G_WithLanthanum:1,-25.323133542359365
5G_NoLanthanum:1,-27.89155788137724
5G_aa3_KO:1,-7.717543160875472
5G_aa3_KO:2,-1.009768205035566
5G_crotonic_acid:1,-17.84333947917906
5G_crotonic_acid:2,-13.21099969110425
5G_WithLanthanum:2,-22.60173098848538
5G_WithLanthanum:3,-24.421034328524048
5G_NoLanthanum:2,-27.49108325887106
5G_NoLanthanum:3,-24.388327995582063
5G_WithLanthanum:4,-24.31860065225885
5G_WithLanthanum:5,-26.025348434782604
5G_NoLanthanum:4,-26.02884589986843
5G_NoLanthanum:5,-27.80000259231721
