,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,1.493596912816031e-15,0.1880800095877738,12.0,0.0,-0.248036279761548,1.0,-0.2116712697671605,22.0,0.1465718225129073,23.0,-0.0336726557876101,24.0,0.2150352077685697,25.0,0.3235322076987916,26.0,0.224726993011707,27.0,-0.1090051943906642,28.0,0.031289753138707,29.0,-0.1051032940987157,30.0,-0.1782648444427605,31.0,-0.0554024458822057
1,5G__lowO2_fast_growth,-0.37954423663381465,0.2490370486050517,12.0,2.0,-1.0409869944869072,3.0,-0.3357206731811226,17.0,-0.5891278716727797,18.0,-0.4134521222493204,19.0,-0.3290382779996559,20.0,-0.2010994651211639,21.0,-0.0517535425375124,32.0,-0.3698909185208734,33.0,-0.3134454676393368,34.0,-0.4526244901891951,35.0,-0.2119902193394489,36.0,-0.2454007966684592
2,5G__lowCH4,-1.0479634066274983,0.3866714092335106,8.0,4.0,-1.2585241606339157,5.0,-1.186409904947053,6.0,-1.4662240999516287,7.0,-1.5717642741056634,8.0,-0.5712574243318365,9.0,-0.5389395405629251,10.0,-0.8750331348679161,11.0,-0.9155547136190484,,,,,,,,
3,5G__MeOH,-1.7924018648646367,0.14413300648709582,7.0,12.0,-2.033636959140045,13.0,-1.6504623595853056,14.0,-1.6921840066854008,15.0,-1.7321848049037216,16.0,-1.6805917794663934,37.0,-1.929757751783339,38.0,-1.827995392488252,,,,,,,,,,
4,5G__NoCu,-0.44682347148366625,0.16489207389857705,3.0,39.0,-0.4416497115390045,46.0,-0.6142415384037347,47.0,-0.2845791645082594,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.48159111126496423,0.062036813903300216,7.0,40.0,-0.4210859693299165,50.0,-0.4474498926143866,51.0,-0.4337072450964969,52.0,-0.5079796478444916,53.0,-0.599030522286399,60.0,-0.4537133520270258,61.0,-0.5081711496560333,,,,,,,,,,
6,5G__highCu,-0.12381637312986131,0.23904872609602937,5.0,41.0,-0.2557649958795114,42.0,-0.1115738777575616,43.0,0.048689662267856,44.0,-0.4501034798007994,45.0,0.1496708255207099,,,,,,,,,,,,,,
7,5G__lowCu,-0.5036950317813055,0.19725244670919376,8.0,48.0,-0.7221126851480202,49.0,-0.6787469837020756,54.0,-0.5134060024745075,55.0,-0.5433181267966116,56.0,-0.5321422285471806,57.0,-0.6258169687609607,58.0,-0.2239982018969648,59.0,-0.1900190569241227,,,,,,,,
8,5G__highO2_slow_growth,-0.11448084876122142,0.1483550241991082,4.0,62.0,0.0363146114160439,63.0,-0.1144995605002412,64.0,-0.06353325320066,65.0,-0.3162051927600284,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-0.560887820017856,0.21189331412339404,4.0,66.0,-0.2659501492717213,67.0,-0.6092603107023136,68.0,-0.7706892178912357,69.0,-0.5976516022061533,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-1.4655650022707456,0.1999134435962728,2.0,70.0,-1.3242048506534667,71.0,-1.6069251538880245,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-0.552893315104747,0.43088435531631386,5.0,72.0,-1.2959851043070332,78.0,-0.524920217033821,79.0,-0.2019099353034734,82.0,-0.3805933064036981,83.0,-0.3610580124757092,,,,,,,,,,,,,,
12,5G__NoLanthanum,-0.4931672496934031,0.46529717300732004,5.0,73.0,-1.238022756004546,80.0,-0.3035628561038317,81.0,-0.4058119255296901,84.0,-0.5404239947334935,85.0,0.021985283904546,,,,,,,,,,,,,,
13,5G__aa3_KO,-0.9602591956220055,0.31834920463334004,2.0,74.0,-1.185366077003584,75.0,-0.7351523142404268,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-0.28084042657019825,0.09406842552643266,2.0,76.0,-0.214324004984916,77.0,-0.3473568481554805,,,,,,,,,,,,,,,,,,,,
