,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,1.0778415197402562e-15,0.38191062026508454,12.0,0.0,0.168444134557955,1.0,0.4120484519077019,22.0,-0.0545041854118562,23.0,0.4370781654456301,24.0,-0.7265356635293845,25.0,0.1326591864064052,26.0,0.2190228237637148,27.0,0.0352975563164141,28.0,0.0441265586953312,29.0,-0.7805043785086472,30.0,0.0503362950251782,31.0,0.0625310553315703
1,5G__lowO2_fast_growth,-0.46112868431693915,0.4043305971462681,12.0,2.0,-0.4384229021274901,3.0,-0.1269856753459377,17.0,-1.3646660672145194,18.0,-0.4251020436185531,19.0,-0.3212670160224133,20.0,-0.4594527978698011,21.0,-0.3484518551670899,32.0,-0.1926241373413022,33.0,-0.2053165725206156,34.0,-1.2193707376218923,35.0,-0.2578480647022916,36.0,-0.1740363422513633
2,5G__lowCH4,-0.9576425141291542,0.10765628397467035,8.0,4.0,-0.914031842273654,5.0,-0.9135729000264304,6.0,-0.8837679257231654,7.0,-0.8708028856452801,8.0,-0.8656305666363266,9.0,-0.9673440777163812,10.0,-1.1001547407647232,11.0,-1.145835174247273,,,,,,,,
3,5G__MeOH,-1.6785309542755886,0.13876955465218097,7.0,12.0,-1.9229537449658527,13.0,-1.6197877498843978,14.0,-1.6561764435592363,15.0,-1.5055356307682493,16.0,-1.5977899136362872,37.0,-1.648519084569655,38.0,-1.798954112545442,,,,,,,,,,
4,5G__NoCu,-0.11383721984519794,0.25217151887852113,3.0,39.0,-0.2959563483073202,46.0,-0.2195387854636274,47.0,0.1739834742353538,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.2357902694806067,0.09668599458018415,7.0,40.0,-0.2769110156385146,50.0,-0.1863136822057445,51.0,-0.0780978169093149,52.0,-0.2378207368599607,53.0,-0.3994960904940035,60.0,-0.2241233297755389,61.0,-0.2477692144811696,,,,,,,,,,
6,5G__highCu,-0.0746708925463267,0.24282345186365462,5.0,41.0,-0.3373359690960562,42.0,0.0789448419762255,43.0,0.1533741597390614,44.0,-0.339324351262527,45.0,0.0709868559116628,,,,,,,,,,,,,,
7,5G__lowCu,-0.19899930006014288,0.23163990289218814,8.0,48.0,-0.0870157141604304,49.0,-0.2695641439681662,54.0,-0.0495871272431021,55.0,-0.4554615266447079,56.0,-0.3126492808904331,57.0,-0.4418240242773281,58.0,0.2455229900277906,59.0,-0.2214155733247658,,,,,,,,
8,5G__highO2_slow_growth,0.11353790195038617,0.37332233417002686,4.0,62.0,-0.0847233095162298,63.0,0.6373923720854382,64.0,-0.2095275588399507,65.0,0.111010104072287,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-0.38644256743687877,0.10768057941556992,4.0,66.0,-0.3688681400078923,67.0,-0.5410537931146688,68.0,-0.2936107161960901,69.0,-0.3422376204288637,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-1.1596480184873115,0.12862756331087766,2.0,70.0,-1.068694596222688,71.0,-1.250601440751935,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,0.30626924913102405,0.11723023486012316,5.0,72.0,0.5118427948926332,78.0,0.2863695331892151,79.0,0.2408830263774444,82.0,0.2260590792473014,83.0,0.2661918119485262,,,,,,,,,,,,,,
12,5G__NoLanthanum,0.25949121711676815,0.27067673425901734,5.0,73.0,0.7349194506991834,80.0,0.1693355390128914,81.0,0.0518770684835931,84.0,0.1737146208377238,85.0,0.1676094065504489,,,,,,,,,,,,,,
13,5G__aa3_KO,-0.09650083401539164,0.019413568073791104,2.0,74.0,-0.110228299647396,75.0,-0.0827733683833873,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-0.23507665871115474,0.10033869490080793,2.0,76.0,-0.1641264871313854,77.0,-0.3060268302909241,,,,,,,,,,,,,,,,,,,,
