,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,2.590520390792032e-16,0.6847190709733882,12.0,0.0,-1.71431016928247,1.0,-0.793385796711775,22.0,0.2693616265502836,23.0,-0.5722931862278968,24.0,0.3523296397154611,25.0,0.594093858994678,26.0,0.2473104729578681,27.0,0.1994543750947803,28.0,0.2212780669772875,29.0,0.1663689158879573,30.0,0.5592803474785777,31.0,0.4705118485652511
1,5G__lowO2_fast_growth,-0.042185373259349436,0.17314980680592945,12.0,2.0,-0.4394220465075016,3.0,-0.0373309183572128,17.0,-0.1328320223518935,18.0,-0.1147189217267923,19.0,-0.1724918989574706,20.0,0.0856492852968604,21.0,-0.0475916798150497,32.0,0.1624902581853891,33.0,-0.0166060751195518,34.0,-0.0075937921425301,35.0,-0.0285681367171113,36.0,0.2427914691006711
2,5G__lowCH4,-0.3607899143471612,0.24287281560407373,8.0,4.0,-0.5236949777555342,5.0,-0.732516872212559,6.0,-0.4861008591958562,7.0,-0.2482917025875053,8.0,-0.2341411234702717,9.0,0.0687124822104907,10.0,-0.2669529210542214,11.0,-0.4633333407118321,,,,,,,,
3,5G__MeOH,-0.3755644656906891,0.23271928319075016,7.0,12.0,-0.6703556416925056,13.0,-0.3684960359834166,14.0,-0.5023203019324618,15.0,-0.5503631673374567,16.0,0.0082224069636942,37.0,-0.1656496697662965,38.0,-0.379988850086381,,,,,,,,,,
4,5G__NoCu,0.27496009721381115,0.12731340466213276,3.0,39.0,0.3721044801050173,46.0,0.3219438038654947,47.0,0.1308320076709215,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.39832915278922226,0.2725987608576516,7.0,40.0,-0.966388222665758,50.0,-0.2446200914900715,51.0,-0.2725454053380769,52.0,-0.4213082919973423,53.0,-0.2894442824711052,60.0,-0.1376223337129496,61.0,-0.4563754418492525,,,,,,,,,,
6,5G__highCu,0.3117020409221983,0.3272108117954349,5.0,41.0,-0.0754008381177095,42.0,0.5237056843329002,43.0,0.5532162828081684,44.0,0.5725513963102555,45.0,-0.0155623207226232,,,,,,,,,,,,,,
7,5G__lowCu,0.04613590945753923,0.31759856762854743,8.0,48.0,0.390322640010436,49.0,0.3608361417847678,54.0,-0.1156273438969173,55.0,0.0471858174143497,56.0,0.2970770398673967,57.0,0.119329963273886,58.0,-0.532332647747457,59.0,-0.197704335046148,,,,,,,,
8,5G__highO2_slow_growth,1.522611346925912,0.4332329737437211,4.0,62.0,1.8452846384896853,63.0,1.624708343474755,64.0,1.733496612886623,65.0,0.8869557928525844,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,0.8293566181043339,0.14323754804266772,4.0,66.0,0.7501035106184508,67.0,0.6814236166759264,68.0,0.8813907840552995,69.0,1.004508561067659,,,,,,,,,,,,,,,,
10,5G__LanzaTech,0.6851411784060307,0.4889027893934577,2.0,70.0,0.3394347006848983,71.0,1.0308476561271631,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,1.511151897428017,0.2443782610360124,5.0,72.0,1.1225926364300125,78.0,1.5733103812540103,79.0,1.4408258208825528,82.0,1.6953889982159365,83.0,1.7236416503575724,,,,,,,,,,,,,,
12,5G__NoLanthanum,1.4278918895186412,0.25981308106909684,5.0,73.0,1.42422450553005,80.0,1.4848781544945997,81.0,0.9939674924178292,84.0,1.6731027636873947,85.0,1.5632865314633315,,,,,,,,,,,,,,
13,5G__aa3_KO,0.9678982744267273,0.020894136083823713,2.0,74.0,0.9826726597386336,75.0,0.953123889114821,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,1.3346053843313648,0.02348564738072797,2.0,76.0,1.317998523807896,77.0,1.3512122448548336,,,,,,,,,,,,,,,,,,,,
