,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,-1.8226161320929655e-15,0.8320182947490184,12.0,0.0,-0.2702718489987701,1.0,-0.2524984834214002,22.0,1.6682860298835,23.0,1.1716623403546231,24.0,-0.402519095807019,25.0,0.8299954898748356,26.0,0.2437553442125815,27.0,-0.8480102120166291,28.0,-0.1072448616664381,29.0,-1.0890808839337884,30.0,-0.3149745740468558,31.0,-0.6290992444346615
1,5G__lowO2_fast_growth,-2.7673241385214133,2.3933373373685654,12.0,2.0,-0.607710018800843,3.0,-0.2982023598543273,17.0,-6.242662178934919,18.0,-5.433597720442266,19.0,-5.282878023482921,20.0,-5.374558977614612,21.0,-4.802299469102424,32.0,-1.1493269081239392,33.0,-0.9627905060509316,34.0,-1.656761683527597,35.0,-0.4464056527577966,36.0,-0.950696163564391
2,5G__lowCH4,-6.0294328781727815,1.280741723557038,8.0,4.0,-7.198589173580398,5.0,-7.287828958501716,6.0,-7.049716491046595,7.0,-7.34855242696878,8.0,-4.857357798738981,9.0,-4.95778172294678,10.0,-4.617794700345366,11.0,-4.917841753253643,,,,,,,,
3,5G__MeOH,-4.348886243503317,1.8702041981020059,7.0,12.0,-5.782741502988252,13.0,-5.107856116534801,14.0,-4.862893351837985,15.0,-5.809680220492356,16.0,-5.561770658154369,37.0,-1.7288021291977884,38.0,-1.5884597253176702,,,,,,,,,,
4,5G__NoCu,2.4401269010484508,0.45521838095403344,3.0,39.0,1.9659550410273063,46.0,2.480757849621856,47.0,2.87366781249619,,,,,,,,,,,,,,,,,,
5,5G__medCu,-1.7388455694833043,4.839426005816704,7.0,40.0,3.1688242547452767,50.0,-2.471897367700594,51.0,-2.656792775296724,52.0,2.849975654810641,53.0,2.639483392811115,60.0,-8.092731842226508,61.0,-7.608780303526336,,,,,,,,,,
6,5G__highCu,2.3242822802242276,1.2435372056913123,5.0,41.0,3.9321407809454727,42.0,3.0977569971800274,43.0,2.353134339412282,44.0,0.8992600440623523,45.0,1.3391192395210034,,,,,,,,,,,,,,
7,5G__lowCu,-1.1070436516381434,4.840868352738506,8.0,48.0,3.004956702186697,49.0,2.899785859332178,54.0,2.7556196012803325,55.0,2.382584155771328,56.0,-1.6467220064252095,57.0,-1.659390564036058,58.0,-8.324961993092357,59.0,-8.268220968122058,,,,,,,,
8,5G__highO2_slow_growth,-3.1720593589479855,0.3490360102630547,4.0,62.0,-3.5434469946371907,63.0,-3.0858695628158888,64.0,-3.3290034649912004,65.0,-2.729917413347662,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-4.774529072005874,0.5738844109177658,4.0,66.0,-3.924502092227184,67.0,-5.18322485919245,68.0,-5.018273096434808,69.0,-4.972116240169052,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-0.40742040943551383,0.09687963596403518,2.0,70.0,-0.3389161618864604,71.0,-0.4759246569845672,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-9.490967259851114,1.732407291658432,5.0,72.0,-12.477109688586497,78.0,-8.94194945090753,79.0,-8.763669625913721,82.0,-8.00527768604202,83.0,-9.2668298478058,,,,,,,,,,,,,,
12,5G__NoLanthanum,-9.397832529079498,1.234522384022487,5.0,73.0,-10.931231071677216,80.0,-9.286260307178402,81.0,-7.532056480349309,84.0,-9.896173699783375,85.0,-9.343441086409191,,,,,,,,,,,,,,
13,5G__aa3_KO,-4.261513021912556,0.27460974369103247,2.0,74.0,-4.067334609968727,75.0,-4.455691433856384,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-4.780245052375857,0.023186898383804003,2.0,76.0,-4.796640665457729,77.0,-4.7638494392939865,,,,,,,,,,,,,,,,,,,,
