,0
gene_id,EQU24_RS08985
name,nirB
operon,1692
gene_product,nitrite reductase large subunit
cog,Energy production and conversion
regulator,<i>Not Available</i>
link,"<a href=""https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08985"">BioCyc</a>"
