,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,1.267504619780387e-15,2.238587288586846,12.0,0.0,-2.0839187302192816,1.0,-3.177775129593301,22.0,0.5246237447206146,23.0,-4.408104803560355,24.0,3.365460826594377,25.0,0.1900226806316655,26.0,0.5645177712038147,27.0,1.0522402468466532,28.0,1.0160152623845635,29.0,2.630061595141745,30.0,-0.1408411874888417,31.0,0.4676977233383597
1,5G__lowO2_fast_growth,-0.7641923674816651,1.853412070859204,12.0,2.0,-0.2669949363824749,3.0,-0.9563672974238078,17.0,1.702745675614172,18.0,-3.437847756650822,19.0,-3.392370400713856,20.0,-0.6399106598384563,21.0,-0.9624737234787988,32.0,-0.9532584446731848,33.0,-2.851343001757344,34.0,2.661465926531452,35.0,0.2092973550883202,36.0,-0.283251146095181
2,5G__lowCH4,-2.433327216225882,1.5804729659464432,8.0,4.0,-3.748976946016063,5.0,-5.316735061610706,6.0,-2.124720732802772,7.0,-2.4454334636756725,8.0,-1.0530354828669082,9.0,-0.1828400969037709,10.0,-2.7085795052688924,11.0,-1.886296440662266,,,,,,,,
3,5G__MeOH,-4.621672867560133,2.9501107482667357,7.0,12.0,-1.5825760704550151,13.0,-3.239588379032092,14.0,-2.3040166807932563,15.0,-9.076395027137014,16.0,-8.295750457005513,37.0,-4.760877041114393,38.0,-3.092506417383655,,,,,,,,,,
4,5G__NoCu,-4.358275151579284,6.310491225704864,3.0,39.0,-4.721249665626515,46.0,2.1258692146572566,47.0,-10.479445003768593,,,,,,,,,,,,,,,,,,
5,5G__medCu,-1.1832282501179918,1.367481046430733,7.0,40.0,-2.202173546703724,50.0,-3.3603174967119203,51.0,-1.8171314047714195,52.0,-0.9591214294620982,53.0,0.0858862348418464,60.0,-0.5846195462017477,61.0,0.554879438183119,,,,,,,,,,
6,5G__highCu,-2.0108569139221566,1.2234434422118394,5.0,41.0,-2.5119093623899307,42.0,-0.1275496734518854,43.0,-3.040719636216633,44.0,-1.4567624603837124,45.0,-2.917343437168621,,,,,,,,,,,,,,
7,5G__lowCu,-4.488470736178035,4.817771019440491,8.0,48.0,-1.9589860141402395,49.0,-0.6207434517272692,54.0,-10.82368131664042,55.0,-2.9213992760013787,56.0,-1.5691198243793305,57.0,0.2004750195393655,58.0,-12.667695473636696,59.0,-5.546615552438308,,,,,,,,
8,5G__highO2_slow_growth,-6.331824574712032,5.096897389102934,4.0,62.0,-2.1738796881237064,63.0,-10.707151433590118,64.0,-1.669043628856834,65.0,-10.777223548277467,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-0.8094464866407128,0.6479125048685055,4.0,66.0,-1.3676238285593103,67.0,-0.792477600473479,68.0,-1.1717200737804918,69.0,0.0940355562504302,,,,,,,,,,,,,,,,
10,5G__LanzaTech,2.1130221865779175,1.8227561138904234,2.0,70.0,0.8241389779967601,71.0,3.4019053951590745,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-6.820860673358789,2.505015475829047,5.0,72.0,-11.027080692538098,78.0,-6.861179798900302,79.0,-4.454552767472452,82.0,-6.021190405837164,83.0,-5.740299702045921,,,,,,,,,,,,,,
12,5G__NoLanthanum,-5.433138520248339,3.1318737442152442,5.0,73.0,-10.307209781903031,80.0,-5.052191030860739,81.0,-1.9180674691737305,84.0,-3.826341411993704,85.0,-6.061882907310489,,,,,,,,,,,,,,
13,5G__aa3_KO,-0.799479813302742,2.8352723911977638,2.0,74.0,1.2053605210241944,75.0,-2.8043201476296784,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,0.29677548910256657,1.029491848526275,2.0,76.0,-0.4311851781666365,77.0,1.0247361563717696,,,,,,,,,,,,,,,,,,,,
