,EQU24_RS11160
5GB1_FM03_TR1_QC_tpm,-0.0512023413932301
5GB1_FM03_TR2_QC_tpm,-0.2029286619265944
5GB1_FM11_TR1_QC_tpm,-0.4324935583423368
5GB1_FM11_TR2_QC_tpm,-0.2709513005182118
5GB1_FM12_TR1_tpm,-0.599692792844936
5GB1_FM12_TR1_QC_tpm,-0.714013059967936
5GB1_FM12_TR2_tpm,-0.5208302309865962
5GB1_FM12_TR2_QC_tpm,-0.7380437654499699
5GB1_FM14_TR1_tpm,-0.1616886864557276
5GB1_FM14_TR1_QC_tpm,-0.1397640154311306
5GB1_FM14_TR2_tpm,-0.5710274580217609
5GB1_FM14_TR2_QC_tpm,-0.5818974240872512
5GB1_FM18_TR1_QC_tpm,-1.0262580148696547
5GB1_FM18_TR2_tpm,-1.041615202306132
5GB1_FM18_TR2_QC_tpm,-0.910219915687068
5GB1_FM18_TR3_tpm,-1.3841185289118163
5GB1_FM18_TR3_QC_tpm,-1.32441179540593
5GB1_FM19_TR1_tpm,-0.3277269096865454
5GB1_FM19_TR1_QC_tpm,-0.190795499883384
5GB1_FM19_TR1_UW_tpm,-0.2430886578959241
5GB1_FM19_TR3_tpm,-0.0720391996752605
5GB1_FM19_TR3_QC_tpm,-0.0398218162853245
5GB1_FM20_TR1_QC_tpm,-0.4324203003666591
5GB1_FM20_TR2_QC_tpm,0.2862207044927576
5GB1_FM20_TR3_tpm,0.2262069508060111
5GB1_FM20_TR3_QC_tpm,-0.1974784253065671
5GB1_FM20_TR3_UW_tpm,0.2149552749054004
5GB1_FM21_TR1_tpm,0.0354652405919466
5GB1_FM21_TR1_QC_tpm,0.0800025990441746
5GB1_FM21_TR2_tpm,0.0723806613025237
5GB1_FM21_TR2_QC_tpm,-0.0043465839482834
5GB1_FM21_TR2_UW_tpm,-0.0268551182014853
5GB1_FM22_TR1_tpm,-0.1168979025501668
5GB1_FM22_TR1_QC_tpm,-0.1530861134359362
5GB1_FM22_TR3_tpm,-0.246806448203749
5GB1_FM22_TR3_QC_tpm,0.1826661421144013
5GB1_FM22_TR3_UW_tpm,-0.0843565232761172
5GB1_FM23_TR3_tpm,-1.2701361522084138
5GB1_FM23_TR3_QC_tpm,-1.127109700373957
5GB1_FM34_T0_TR1_QC_tpm,-0.3124138769051443
5GB1_FM34_T3_TR3_QC_tpm,-0.4309740480506501
5GB1_FM34_T4_TR3_QC_tpm,-0.3010297383311533
5GB1_FM34_T5_TR2_QC_tpm,-0.0178665483575342
5GB1_FM34_T6_TR3_QC_tpm,-0.4919740142726909
5GB1_FM34_T7_TR3_QC_tpm,-0.4647235741515017
5GB1_FM34_T8_TR1_QC_tpm,0.0643781953757161
5GB1_FM40_T0_TR1_QC_tpm,-0.2543292324422657
5GB1_FM40_T0m_TR2_tpm,-0.0692760674247194
5GB1_FM40_T10m_TR3_tpm,-0.2247329929841957
5GB1_FM40_T10m_TR3_QC_tpm,-0.0096060444997521
5GB1_FM40_T150m_TR1_QC_tpm,-0.0016121121430332
5GB1_FM40_T150m_TR1_remake_tpm,-0.0056518078864353
5GB1_FM40_T180m_TR1_tpm,-0.27692678094885
5GB1_FM40_T180m_TR1_QC_tpm,-0.3351921013247154
5GB1_FM40_T20m_TR2_tpm,-0.1759654226523306
5GB1_FM40_T20m_TR2_QC_tpm,-0.3545016928542686
5GB1_FM40_T40m_TR1_tpm,-0.2498450550031745
5GB1_FM40_T40m_TR1_QC_tpm,0.1007724970239936
5GB1_FM40_T60m_TR1_tpm,-0.2127011403777592
5GB1_FM40_T60m_TR1_QC_tpm,-0.761934759540341
5GB1_FM40_T90m_TR2_tpm,-0.0915743974206764
5GB1_FM40_T90m_TR2_QC_tpm,0.1600342789908504
5GB1_FM69_t3_TR1_tpm,0.3870013793719744
5GB1_FM69_t3_TR1_UW_tpm,0.3280362265049179
5GB1_FM69_t4_TR1_tpm,0.0306550276753077
5GB1_FM69_t4_TR1_UW_tpm,0.0998529463383999
5GB1_FM80_t2_TR1_tpm,-0.2475366109545116
5GB1_FM80_t4_TR1_tpm,-0.3044558276478675
5GB1_FM81_t1_TR3_tpm,-0.5298895424111416
5GB1_FM81_t2_TR3_tpm,-0.3515879870379779
5GB1_LTrecycle_TR1_tpm,-0.7363621439705028
5GB1_LTrecycle_TR1_QC_tpm,-0.6061778868373238
5GB1_vial_wLa_TR3_tpm,-0.8353936190663838
5GB1_vial_woLa_TR2_tpm,-0.7481235245291433
5GB1_FM_85_TR1_tpm,-0.701238854421947
5GB1_FM_85_TR2_tpm,-0.3314052371389095
5GB1_pA9_red_tpm,0.0378330532286357
5GB1_pA9_yellow_tpm,-0.0503059833411816
5GB1C-5G-La-BR1_tpm,0.1213118611788246
5GB1C-5G-La-BR2_tpm,0.0699254012485086
5GB1C-5G-N-BR1_tpm,0.2571205558901903
5GB1C-5G-N-BR2_tpm,-0.1145072020677036
5GB1C-JG15-La-BR1_tpm,0.2454915803115307
5GB1C-JG15-La-BR2_tpm,0.367076108338745
5GB1C-JG15-N-BR1_tpm,0.292559199483966
5GB1C-JG15-N-BR2_tpm,0.122978791076397
