,EQU24_RS21095
5GB1_FM03_TR1_QC_tpm,-0.4044207659729331
5GB1_FM03_TR2_QC_tpm,-0.0763708292368585
5GB1_FM11_TR1_QC_tpm,-0.0707630213568277
5GB1_FM11_TR2_QC_tpm,-0.08774267848605
5GB1_FM12_TR1_tpm,-0.3867800336828262
5GB1_FM12_TR1_QC_tpm,-0.3843486057734449
5GB1_FM12_TR2_tpm,-0.2700952521774713
5GB1_FM12_TR2_QC_tpm,-0.4100500308202282
5GB1_FM14_TR1_tpm,-0.4158982226175243
5GB1_FM14_TR1_QC_tpm,-0.4640672338567535
5GB1_FM14_TR2_tpm,-0.4654037906044537
5GB1_FM14_TR2_QC_tpm,-0.6083847938484181
5GB1_FM18_TR1_QC_tpm,-0.9192912534093448
5GB1_FM18_TR2_tpm,-0.6469385147899152
5GB1_FM18_TR2_QC_tpm,-0.5412083229259848
5GB1_FM18_TR3_tpm,-0.4839111576876886
5GB1_FM18_TR3_QC_tpm,-0.5607791241802618
5GB1_FM19_TR1_tpm,-0.7066805473043036
5GB1_FM19_TR1_QC_tpm,-0.22989905469649
5GB1_FM19_TR1_UW_tpm,-0.2744865732047303
5GB1_FM19_TR3_tpm,-0.2611295812456697
5GB1_FM19_TR3_QC_tpm,-0.1827455567671787
5GB1_FM20_TR1_QC_tpm,0.5870007954772651
5GB1_FM20_TR2_QC_tpm,0.2598428085288695
5GB1_FM20_TR3_tpm,-0.0065454795430541
5GB1_FM20_TR3_QC_tpm,0.2236670232585158
5GB1_FM20_TR3_UW_tpm,0.2851824804427512
5GB1_FM21_TR1_tpm,-0.2557385392943709
5GB1_FM21_TR1_QC_tpm,-0.2571827071181309
5GB1_FM21_TR2_tpm,-0.2037462006389101
5GB1_FM21_TR2_QC_tpm,-0.0573910943312392
5GB1_FM21_TR2_UW_tpm,-0.0942974915719019
5GB1_FM22_TR1_tpm,-0.3021941377581876
5GB1_FM22_TR1_QC_tpm,-0.2501411767864367
5GB1_FM22_TR3_tpm,-0.6602069315326347
5GB1_FM22_TR3_QC_tpm,-0.3631087660941521
5GB1_FM22_TR3_UW_tpm,-0.2921144720392035
5GB1_FM23_TR3_tpm,-1.2173077782122452
5GB1_FM23_TR3_QC_tpm,-1.1450604015389207
5GB1_FM34_T0_TR1_QC_tpm,-0.259846477665536
5GB1_FM34_T3_TR3_QC_tpm,-0.5587462874550257
5GB1_FM34_T4_TR3_QC_tpm,-0.8081991743254369
5GB1_FM34_T5_TR2_QC_tpm,-0.0531795045267013
5GB1_FM34_T6_TR3_QC_tpm,-0.1018153753793016
5GB1_FM34_T7_TR3_QC_tpm,-0.3580992220943924
5GB1_FM34_T8_TR1_QC_tpm,-0.1506611222438247
5GB1_FM40_T0_TR1_QC_tpm,-0.3783789379596767
5GB1_FM40_T0m_TR2_tpm,0.1640352805122598
5GB1_FM40_T10m_TR3_tpm,-0.1045769949973949
5GB1_FM40_T10m_TR3_QC_tpm,-0.0800026962108839
5GB1_FM40_T150m_TR1_QC_tpm,0.0563073755035432
5GB1_FM40_T150m_TR1_remake_tpm,-0.0117417923768057
5GB1_FM40_T180m_TR1_tpm,-0.6458516144365247
5GB1_FM40_T180m_TR1_QC_tpm,-0.5394877215973688
5GB1_FM40_T20m_TR2_tpm,0.0620043662500249
5GB1_FM40_T20m_TR2_QC_tpm,-0.1576009336122386
5GB1_FM40_T40m_TR1_tpm,-0.472063845051192
5GB1_FM40_T40m_TR1_QC_tpm,-0.2765585785541868
5GB1_FM40_T60m_TR1_tpm,-0.0766702558232288
5GB1_FM40_T60m_TR1_QC_tpm,-0.5313096726584954
5GB1_FM40_T90m_TR2_tpm,-0.3763583163977313
5GB1_FM40_T90m_TR2_QC_tpm,-0.4143859844366728
5GB1_FM69_t3_TR1_tpm,1.0320494262083688
5GB1_FM69_t3_TR1_UW_tpm,1.0427535601337752
5GB1_FM69_t4_TR1_tpm,0.7349537295667519
5GB1_FM69_t4_TR1_UW_tpm,0.5705762110028854
5GB1_FM80_t2_TR1_tpm,-0.1746147558537929
5GB1_FM80_t4_TR1_tpm,-0.3705301588043581
5GB1_FM81_t1_TR3_tpm,-0.3636188162485907
5GB1_FM81_t2_TR3_tpm,-0.2874149788773161
5GB1_LTrecycle_TR1_tpm,-0.4054121028676909
5GB1_LTrecycle_TR1_QC_tpm,-0.3867674839811434
5GB1_vial_wLa_TR3_tpm,0.1197792271970943
5GB1_vial_woLa_TR2_tpm,0.1326673844200927
5GB1_FM_85_TR1_tpm,-0.051058991057554
5GB1_FM_85_TR2_tpm,-0.314565512788429
5GB1_pA9_red_tpm,0.2008879597578277
5GB1_pA9_yellow_tpm,0.1344935137163911
5GB1C-5G-La-BR1_tpm,0.4905854665371043
5GB1C-5G-La-BR2_tpm,0.667015635866739
5GB1C-5G-N-BR1_tpm,0.7170208945670087
5GB1C-5G-N-BR2_tpm,0.4891825259485509
5GB1C-JG15-La-BR1_tpm,0.6503291536539546
5GB1C-JG15-La-BR2_tpm,0.6490910729097017
5GB1C-JG15-N-BR1_tpm,0.648737958938761
5GB1C-JG15-N-BR2_tpm,0.6712177916868018
