,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,1.4247862149356176e-15,4.237113432954648,12.0,0.0,-7.696710846961056,1.0,1.579659599392382,22.0,-9.798334420810248,23.0,0.984579006504778,24.0,3.240027959875176,25.0,1.4134552903648376,26.0,2.63084615322515,27.0,1.5863063373973745,28.0,2.3923873501533985,29.0,2.7318662866182435,30.0,-0.7999253407352691,31.0,1.73584262497525
1,5G__lowO2_fast_growth,2.5070729239671485,1.553624510314714,12.0,2.0,4.486261757005451,3.0,6.090466132505259,17.0,3.598205674847587,18.0,1.638239894670416,19.0,2.1490271603495272,20.0,2.308234991705614,21.0,1.3775465957942838,32.0,1.5011304740381006,33.0,0.2909378573909474,34.0,2.2535027476518623,35.0,2.529511824289061,36.0,1.8618099773576764
2,5G__lowCH4,-0.6373479494087542,3.2788011539091912,8.0,4.0,-0.0668234601122111,5.0,1.0700229368304948,6.0,-0.1914511703995805,7.0,-8.660581211122228,8.0,0.976170998962572,9.0,0.9059969223698564,10.0,0.1498860362875826,11.0,0.7179953519134812,,,,,,,,
3,5G__MeOH,1.3133205322824852,1.249300493104236,7.0,12.0,0.6611130939398602,13.0,1.1499437695247794,14.0,-0.7536876449878582,15.0,1.0408641065358466,16.0,1.4594008037967363,37.0,2.7245222880908937,38.0,2.911087309077138,,,,,,,,,,
4,5G__NoCu,1.3256175360641407,2.22030763125787,3.0,39.0,-1.2209200429025224,46.0,2.8560355946595752,47.0,2.341737056435369,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.06483500719122917,3.7150907804878104,7.0,40.0,1.0491533832420026,50.0,-8.282461594471144,51.0,2.0407868676398704,52.0,2.630419734773123,53.0,0.2170834529881954,60.0,0.6127073689569796,61.0,1.2784657365323695,,,,,,,,,,
6,5G__highCu,1.4685264240210691,0.7042443723833854,5.0,41.0,1.6383608754640904,42.0,0.4729048715862584,43.0,1.5171867881590473,44.0,1.2828930866230226,45.0,2.4312864982729265,,,,,,,,,,,,,,
7,5G__lowCu,0.4477446025304288,3.570322619711441,8.0,48.0,0.296492082587488,49.0,2.0830834559460394,54.0,1.6586230601006806,55.0,2.986323148089628,56.0,0.5727153643158931,57.0,2.4895630788761043,58.0,1.598119811250821,59.0,-8.102963180923226,,,,,,,,
8,5G__highO2_slow_growth,1.0956707947253852,1.2014312661399285,4.0,62.0,1.1015762101827449,63.0,-0.604854836704536,64.0,1.906786106797935,65.0,1.9791756986253972,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,2.1380209182684107,0.39222707344287105,4.0,66.0,2.4033255619858997,67.0,2.479252862562624,68.0,2.0477750659692573,69.0,1.621730182555862,,,,,,,,,,,,,,,,
10,5G__LanzaTech,1.992818843025506,0.6014191710998914,2.0,70.0,2.418086417245832,71.0,1.5675512688051805,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,1.2961775458808458,4.632687509813928,5.0,72.0,-6.986310989995754,78.0,3.385827416841596,79.0,3.139575757367549,82.0,3.361380127590364,83.0,3.5804154176004745,,,,,,,,,,,,,,
12,5G__NoLanthanum,1.1929467395399267,4.490855091741719,5.0,73.0,-6.819684102753957,80.0,3.272481643563096,81.0,2.928941928904,84.0,3.6933010104581214,85.0,2.889693217528374,,,,,,,,,,,,,,
13,5G__aa3_KO,2.005043819517941,0.1444720523581107,2.0,74.0,2.107200987432299,75.0,1.9028866516035832,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,3.806990138823258,1.4781791473094221,2.0,76.0,2.761759639952217,77.0,4.852220637694299,,,,,,,,,,,,,,,,,,,,
