,27
5G_uMax:1,-0.4212197964037195
5G_uMax:2,0.4299639538569225
5G_lowO2_fast_growth:1,-1.2678425431252236
5G_lowO2_fast_growth:2,-1.100127199477045
5G_lowCH4:1,-0.2841945397012719
5G_lowCH4:2,-0.2158908566388117
5G_lowCH4:3,-0.1061143578961876
5G_lowCH4:4,0.2263654418465242
5G_lowCH4:5,-0.7148834603533959
5G_lowCH4:6,-0.5154694382303014
5G_lowCH4:7,-0.4449810030219909
5G_lowCH4:8,-0.5502392205911417
5G_MeOH:1,-1.477072473878119
5G_MeOH:2,-1.225545933749705
5G_MeOH:3,-1.3939040354327756
5G_MeOH:4,-0.7560202009313997
5G_MeOH:5,-0.9584198448581932
5G_lowO2_fast_growth:3,-1.272564116109666
5G_lowO2_fast_growth:4,-0.85731416217084
5G_lowO2_fast_growth:5,-1.150425640791933
5G_lowO2_fast_growth:6,-1.2986989383623055
5G_lowO2_fast_growth:7,-1.392868667040787
5G_uMax:3,0.2846544860548363
5G_uMax:4,0.4444081687705152
5G_uMax:5,-0.1379131073428103
5G_uMax:6,-0.199441869390692
5G_uMax:7,0.1679302057635357
5G_uMax:8,-0.156172913066567
5G_uMax:9,-0.1569027164677347
5G_uMax:10,-0.0287966675602028
5G_uMax:11,-0.232191027304408
5G_uMax:12,0.0056812830902632
5G_lowO2_fast_growth:8,-0.9201623326432486
5G_lowO2_fast_growth:9,-1.2910690913477807
5G_lowO2_fast_growth:10,-1.8992627272713736
5G_lowO2_fast_growth:11,-1.6103428017687873
5G_lowO2_fast_growth:12,-1.1827130937213757
5G_MeOH:6,-2.210936426540372
5G_MeOH:7,-1.7915045268081724
5G_NoCu:1,31.88911813597544
5G_medCu:1,4.679222302406672
5G_highCu:1,2.317686897980292
5G_highCu:2,2.293337741239966
5G_highCu:3,2.3106056876786183
5G_highCu:4,1.5338125151742352
5G_highCu:5,1.9422486338438565
5G_NoCu:2,29.20080846341285
5G_NoCu:3,29.245626601713813
5G_lowCu:1,30.56178133049967
5G_lowCu:2,30.46704323318608
5G_medCu:2,24.42695544774187
5G_medCu:3,24.4320957817344
5G_medCu:4,5.110445020788848
5G_medCu:5,5.088022258650027
5G_lowCu:3,30.35694420453339
5G_lowCu:4,30.19416901164254
5G_lowCu:5,26.519370880389
5G_lowCu:6,26.45096042239679
5G_lowCu:7,21.09030846991441
5G_lowCu:8,21.7417207336502
5G_medCu:6,14.342384513043772
5G_medCu:7,13.871267497541789
5G_highO2_slow_growth:1,2.471027409267852
5G_highO2_slow_growth:2,2.9862485326551087
5G_highO2_slow_growth:3,2.4928528274420763
5G_highO2_slow_growth:4,3.5375448811384977
5G_NO3_lowO2_slow_growth:1,0.8332876872862437
5G_NO3_lowO2_slow_growth:2,0.1207440161352519
5G_NO3_lowO2_slow_growth:3,1.635122639121772
5G_NO3_lowO2_slow_growth:4,0.5807575184319144
5G_LanzaTech:1,2.16204024359191
5G_LanzaTech:2,1.8939050329097291
5G_WithLanthanum:1,1.632324221101907
5G_NoLanthanum:1,-0.1208219340383
5G_aa3_KO:1,1.399713738505355
5G_aa3_KO:2,1.4304835239487388
5G_crotonic_acid:1,-0.1105007173380901
5G_crotonic_acid:2,0.66853669780444
5G_WithLanthanum:2,2.251765487218506
5G_WithLanthanum:3,1.2400634511437694
5G_NoLanthanum:2,1.4135118375014193
5G_NoLanthanum:3,0.4051433389004462
5G_WithLanthanum:4,3.213440617389324
5G_WithLanthanum:5,2.5975585209260017
5G_NoLanthanum:4,1.788781649440651
5G_NoLanthanum:5,1.349310855270769
