,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,1.763635533909754e-16,1.1344834590173583,12.0,0.0,-1.426440748230896,1.0,-1.8339981317414504,22.0,-1.2303619525411922,23.0,0.2554139187551577,24.0,1.9572133022225413,25.0,1.159132143070889,26.0,0.9591677814984084,27.0,0.1129378795840255,28.0,-0.5015945860686734,29.0,0.8401806097352307,30.0,-0.337151013000952,31.0,0.0455007967169126
1,5G__lowO2_fast_growth,1.4921850815949076,3.6737160615165894,12.0,2.0,-4.918162775229147,3.0,-4.532532072699118,17.0,6.239359867030799,18.0,4.799204602923948,19.0,4.889745117153724,20.0,4.632484501913951,21.0,4.443527256433918,32.0,0.2101589722298284,33.0,-0.4518268895653159,34.0,1.6273254665957544,35.0,0.5329336243777792,36.0,0.4340033079727701
2,5G__lowCH4,-1.1658317041214545,1.667207251339492,8.0,4.0,-2.712700762628088,5.0,-3.427973784481851,6.0,-2.1614693090587744,7.0,-2.073312871560679,8.0,0.8960861901810441,9.0,1.025674559401368,10.0,-0.520254729305064,11.0,-0.3527029255195923,,,,,,,,
3,5G__MeOH,5.7343041725791535,9.845319787855582,7.0,12.0,2.995403653117884,13.0,1.4885535447121512,14.0,1.7545133929278374,15.0,-2.9595089768614304,16.0,-2.674696392383689,37.0,19.63353695392149,38.0,19.90232703261984,,,,,,,,,,
4,5G__NoCu,-0.6616283644709955,0.23030536956754472,3.0,39.0,-0.7272354519782038,46.0,-0.4056380249537094,47.0,-0.8520116164810733,,,,,,,,,,,,,,,,,,
5,5G__medCu,2.8210088957985304,0.6878121430262334,7.0,40.0,3.2376416039907423,50.0,1.774096881319386,51.0,2.2151640249389466,52.0,2.73961569998856,53.0,2.7254636460413426,60.0,3.221165483579588,61.0,3.833914930731146,,,,,,,,,,
6,5G__highCu,1.0912438135865064,0.6580996994281244,5.0,41.0,1.9643870959487515,42.0,1.6029053587703623,43.0,0.492524342220998,44.0,0.8409842405932865,45.0,0.555418030399133,,,,,,,,,,,,,,
7,5G__lowCu,-0.14029777892683865,1.3860303468025714,8.0,48.0,-0.759974296283919,49.0,-0.4265631427133336,54.0,-0.9886470556561712,55.0,-1.7761127671294583,56.0,-0.2352273240123,57.0,0.5355768403737733,58.0,2.872778289606365,59.0,-0.3442127755996655,,,,,,,,
8,5G__highO2_slow_growth,-4.335970884646542,2.417864604040261,4.0,62.0,-1.7061154319459375,63.0,-3.8495952536279017,64.0,-4.231248687835401,65.0,-7.556924165176931,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-3.2689759521637467,0.6975808681445962,4.0,66.0,-4.227688829135771,67.0,-2.5797755855246605,68.0,-3.012953089178601,69.0,-3.255486304815955,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-7.711036312039318,0.6797978272564903,2.0,70.0,-8.191725965528263,71.0,-7.230346658550372,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-4.989891354810071,1.5269592017660576,5.0,72.0,-7.662587201412963,78.0,-4.025677758174058,79.0,-4.360061668672937,82.0,-4.079771628523407,83.0,-4.821358517266991,,,,,,,,,,,,,,
12,5G__NoLanthanum,-5.922674418437688,1.8266346889704346,5.0,73.0,-8.705528457944068,80.0,-5.08628749982662,81.0,-4.587638676344861,84.0,-4.4059028123211466,85.0,-6.828014645751748,,,,,,,,,,,,,,
13,5G__aa3_KO,1.3337708035748546,0.22331707982130122,2.0,74.0,1.175861782078435,75.0,1.4916798250712742,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-4.707476114452873,1.0548599466619497,2.0,76.0,-3.961577492966128,77.0,-5.453374735939617,,,,,,,,,,,,,,,,,,,,
