,iModulon,Gene
1072,23,EQU24_RS11755
1073,23,EQU24_RS11920
1074,23,EQU24_RS11970
1075,23,EQU24_RS11990
1076,23,EQU24_RS12000
1077,23,EQU24_RS12060
1078,23,EQU24_RS12120
1079,23,EQU24_RS12130
1080,23,EQU24_RS12145
1081,23,EQU24_RS12150
1082,23,EQU24_RS12320
1083,23,EQU24_RS12460
1084,23,EQU24_RS12655
1085,23,EQU24_RS12675
1086,23,EQU24_RS12710
1087,23,EQU24_RS12720
1088,23,EQU24_RS12870
1089,23,EQU24_RS12900
1090,23,EQU24_RS12960
1091,23,EQU24_RS12970
1092,23,EQU24_RS13015
1093,23,EQU24_RS13040
1094,23,EQU24_RS13055
1095,23,EQU24_RS13185
1096,23,EQU24_RS13290
1097,23,EQU24_RS13300
1098,23,EQU24_RS13450
1099,23,EQU24_RS13500
1100,23,EQU24_RS13665
1101,23,EQU24_RS13705
1102,23,EQU24_RS13710
1103,23,EQU24_RS13720
1104,23,EQU24_RS13770
1105,23,EQU24_RS13810
1106,23,EQU24_RS13865
1107,23,EQU24_RS13910
1108,23,EQU24_RS13965
1109,23,EQU24_RS13995
1110,23,EQU24_RS14140
1111,23,EQU24_RS14180
1112,23,EQU24_RS14195
1113,23,EQU24_RS14350
1114,23,EQU24_RS14365
1115,23,EQU24_RS14450
1116,23,EQU24_RS14460
1117,23,EQU24_RS14480
1118,23,EQU24_RS14555
1119,23,EQU24_RS14560
1120,23,EQU24_RS14620
1121,23,EQU24_RS14660
1122,23,EQU24_RS14920
1123,23,EQU24_RS14925
1124,23,EQU24_RS15090
1125,23,EQU24_RS15205
1126,23,EQU24_RS15235
1127,23,EQU24_RS15475
1128,23,EQU24_RS15740
1129,23,EQU24_RS15785
1130,23,EQU24_RS15930
1131,23,EQU24_RS15935
1132,23,EQU24_RS15940
1133,23,EQU24_RS15945
1134,23,EQU24_RS16005
1135,23,EQU24_RS16145
1136,23,EQU24_RS16240
1137,23,EQU24_RS16325
1138,23,EQU24_RS16355
1139,23,EQU24_RS16375
1140,23,EQU24_RS16405
1141,23,EQU24_RS16505
1142,23,EQU24_RS16555
1143,23,EQU24_RS16620
1144,23,EQU24_RS16870
1145,23,EQU24_RS17000
1146,23,EQU24_RS17005
1147,23,EQU24_RS17010
1148,23,EQU24_RS17015
1149,23,EQU24_RS17030
1150,23,EQU24_RS17040
1151,23,EQU24_RS17135
1152,23,EQU24_RS17150
1153,23,EQU24_RS17180
1154,23,EQU24_RS17225
1155,23,EQU24_RS17260
1156,23,EQU24_RS17300
1157,23,EQU24_RS17335
1158,23,EQU24_RS17360
1159,23,EQU24_RS17365
1160,23,EQU24_RS17400
1161,23,EQU24_RS17475
1162,23,EQU24_RS17505
1163,23,EQU24_RS17700
1164,23,EQU24_RS17845
1165,23,EQU24_RS17925
1166,23,EQU24_RS18005
1167,23,EQU24_RS18060
1168,23,EQU24_RS18125
1169,23,EQU24_RS18160
1170,23,EQU24_RS18190
1171,23,EQU24_RS18295
1172,23,EQU24_RS18380
1173,23,EQU24_RS18420
1174,23,EQU24_RS18425
1175,23,EQU24_RS18450
1176,23,EQU24_RS18455
1177,23,EQU24_RS18485
1178,23,EQU24_RS18505
1179,23,EQU24_RS18585
1180,23,EQU24_RS18720
1181,23,EQU24_RS18830
1182,23,EQU24_RS18945
1183,23,EQU24_RS19030
1184,23,EQU24_RS19075
1185,23,EQU24_RS19080
1186,23,EQU24_RS19105
1187,23,EQU24_RS19120
1188,23,EQU24_RS19155
1189,23,EQU24_RS19265
1190,23,EQU24_RS19270
1191,23,EQU24_RS19665
1192,23,EQU24_RS19890
1193,23,EQU24_RS19925
1194,23,EQU24_RS20205
1195,23,EQU24_RS20385
1196,23,EQU24_RS20415
1197,23,EQU24_RS20450
1198,23,EQU24_RS20500
1199,23,EQU24_RS20670
1200,23,EQU24_RS20740
1201,23,EQU24_RS20800
1202,23,EQU24_RS20820
1203,23,EQU24_RS20900
1204,23,EQU24_RS20950
1205,23,EQU24_RS21050
1206,23,EQU24_RS21210
1207,23,EQU24_RS21645
1208,23,EQU24_RS21670
1209,23,EQU24_RS21810
1210,23,EQU24_RS21820
1211,23,EQU24_RS21860
1212,23,EQU24_RS22110
1213,24,EQU24_RS05090
1214,24,EQU24_RS05635
1215,24,EQU24_RS07375
1216,24,EQU24_RS07995
1217,24,EQU24_RS08855
1218,24,EQU24_RS10780
1219,24,EQU24_RS12815
1220,24,EQU24_RS15125
1221,24,EQU24_RS17665
1222,24,EQU24_RS18555
1223,24,EQU24_RS18860
1224,24,EQU24_RS20610
1225,25,EQU24_RS00645
1226,25,EQU24_RS01445
1227,25,EQU24_RS02055
1228,25,EQU24_RS05785
1229,25,EQU24_RS08845
1230,25,EQU24_RS12090
1231,25,EQU24_RS15150
1232,25,EQU24_RS15155
1233,25,EQU24_RS15160
1234,25,EQU24_RS15165
1235,26,EQU24_RS00625
1236,26,EQU24_RS00645
1237,26,EQU24_RS02055
1238,26,EQU24_RS12825
1239,26,EQU24_RS21805
1240,27,EQU24_RS05885
1241,27,EQU24_RS05890
1242,27,EQU24_RS05895
1243,27,EQU24_RS05900
1244,27,EQU24_RS05905
1245,27,EQU24_RS05910
1246,27,EQU24_RS05915
1247,27,EQU24_RS05920
1248,27,EQU24_RS05925
1249,28,EQU24_RS19155
1250,28,EQU24_RS19160
1251,28,EQU24_RS20545
1252,28,EQU24_RS20550
1253,28,EQU24_RS20555
1254,28,EQU24_RS20560
1255,28,EQU24_RS20565
1256,28,EQU24_RS20570
1257,28,EQU24_RS20575
1258,28,EQU24_RS20580
1259,28,EQU24_RS20585
1260,28,EQU24_RS20590
1261,29,EQU24_RS00105
1262,29,EQU24_RS00145
1263,29,EQU24_RS00190
1264,29,EQU24_RS00195
1265,29,EQU24_RS00205
1266,29,EQU24_RS00255
1267,29,EQU24_RS00295
1268,29,EQU24_RS00595
1269,29,EQU24_RS01155
1270,29,EQU24_RS01215
1271,29,EQU24_RS01635
1272,29,EQU24_RS01640
1273,29,EQU24_RS01645
1274,29,EQU24_RS01650
1275,29,EQU24_RS01655
1276,29,EQU24_RS01660
1277,29,EQU24_RS01665
1278,29,EQU24_RS01670
1279,29,EQU24_RS01840
1280,29,EQU24_RS02110
1281,29,EQU24_RS02170
1282,29,EQU24_RS02350
1283,29,EQU24_RS02610
1284,29,EQU24_RS02660
1285,29,EQU24_RS02920
1286,29,EQU24_RS03110
1287,29,EQU24_RS03540
1288,29,EQU24_RS03580
1289,29,EQU24_RS03610
1290,29,EQU24_RS03625
1291,29,EQU24_RS03765
1292,29,EQU24_RS03870
1293,29,EQU24_RS03965
1294,29,EQU24_RS04110
1295,29,EQU24_RS04650
1296,29,EQU24_RS05295
1297,29,EQU24_RS05320
1298,29,EQU24_RS05425
1299,29,EQU24_RS05655
1300,29,EQU24_RS05885
1301,29,EQU24_RS06115
1302,29,EQU24_RS06225
1303,29,EQU24_RS06320
1304,29,EQU24_RS06450
1305,29,EQU24_RS06670
1306,29,EQU24_RS06755
1307,29,EQU24_RS07190
1308,29,EQU24_RS07240
1309,29,EQU24_RS07440
1310,29,EQU24_RS07625
1311,29,EQU24_RS07950
1312,29,EQU24_RS07955
1313,29,EQU24_RS07970
1314,29,EQU24_RS08010
1315,29,EQU24_RS08065
1316,29,EQU24_RS08180
1317,29,EQU24_RS08285
1318,29,EQU24_RS08555
1319,29,EQU24_RS08595
1320,29,EQU24_RS08695
1321,29,EQU24_RS08770
1322,29,EQU24_RS08775
1323,29,EQU24_RS08780
1324,29,EQU24_RS08785
1325,29,EQU24_RS08790
1326,29,EQU24_RS08795
1327,29,EQU24_RS08800
1328,29,EQU24_RS08810
1329,29,EQU24_RS08840
1330,29,EQU24_RS08980
1331,29,EQU24_RS09235
1332,29,EQU24_RS09240
1333,29,EQU24_RS09365
1334,29,EQU24_RS09685
1335,29,EQU24_RS09730
1336,29,EQU24_RS09770
1337,29,EQU24_RS09780
1338,29,EQU24_RS09795
1339,29,EQU24_RS09895
1340,29,EQU24_RS10235
1341,29,EQU24_RS10240
1342,29,EQU24_RS10245
1343,29,EQU24_RS10255
1344,29,EQU24_RS10300
1345,29,EQU24_RS10535
1346,29,EQU24_RS10680
1347,29,EQU24_RS10775
1348,29,EQU24_RS10780
1349,29,EQU24_RS10865
1350,29,EQU24_RS10920
1351,29,EQU24_RS10960
1352,29,EQU24_RS11070
1353,29,EQU24_RS11235
1354,29,EQU24_RS11625
1355,29,EQU24_RS11905
1356,29,EQU24_RS12095
1357,29,EQU24_RS12145
1358,29,EQU24_RS12430
1359,29,EQU24_RS12435
1360,29,EQU24_RS12450
1361,29,EQU24_RS12455
1362,29,EQU24_RS12460
1363,29,EQU24_RS12655
1364,29,EQU24_RS12690
1365,29,EQU24_RS12805
1366,29,EQU24_RS13015
1367,29,EQU24_RS13135
1368,29,EQU24_RS13170
1369,29,EQU24_RS13485
1370,29,EQU24_RS13515
1371,29,EQU24_RS13720
1372,29,EQU24_RS13770
1373,29,EQU24_RS13805
1374,29,EQU24_RS13885
1375,29,EQU24_RS13890
1376,29,EQU24_RS13970
1377,29,EQU24_RS13975
1378,29,EQU24_RS14015
1379,29,EQU24_RS14025
1380,29,EQU24_RS14035
1381,29,EQU24_RS14040
1382,29,EQU24_RS14050
1383,29,EQU24_RS14055
1384,29,EQU24_RS14125
1385,29,EQU24_RS14130
1386,29,EQU24_RS14140
1387,29,EQU24_RS14155
1388,29,EQU24_RS14160
1389,29,EQU24_RS14165
1390,29,EQU24_RS14335
1391,29,EQU24_RS14340
1392,29,EQU24_RS14345
1393,29,EQU24_RS14475
1394,29,EQU24_RS14750
1395,29,EQU24_RS14760
1396,29,EQU24_RS14800
1397,29,EQU24_RS14845
1398,29,EQU24_RS14850
1399,29,EQU24_RS14870
1400,29,EQU24_RS14875
1401,29,EQU24_RS14910
1402,29,EQU24_RS14915
1403,29,EQU24_RS14930
1404,29,EQU24_RS15025
1405,29,EQU24_RS15355
1406,29,EQU24_RS15360
1407,29,EQU24_RS15365
1408,29,EQU24_RS15370
1409,29,EQU24_RS15485
1410,29,EQU24_RS15650
1411,29,EQU24_RS15685
1412,29,EQU24_RS15690
1413,29,EQU24_RS15740
1414,29,EQU24_RS15800
1415,29,EQU24_RS15990
1416,29,EQU24_RS16025
1417,29,EQU24_RS16035
1418,29,EQU24_RS16055
1419,29,EQU24_RS16200
1420,29,EQU24_RS16225
1421,29,EQU24_RS16245
1422,29,EQU24_RS16250
1423,29,EQU24_RS16285
1424,29,EQU24_RS16520
1425,29,EQU24_RS16575
1426,29,EQU24_RS16580
1427,29,EQU24_RS16700
1428,29,EQU24_RS16880
1429,29,EQU24_RS16885
1430,29,EQU24_RS16935
1431,29,EQU24_RS17005
1432,29,EQU24_RS17015
1433,29,EQU24_RS17155
1434,29,EQU24_RS17160
1435,29,EQU24_RS17355
1436,29,EQU24_RS17385
1437,29,EQU24_RS17500
1438,29,EQU24_RS17825
1439,29,EQU24_RS18420
1440,29,EQU24_RS18425
1441,29,EQU24_RS18545
1442,29,EQU24_RS18830
1443,29,EQU24_RS18860
1444,29,EQU24_RS19100
1445,29,EQU24_RS19110
1446,29,EQU24_RS19155
1447,29,EQU24_RS19510
1448,29,EQU24_RS19515
1449,29,EQU24_RS19665
1450,29,EQU24_RS19805
1451,29,EQU24_RS19955
1452,29,EQU24_RS20230
1453,29,EQU24_RS20335
1454,29,EQU24_RS20555
1455,29,EQU24_RS20575
1456,29,EQU24_RS20590
1457,29,EQU24_RS20610
1458,29,EQU24_RS20750
1459,29,EQU24_RS20755
1460,29,EQU24_RS20905
1461,29,EQU24_RS20935
1462,29,EQU24_RS21445
1463,29,EQU24_RS21455
1464,29,EQU24_RS21645
1465,29,EQU24_RS21665
1466,29,EQU24_RS21735
1467,29,EQU24_RS21740
1468,29,EQU24_RS21745
1469,29,EQU24_RS21750
1470,29,EQU24_RS21760
1471,29,EQU24_RS21865
1472,29,EQU24_RS21910
1473,29,EQU24_RS21965
1474,30,EQU24_RS00195
1475,30,EQU24_RS01125
1476,30,EQU24_RS01155
1477,30,EQU24_RS01170
1478,30,EQU24_RS01175
1479,30,EQU24_RS01260
1480,30,EQU24_RS01555
1481,30,EQU24_RS01765
1482,30,EQU24_RS05305
1483,30,EQU24_RS05435
1484,30,EQU24_RS06145
1485,30,EQU24_RS06210
1486,30,EQU24_RS06295
1487,30,EQU24_RS08460
1488,30,EQU24_RS10700
1489,30,EQU24_RS10730
1490,30,EQU24_RS10945
1491,30,EQU24_RS11985
1492,30,EQU24_RS11990
1493,30,EQU24_RS12110
1494,30,EQU24_RS12125
1495,30,EQU24_RS12130
1496,30,EQU24_RS14755
1497,30,EQU24_RS16540
1498,30,EQU24_RS16545
1499,30,EQU24_RS16555
1500,30,EQU24_RS17215
1501,30,EQU24_RS17310
1502,30,EQU24_RS18145
1503,30,EQU24_RS20235
1504,30,EQU24_RS20510
1505,31,EQU24_RS01450
1506,31,EQU24_RS03465
1507,31,EQU24_RS03770
1508,31,EQU24_RS03790
1509,31,EQU24_RS03795
1510,31,EQU24_RS04130
1511,31,EQU24_RS04160
1512,31,EQU24_RS05635
1513,31,EQU24_RS06860
1514,31,EQU24_RS07485
1515,31,EQU24_RS08850
1516,31,EQU24_RS09830
1517,31,EQU24_RS11115
1518,31,EQU24_RS11380
1519,31,EQU24_RS12805
1520,31,EQU24_RS12820
1521,31,EQU24_RS15090
1522,31,EQU24_RS15095
1523,31,EQU24_RS16985
1524,31,EQU24_RS17700
1525,31,EQU24_RS17885
1526,31,EQU24_RS18550
1527,31,EQU24_RS18555
1528,31,EQU24_RS19045
1529,31,EQU24_RS20615
1530,32,EQU24_RS17060
1531,32,EQU24_RS17065
1532,32,EQU24_RS17070
1533,32,EQU24_RS17075
1534,32,EQU24_RS17080
1535,32,EQU24_RS17085
1536,32,EQU24_RS17090
1537,32,EQU24_RS17095
1538,32,EQU24_RS17100
1539,32,EQU24_RS17115
1540,32,EQU24_RS17120
1541,32,EQU24_RS17125
1542,32,EQU24_RS17130
1543,32,EQU24_RS17135
1544,32,EQU24_RS17140
1545,32,EQU24_RS17145
1546,32,EQU24_RS17150
1547,32,EQU24_RS17155
1548,32,EQU24_RS17160
1549,32,EQU24_RS17165
1550,32,EQU24_RS17170
1551,32,EQU24_RS17200
1552,32,EQU24_RS17205
1553,32,EQU24_RS17210
1554,32,EQU24_RS17215
1555,32,EQU24_RS17220
1556,32,EQU24_RS17225
1557,32,EQU24_RS17230
1558,32,EQU24_RS17235
1559,32,EQU24_RS17240
1560,32,EQU24_RS17245
1561,32,EQU24_RS17250
1562,32,EQU24_RS17255
1563,32,EQU24_RS17260
1564,32,EQU24_RS17265
1565,32,EQU24_RS17270
1566,32,EQU24_RS17275
1567,32,EQU24_RS17285
1568,32,EQU24_RS17290
1569,32,EQU24_RS17295
1570,32,EQU24_RS17300
1571,32,EQU24_RS17315
1572,32,EQU24_RS17325
1573,32,EQU24_RS17335
1574,32,EQU24_RS17340
1575,32,EQU24_RS17345
1576,32,EQU24_RS17405
1577,32,EQU24_RS17410
1578,32,EQU24_RS17415
1579,32,EQU24_RS17420
1580,33,EQU24_RS00030
1581,33,EQU24_RS00085
1582,33,EQU24_RS00190
1583,33,EQU24_RS00330
1584,33,EQU24_RS00335
1585,33,EQU24_RS00340
1586,33,EQU24_RS00345
1587,33,EQU24_RS00810
1588,33,EQU24_RS00880
1589,33,EQU24_RS00990
1590,33,EQU24_RS01020
1591,33,EQU24_RS01110
1592,33,EQU24_RS01140
1593,33,EQU24_RS01145
1594,33,EQU24_RS01155
1595,33,EQU24_RS01185
1596,33,EQU24_RS01200
1597,33,EQU24_RS01220
1598,33,EQU24_RS01225
1599,33,EQU24_RS01230
1600,33,EQU24_RS01235
1601,33,EQU24_RS01305
1602,33,EQU24_RS01310
1603,33,EQU24_RS01375
1604,33,EQU24_RS01390
1605,33,EQU24_RS01415
1606,33,EQU24_RS01540
1607,33,EQU24_RS01720
1608,33,EQU24_RS01730
1609,33,EQU24_RS01750
1610,33,EQU24_RS01790
1611,33,EQU24_RS01955
1612,33,EQU24_RS02130
1613,33,EQU24_RS02215
1614,33,EQU24_RS02365
1615,33,EQU24_RS02550
1616,33,EQU24_RS02670
1617,33,EQU24_RS02675
1618,33,EQU24_RS02780
1619,33,EQU24_RS02920
1620,33,EQU24_RS02970
1621,33,EQU24_RS02995
1622,33,EQU24_RS03145
1623,33,EQU24_RS03170
1624,33,EQU24_RS03175
1625,33,EQU24_RS03235
1626,33,EQU24_RS03350
1627,33,EQU24_RS03480
1628,33,EQU24_RS03540
1629,33,EQU24_RS03800
1630,33,EQU24_RS03870
1631,33,EQU24_RS03875
1632,33,EQU24_RS03880
1633,33,EQU24_RS03920
1634,33,EQU24_RS03955
1635,33,EQU24_RS04225
1636,33,EQU24_RS04380
1637,33,EQU24_RS04400
1638,33,EQU24_RS04415
1639,33,EQU24_RS05220
1640,33,EQU24_RS05350
1641,33,EQU24_RS05370
1642,33,EQU24_RS05390
1643,33,EQU24_RS05625
1644,33,EQU24_RS05745
1645,33,EQU24_RS05915
1646,33,EQU24_RS06140
1647,33,EQU24_RS06180
1648,33,EQU24_RS06205
1649,33,EQU24_RS06390
1650,33,EQU24_RS06755
1651,33,EQU24_RS06810
1652,33,EQU24_RS06820
1653,33,EQU24_RS06825
1654,33,EQU24_RS06850
1655,33,EQU24_RS06855
1656,33,EQU24_RS07070
1657,33,EQU24_RS07075
1658,33,EQU24_RS07125
1659,33,EQU24_RS07490
1660,33,EQU24_RS07505
1661,33,EQU24_RS07525
1662,33,EQU24_RS07530
1663,33,EQU24_RS07600
1664,33,EQU24_RS07825
1665,33,EQU24_RS07965
1666,33,EQU24_RS07995
1667,33,EQU24_RS08065
1668,33,EQU24_RS08100
1669,33,EQU24_RS08255
1670,33,EQU24_RS08465
1671,33,EQU24_RS08585
1672,33,EQU24_RS08620
1673,33,EQU24_RS08840
1674,33,EQU24_RS08960
1675,33,EQU24_RS09120
1676,33,EQU24_RS09135
1677,33,EQU24_RS09155
1678,33,EQU24_RS09250
1679,33,EQU24_RS09255
1680,33,EQU24_RS09725
1681,33,EQU24_RS10110
1682,33,EQU24_RS10205
1683,33,EQU24_RS10325
1684,33,EQU24_RS10330
1685,33,EQU24_RS10500
1686,33,EQU24_RS10550
1687,33,EQU24_RS10555
1688,33,EQU24_RS10605
1689,33,EQU24_RS10610
1690,33,EQU24_RS10615
1691,33,EQU24_RS10775
1692,33,EQU24_RS10960
1693,33,EQU24_RS10965
1694,33,EQU24_RS11400
1695,33,EQU24_RS11405
1696,33,EQU24_RS11425
1697,33,EQU24_RS11525
1698,33,EQU24_RS11650
1699,33,EQU24_RS11655
1700,33,EQU24_RS11685
1701,33,EQU24_RS11695
1702,33,EQU24_RS11700
1703,33,EQU24_RS11850
1704,33,EQU24_RS11895
1705,33,EQU24_RS11930
1706,33,EQU24_RS11955
1707,33,EQU24_RS11970
1708,33,EQU24_RS12015
1709,33,EQU24_RS12030
1710,33,EQU24_RS12035
1711,33,EQU24_RS12055
1712,33,EQU24_RS12130
1713,33,EQU24_RS12655
1714,33,EQU24_RS12675
1715,33,EQU24_RS13010
1716,33,EQU24_RS13015
1717,33,EQU24_RS13040
1718,33,EQU24_RS13045
1719,33,EQU24_RS13365
1720,33,EQU24_RS13480
1721,33,EQU24_RS13500
1722,33,EQU24_RS13885
1723,33,EQU24_RS13925
1724,33,EQU24_RS14025
1725,33,EQU24_RS14030
1726,33,EQU24_RS14285
1727,33,EQU24_RS14335
1728,33,EQU24_RS14350
1729,33,EQU24_RS14430
1730,33,EQU24_RS14500
1731,33,EQU24_RS14565
1732,33,EQU24_RS14630
1733,33,EQU24_RS14635
1734,33,EQU24_RS14655
1735,33,EQU24_RS14705
1736,33,EQU24_RS14710
1737,33,EQU24_RS14800
1738,33,EQU24_RS14820
1739,33,EQU24_RS15035
1740,33,EQU24_RS15160
1741,33,EQU24_RS15570
1742,33,EQU24_RS15620
1743,33,EQU24_RS15700
1744,33,EQU24_RS15925
1745,33,EQU24_RS15960
1746,33,EQU24_RS16030
1747,33,EQU24_RS16185
1748,33,EQU24_RS16245
1749,33,EQU24_RS16380
1750,33,EQU24_RS16405
1751,33,EQU24_RS16470
1752,33,EQU24_RS16500
1753,33,EQU24_RS16505
1754,33,EQU24_RS16560
1755,33,EQU24_RS16565
1756,33,EQU24_RS16575
1757,33,EQU24_RS16905
1758,33,EQU24_RS17025
1759,33,EQU24_RS17090
1760,33,EQU24_RS17180
1761,33,EQU24_RS17190
1762,33,EQU24_RS17260
1763,33,EQU24_RS17270
1764,33,EQU24_RS17310
1765,33,EQU24_RS17365
1766,33,EQU24_RS17370
1767,33,EQU24_RS17375
1768,33,EQU24_RS17465
1769,33,EQU24_RS17500
1770,33,EQU24_RS17505
1771,33,EQU24_RS17510
1772,33,EQU24_RS17560
1773,33,EQU24_RS17660
1774,33,EQU24_RS17700
1775,33,EQU24_RS17740
1776,33,EQU24_RS17900
1777,33,EQU24_RS17915
1778,33,EQU24_RS17990
1779,33,EQU24_RS17995
1780,33,EQU24_RS18250
1781,33,EQU24_RS18375
1782,33,EQU24_RS18380
1783,33,EQU24_RS18475
1784,33,EQU24_RS18485
1785,33,EQU24_RS18500
1786,33,EQU24_RS18505
1787,33,EQU24_RS18555
1788,33,EQU24_RS18775
1789,33,EQU24_RS18780
1790,33,EQU24_RS18830
1791,33,EQU24_RS19210
1792,33,EQU24_RS19310
1793,33,EQU24_RS19320
1794,33,EQU24_RS19560
1795,33,EQU24_RS19745
1796,33,EQU24_RS19985
1797,33,EQU24_RS20270
1798,33,EQU24_RS20330
1799,33,EQU24_RS20345
1800,33,EQU24_RS20365
1801,33,EQU24_RS20610
1802,33,EQU24_RS20650
1803,33,EQU24_RS20705
1804,33,EQU24_RS20895
1805,33,EQU24_RS20900
1806,33,EQU24_RS20950
1807,33,EQU24_RS20990
1808,33,EQU24_RS21805
1809,33,EQU24_RS21830
1810,33,EQU24_RS22130
1811,33,EQU24_RS22145
1812,34,EQU24_RS20580
1813,35,EQU24_RS03455
1814,35,EQU24_RS05420
1815,35,EQU24_RS09095
1816,35,EQU24_RS10680
1817,35,EQU24_RS14480
1818,35,EQU24_RS14930
1819,35,EQU24_RS16375
1820,35,EQU24_RS20320
1821,35,EQU24_RS20610
1822,35,EQU24_RS21260
1823,36,EQU24_RS10515
1824,36,EQU24_RS10520
1825,36,EQU24_RS10525
1826,36,EQU24_RS10530
1827,36,EQU24_RS10535
1828,36,EQU24_RS10540
1829,36,EQU24_RS10545
1830,36,EQU24_RS10550
1831,36,EQU24_RS10565
1832,36,EQU24_RS10575
1833,36,EQU24_RS10580
1834,36,EQU24_RS10605
1835,36,EQU24_RS10610
1836,36,EQU24_RS10615
1837,36,EQU24_RS10620
1838,36,EQU24_RS10625
1839,36,EQU24_RS10630
1840,36,EQU24_RS10635
1841,36,EQU24_RS10640
1842,36,EQU24_RS10645
1843,36,EQU24_RS10650
1844,36,EQU24_RS10655
1845,36,EQU24_RS10660
1846,36,EQU24_RS10665
1847,36,EQU24_RS12805
1848,36,EQU24_RS16040
1849,37,EQU24_RS11910
1850,38,EQU24_RS16560
1851,38,EQU24_RS20950
1852,39,EQU24_RS00075
1853,39,EQU24_RS00105
1854,39,EQU24_RS00110
1855,39,EQU24_RS00505
1856,39,EQU24_RS00510
1857,39,EQU24_RS00950
1858,39,EQU24_RS01165
1859,39,EQU24_RS01175
1860,39,EQU24_RS01215
1861,39,EQU24_RS01635
1862,39,EQU24_RS01765
1863,39,EQU24_RS01895
1864,39,EQU24_RS02030
1865,39,EQU24_RS02055
1866,39,EQU24_RS02090
1867,39,EQU24_RS02300
1868,39,EQU24_RS02365
1869,39,EQU24_RS02565
1870,39,EQU24_RS02660
1871,39,EQU24_RS02780
1872,39,EQU24_RS02800
1873,39,EQU24_RS03025
1874,39,EQU24_RS03155
1875,39,EQU24_RS03520
1876,39,EQU24_RS03610
1877,39,EQU24_RS03615
1878,39,EQU24_RS03620
1879,39,EQU24_RS03665
1880,39,EQU24_RS03765
1881,39,EQU24_RS03770
1882,39,EQU24_RS03775
1883,39,EQU24_RS03780
1884,39,EQU24_RS03850
1885,39,EQU24_RS03985
1886,39,EQU24_RS03990
1887,39,EQU24_RS03995
1888,39,EQU24_RS04005
1889,39,EQU24_RS04010
1890,39,EQU24_RS04175
1891,39,EQU24_RS04255
1892,39,EQU24_RS04500
1893,39,EQU24_RS04585
1894,39,EQU24_RS04825
1895,39,EQU24_RS04830
1896,39,EQU24_RS05055
1897,39,EQU24_RS05225
1898,39,EQU24_RS05320
1899,39,EQU24_RS05350
1900,39,EQU24_RS05385
1901,39,EQU24_RS05390
1902,39,EQU24_RS05485
1903,39,EQU24_RS05640
1904,39,EQU24_RS05725
1905,39,EQU24_RS05765
1906,39,EQU24_RS06005
1907,39,EQU24_RS06115
1908,39,EQU24_RS06280
1909,39,EQU24_RS06315
1910,39,EQU24_RS06355
1911,39,EQU24_RS06590
1912,39,EQU24_RS07060
1913,39,EQU24_RS07375
1914,39,EQU24_RS07380
1915,39,EQU24_RS07445
1916,39,EQU24_RS07495
1917,39,EQU24_RS07675
1918,39,EQU24_RS07780
1919,39,EQU24_RS07790
1920,39,EQU24_RS07880
1921,39,EQU24_RS07970
1922,39,EQU24_RS07995
1923,39,EQU24_RS08010
1924,39,EQU24_RS08065
1925,39,EQU24_RS08090
1926,39,EQU24_RS08105
1927,39,EQU24_RS08215
1928,39,EQU24_RS08245
1929,39,EQU24_RS08605
1930,39,EQU24_RS08690
1931,39,EQU24_RS08730
1932,39,EQU24_RS08830
1933,39,EQU24_RS08890
1934,39,EQU24_RS08960
1935,39,EQU24_RS09315
1936,39,EQU24_RS09400
1937,39,EQU24_RS09445
1938,39,EQU24_RS09480
1939,39,EQU24_RS09515
1940,39,EQU24_RS09525
1941,39,EQU24_RS09540
1942,39,EQU24_RS09570
1943,39,EQU24_RS09585
1944,39,EQU24_RS09660
1945,39,EQU24_RS09990
1946,39,EQU24_RS09995
1947,39,EQU24_RS10080
1948,39,EQU24_RS10125
1949,39,EQU24_RS10140
1950,39,EQU24_RS10180
1951,39,EQU24_RS10305
1952,39,EQU24_RS10335
1953,39,EQU24_RS10370
1954,39,EQU24_RS10430
1955,39,EQU24_RS10455
1956,39,EQU24_RS10705
1957,39,EQU24_RS10780
1958,39,EQU24_RS10785
1959,39,EQU24_RS10950
1960,39,EQU24_RS10975
1961,39,EQU24_RS11425
1962,39,EQU24_RS11550
1963,39,EQU24_RS11920
1964,39,EQU24_RS11990
1965,39,EQU24_RS12075
1966,39,EQU24_RS12105
1967,39,EQU24_RS12110
1968,39,EQU24_RS12115
1969,39,EQU24_RS12120
1970,39,EQU24_RS12250
1971,39,EQU24_RS12320
1972,39,EQU24_RS12325
1973,39,EQU24_RS12425
1974,39,EQU24_RS12445
1975,39,EQU24_RS12455
1976,39,EQU24_RS12460
1977,39,EQU24_RS12515
1978,39,EQU24_RS12520
1979,39,EQU24_RS12640
1980,39,EQU24_RS12645
1981,39,EQU24_RS12735
1982,39,EQU24_RS13125
1983,39,EQU24_RS13170
1984,39,EQU24_RS13215
1985,39,EQU24_RS13235
1986,39,EQU24_RS13335
1987,39,EQU24_RS13420
1988,39,EQU24_RS13640
1989,39,EQU24_RS13725
1990,39,EQU24_RS13785
1991,39,EQU24_RS13885
1992,39,EQU24_RS13910
1993,39,EQU24_RS14105
1994,39,EQU24_RS14275
1995,39,EQU24_RS14345
1996,39,EQU24_RS14445
1997,39,EQU24_RS14490
1998,39,EQU24_RS14525
1999,39,EQU24_RS14545
2000,39,EQU24_RS14620
2001,39,EQU24_RS14645
2002,39,EQU24_RS14765
2003,39,EQU24_RS14835
