,iModulon,Gene
2004,39,EQU24_RS14850
2005,39,EQU24_RS14925
2006,39,EQU24_RS14935
2007,39,EQU24_RS14940
2008,39,EQU24_RS15010
2009,39,EQU24_RS15125
2010,39,EQU24_RS15135
2011,39,EQU24_RS15510
2012,39,EQU24_RS15665
2013,39,EQU24_RS15745
2014,39,EQU24_RS16225
2015,39,EQU24_RS16240
2016,39,EQU24_RS16355
2017,39,EQU24_RS16360
2018,39,EQU24_RS16370
2019,39,EQU24_RS16435
2020,39,EQU24_RS16440
2021,39,EQU24_RS16445
2022,39,EQU24_RS16595
2023,39,EQU24_RS16815
2024,39,EQU24_RS16820
2025,39,EQU24_RS16825
2026,39,EQU24_RS16835
2027,39,EQU24_RS16840
2028,39,EQU24_RS16845
2029,39,EQU24_RS16865
2030,39,EQU24_RS16870
2031,39,EQU24_RS17265
2032,39,EQU24_RS17500
2033,39,EQU24_RS17505
2034,39,EQU24_RS17625
2035,39,EQU24_RS17665
2036,39,EQU24_RS17820
2037,39,EQU24_RS17825
2038,39,EQU24_RS17895
2039,39,EQU24_RS17900
2040,39,EQU24_RS18030
2041,39,EQU24_RS18060
2042,39,EQU24_RS18065
2043,39,EQU24_RS18145
2044,39,EQU24_RS18155
2045,39,EQU24_RS18550
2046,39,EQU24_RS18580
2047,39,EQU24_RS18790
2048,39,EQU24_RS18795
2049,39,EQU24_RS18900
2050,39,EQU24_RS18925
2051,39,EQU24_RS19125
2052,39,EQU24_RS19130
2053,39,EQU24_RS19155
2054,39,EQU24_RS19515
2055,39,EQU24_RS19875
2056,39,EQU24_RS19995
2057,39,EQU24_RS20050
2058,39,EQU24_RS20250
2059,39,EQU24_RS20335
2060,39,EQU24_RS20450
2061,39,EQU24_RS20650
2062,39,EQU24_RS20740
2063,39,EQU24_RS20895
2064,39,EQU24_RS21035
2065,39,EQU24_RS21040
2066,39,EQU24_RS21545
2067,39,EQU24_RS21640
2068,39,EQU24_RS21645
2069,39,EQU24_RS21950
2070,39,EQU24_RS21955
2071,39,EQU24_RS22045
2072,39,EQU24_RS22085
2073,40,EQU24_RS08710
2074,41,EQU24_RS00020
2075,41,EQU24_RS00045
2076,41,EQU24_RS00175
2077,41,EQU24_RS00205
2078,41,EQU24_RS00240
2079,41,EQU24_RS00330
2080,41,EQU24_RS00345
2081,41,EQU24_RS00420
2082,41,EQU24_RS00530
2083,41,EQU24_RS00535
2084,41,EQU24_RS00540
2085,41,EQU24_RS00575
2086,41,EQU24_RS00680
2087,41,EQU24_RS00685
2088,41,EQU24_RS00940
2089,41,EQU24_RS01245
2090,41,EQU24_RS01545
2091,41,EQU24_RS01555
2092,41,EQU24_RS01560
2093,41,EQU24_RS01810
2094,41,EQU24_RS01895
2095,41,EQU24_RS02090
2096,41,EQU24_RS02235
2097,41,EQU24_RS02240
2098,41,EQU24_RS02245
2099,41,EQU24_RS02250
2100,41,EQU24_RS02255
2101,41,EQU24_RS02260
2102,41,EQU24_RS02350
2103,41,EQU24_RS02635
2104,41,EQU24_RS02645
2105,41,EQU24_RS03040
2106,41,EQU24_RS03130
2107,41,EQU24_RS03455
2108,41,EQU24_RS03615
2109,41,EQU24_RS03710
2110,41,EQU24_RS03715
2111,41,EQU24_RS03720
2112,41,EQU24_RS03725
2113,41,EQU24_RS03780
2114,41,EQU24_RS03795
2115,41,EQU24_RS03800
2116,41,EQU24_RS03805
2117,41,EQU24_RS03810
2118,41,EQU24_RS03815
2119,41,EQU24_RS03820
2120,41,EQU24_RS03825
2121,41,EQU24_RS03830
2122,41,EQU24_RS03835
2123,41,EQU24_RS03840
2124,41,EQU24_RS03845
2125,41,EQU24_RS03850
2126,41,EQU24_RS03855
2127,41,EQU24_RS03860
2128,41,EQU24_RS03865
2129,41,EQU24_RS03870
2130,41,EQU24_RS03875
2131,41,EQU24_RS03880
2132,41,EQU24_RS03885
2133,41,EQU24_RS03890
2134,41,EQU24_RS03895
2135,41,EQU24_RS03900
2136,41,EQU24_RS03905
2137,41,EQU24_RS03910
2138,41,EQU24_RS03915
2139,41,EQU24_RS03920
2140,41,EQU24_RS03925
2141,41,EQU24_RS03930
2142,41,EQU24_RS03935
2143,41,EQU24_RS03940
2144,41,EQU24_RS03945
2145,41,EQU24_RS03950
2146,41,EQU24_RS03955
2147,41,EQU24_RS03960
2148,41,EQU24_RS03965
2149,41,EQU24_RS03970
2150,41,EQU24_RS03975
2151,41,EQU24_RS03980
2152,41,EQU24_RS03985
2153,41,EQU24_RS03990
2154,41,EQU24_RS03995
2155,41,EQU24_RS04000
2156,41,EQU24_RS04005
2157,41,EQU24_RS04065
2158,41,EQU24_RS04070
2159,41,EQU24_RS04225
2160,41,EQU24_RS04275
2161,41,EQU24_RS04395
2162,41,EQU24_RS04555
2163,41,EQU24_RS04625
2164,41,EQU24_RS04635
2165,41,EQU24_RS04640
2166,41,EQU24_RS04645
2167,41,EQU24_RS05230
2168,41,EQU24_RS05235
2169,41,EQU24_RS05240
2170,41,EQU24_RS05255
2171,41,EQU24_RS05330
2172,41,EQU24_RS05405
2173,41,EQU24_RS05545
2174,41,EQU24_RS05550
2175,41,EQU24_RS05555
2176,41,EQU24_RS05870
2177,41,EQU24_RS07170
2178,41,EQU24_RS07175
2179,41,EQU24_RS07180
2180,41,EQU24_RS07235
2181,41,EQU24_RS07240
2182,41,EQU24_RS07390
2183,41,EQU24_RS07400
2184,41,EQU24_RS07405
2185,41,EQU24_RS07525
2186,41,EQU24_RS07610
2187,41,EQU24_RS07925
2188,41,EQU24_RS07975
2189,41,EQU24_RS08030
2190,41,EQU24_RS08090
2191,41,EQU24_RS08150
2192,41,EQU24_RS08215
2193,41,EQU24_RS08260
2194,41,EQU24_RS08435
2195,41,EQU24_RS08555
2196,41,EQU24_RS08705
2197,41,EQU24_RS08990
2198,41,EQU24_RS09315
2199,41,EQU24_RS09400
2200,41,EQU24_RS09720
2201,41,EQU24_RS09765
2202,41,EQU24_RS09770
2203,41,EQU24_RS09835
2204,41,EQU24_RS09840
2205,41,EQU24_RS09990
2206,41,EQU24_RS09995
2207,41,EQU24_RS10000
2208,41,EQU24_RS10005
2209,41,EQU24_RS10230
2210,41,EQU24_RS10280
2211,41,EQU24_RS10375
2212,41,EQU24_RS10380
2213,41,EQU24_RS10390
2214,41,EQU24_RS10585
2215,41,EQU24_RS10595
2216,41,EQU24_RS10610
2217,41,EQU24_RS10640
2218,41,EQU24_RS10675
2219,41,EQU24_RS10700
2220,41,EQU24_RS10725
2221,41,EQU24_RS10730
2222,41,EQU24_RS10735
2223,41,EQU24_RS10740
2224,41,EQU24_RS10770
2225,41,EQU24_RS10850
2226,41,EQU24_RS10855
2227,41,EQU24_RS10900
2228,41,EQU24_RS10970
2229,41,EQU24_RS10980
2230,41,EQU24_RS10995
2231,41,EQU24_RS11895
2232,41,EQU24_RS11915
2233,41,EQU24_RS12080
2234,41,EQU24_RS12085
2235,41,EQU24_RS12140
2236,41,EQU24_RS12345
2237,41,EQU24_RS12570
2238,41,EQU24_RS12575
2239,41,EQU24_RS12640
2240,41,EQU24_RS12750
2241,41,EQU24_RS12805
2242,41,EQU24_RS12835
2243,41,EQU24_RS12845
2244,41,EQU24_RS12900
2245,41,EQU24_RS13055
2246,41,EQU24_RS13090
2247,41,EQU24_RS13205
2248,41,EQU24_RS13300
2249,41,EQU24_RS13305
2250,41,EQU24_RS13310
2251,41,EQU24_RS13315
2252,41,EQU24_RS13320
2253,41,EQU24_RS13465
2254,41,EQU24_RS13510
2255,41,EQU24_RS13525
2256,41,EQU24_RS13530
2257,41,EQU24_RS13550
2258,41,EQU24_RS13655
2259,41,EQU24_RS13665
2260,41,EQU24_RS13705
2261,41,EQU24_RS13720
2262,41,EQU24_RS13885
2263,41,EQU24_RS13975
2264,41,EQU24_RS14035
2265,41,EQU24_RS14040
2266,41,EQU24_RS14085
2267,41,EQU24_RS14100
2268,41,EQU24_RS14115
2269,41,EQU24_RS14285
2270,41,EQU24_RS14320
2271,41,EQU24_RS14350
2272,41,EQU24_RS14355
2273,41,EQU24_RS14360
2274,41,EQU24_RS14365
2275,41,EQU24_RS14485
2276,41,EQU24_RS14525
2277,41,EQU24_RS14555
2278,41,EQU24_RS14655
2279,41,EQU24_RS14730
2280,41,EQU24_RS14890
2281,41,EQU24_RS15020
2282,41,EQU24_RS15085
2283,41,EQU24_RS15110
2284,41,EQU24_RS15115
2285,41,EQU24_RS15120
2286,41,EQU24_RS15150
2287,41,EQU24_RS15175
2288,41,EQU24_RS15285
2289,41,EQU24_RS15320
2290,41,EQU24_RS15570
2291,41,EQU24_RS15650
2292,41,EQU24_RS15820
2293,41,EQU24_RS15825
2294,41,EQU24_RS16125
2295,41,EQU24_RS16305
2296,41,EQU24_RS16380
2297,41,EQU24_RS16420
2298,41,EQU24_RS16425
2299,41,EQU24_RS16430
2300,41,EQU24_RS16940
2301,41,EQU24_RS16945
2302,41,EQU24_RS17005
2303,41,EQU24_RS17065
2304,41,EQU24_RS17075
2305,41,EQU24_RS17210
2306,41,EQU24_RS17265
2307,41,EQU24_RS17370
2308,41,EQU24_RS17375
2309,41,EQU24_RS17385
2310,41,EQU24_RS17450
2311,41,EQU24_RS17460
2312,41,EQU24_RS18315
2313,41,EQU24_RS18390
2314,41,EQU24_RS18425
2315,41,EQU24_RS18480
2316,41,EQU24_RS18485
2317,41,EQU24_RS18500
2318,41,EQU24_RS18545
2319,41,EQU24_RS18550
2320,41,EQU24_RS18555
2321,41,EQU24_RS18585
2322,41,EQU24_RS18765
2323,41,EQU24_RS18770
2324,41,EQU24_RS18775
2325,41,EQU24_RS18780
2326,41,EQU24_RS18785
2327,41,EQU24_RS18810
2328,41,EQU24_RS19115
2329,41,EQU24_RS19270
2330,41,EQU24_RS19275
2331,41,EQU24_RS19305
2332,41,EQU24_RS19310
2333,41,EQU24_RS19350
2334,41,EQU24_RS19395
2335,41,EQU24_RS19400
2336,41,EQU24_RS19680
2337,41,EQU24_RS19765
2338,41,EQU24_RS19980
2339,41,EQU24_RS20175
2340,41,EQU24_RS20305
2341,41,EQU24_RS20510
2342,41,EQU24_RS20670
2343,41,EQU24_RS20685
2344,41,EQU24_RS20700
2345,41,EQU24_RS20740
2346,41,EQU24_RS20770
2347,41,EQU24_RS20800
2348,41,EQU24_RS20860
2349,41,EQU24_RS20865
2350,41,EQU24_RS20895
2351,41,EQU24_RS20950
2352,41,EQU24_RS21005
2353,41,EQU24_RS21430
2354,41,EQU24_RS21505
2355,41,EQU24_RS21555
2356,41,EQU24_RS21560
2357,41,EQU24_RS21565
2358,41,EQU24_RS21570
2359,41,EQU24_RS21575
2360,41,EQU24_RS21815
2361,41,EQU24_RS21820
2362,41,EQU24_RS21825
2363,41,EQU24_RS21970
2364,41,EQU24_RS22140
2365,42,EQU24_RS00175
2366,42,EQU24_RS01385
2367,42,EQU24_RS01760
2368,42,EQU24_RS07995
2369,42,EQU24_RS08710
2370,42,EQU24_RS10630
2371,42,EQU24_RS10960
2372,42,EQU24_RS12140
2373,42,EQU24_RS14750
2374,42,EQU24_RS14765
2375,42,EQU24_RS16555
2376,42,EQU24_RS17665
2377,42,EQU24_RS18430
2378,42,EQU24_RS19095
2379,42,EQU24_RS19915
2380,42,EQU24_RS20320
2381,42,EQU24_RS20610
2382,43,EQU24_RS00190
2383,43,EQU24_RS00250
2384,43,EQU24_RS00525
2385,43,EQU24_RS01135
2386,43,EQU24_RS01150
2387,43,EQU24_RS01245
2388,43,EQU24_RS01385
2389,43,EQU24_RS01435
2390,43,EQU24_RS01440
2391,43,EQU24_RS01655
2392,43,EQU24_RS01660
2393,43,EQU24_RS02085
2394,43,EQU24_RS02090
2395,43,EQU24_RS03580
2396,43,EQU24_RS04275
2397,43,EQU24_RS04595
2398,43,EQU24_RS04605
2399,43,EQU24_RS04745
2400,43,EQU24_RS04950
2401,43,EQU24_RS05415
2402,43,EQU24_RS06205
2403,43,EQU24_RS06320
2404,43,EQU24_RS06665
2405,43,EQU24_RS06670
2406,43,EQU24_RS06675
2407,43,EQU24_RS06680
2408,43,EQU24_RS06695
2409,43,EQU24_RS07995
2410,43,EQU24_RS08030
2411,43,EQU24_RS08170
2412,43,EQU24_RS08555
2413,43,EQU24_RS09155
2414,43,EQU24_RS09235
2415,43,EQU24_RS09835
2416,43,EQU24_RS10630
2417,43,EQU24_RS10700
2418,43,EQU24_RS10965
2419,43,EQU24_RS10985
2420,43,EQU24_RS10990
2421,43,EQU24_RS10995
2422,43,EQU24_RS11200
2423,43,EQU24_RS11225
2424,43,EQU24_RS12395
2425,43,EQU24_RS12460
2426,43,EQU24_RS12525
2427,43,EQU24_RS12805
2428,43,EQU24_RS13090
2429,43,EQU24_RS13975
2430,43,EQU24_RS14315
2431,43,EQU24_RS14505
2432,43,EQU24_RS14555
2433,43,EQU24_RS14655
2434,43,EQU24_RS14750
2435,43,EQU24_RS14755
2436,43,EQU24_RS14765
2437,43,EQU24_RS14790
2438,43,EQU24_RS14930
2439,43,EQU24_RS15740
2440,43,EQU24_RS16030
2441,43,EQU24_RS16035
2442,43,EQU24_RS16060
2443,43,EQU24_RS16250
2444,43,EQU24_RS16415
2445,43,EQU24_RS16420
2446,43,EQU24_RS16425
2447,43,EQU24_RS16430
2448,43,EQU24_RS16435
2449,43,EQU24_RS16440
2450,43,EQU24_RS16445
2451,43,EQU24_RS17160
2452,43,EQU24_RS17225
2453,43,EQU24_RS17310
2454,43,EQU24_RS17360
2455,43,EQU24_RS17665
2456,43,EQU24_RS17670
2457,43,EQU24_RS18430
2458,43,EQU24_RS19155
2459,43,EQU24_RS19585
2460,43,EQU24_RS19880
2461,43,EQU24_RS19890
2462,43,EQU24_RS20040
2463,43,EQU24_RS20110
2464,43,EQU24_RS20115
2465,43,EQU24_RS20175
2466,43,EQU24_RS20180
2467,43,EQU24_RS20485
2468,43,EQU24_RS20490
2469,43,EQU24_RS20590
2470,43,EQU24_RS20770
2471,43,EQU24_RS20950
2472,43,EQU24_RS21260
2473,43,EQU24_RS21645
2474,44,EQU24_RS01305
2475,45,EQU24_RS00780
2476,45,EQU24_RS02780
2477,45,EQU24_RS02970
2478,45,EQU24_RS04160
2479,45,EQU24_RS05640
2480,45,EQU24_RS05645
2481,45,EQU24_RS07965
2482,45,EQU24_RS09235
2483,45,EQU24_RS09830
2484,45,EQU24_RS09835
2485,45,EQU24_RS11170
2486,45,EQU24_RS15090
2487,45,EQU24_RS15095
2488,45,EQU24_RS16575
2489,45,EQU24_RS17665
2490,45,EQU24_RS19665
2491,45,EQU24_RS20650
2492,46,EQU24_RS01150
2493,46,EQU24_RS01175
2494,46,EQU24_RS01555
2495,46,EQU24_RS02995
2496,46,EQU24_RS03455
2497,46,EQU24_RS06205
2498,46,EQU24_RS10680
2499,46,EQU24_RS19655
2500,46,EQU24_RS20770
2501,47,EQU24_RS00175
2502,48,EQU24_RS01215
2503,48,EQU24_RS14755
2504,48,EQU24_RS14930
2505,48,EQU24_RS20905
2506,48,EQU24_RS20950
2507,49,EQU24_RS00205
2508,49,EQU24_RS00670
2509,49,EQU24_RS00675
2510,49,EQU24_RS01555
2511,49,EQU24_RS01570
2512,49,EQU24_RS02320
2513,49,EQU24_RS02325
2514,49,EQU24_RS02345
2515,49,EQU24_RS04225
2516,49,EQU24_RS05315
2517,49,EQU24_RS05870
2518,49,EQU24_RS05875
2519,49,EQU24_RS05880
2520,49,EQU24_RS05930
2521,49,EQU24_RS07015
2522,49,EQU24_RS08455
2523,49,EQU24_RS10680
2524,49,EQU24_RS10685
2525,49,EQU24_RS10960
2526,49,EQU24_RS11970
2527,49,EQU24_RS11990
2528,49,EQU24_RS12085
2529,49,EQU24_RS13045
2530,49,EQU24_RS14125
2531,49,EQU24_RS14760
2532,49,EQU24_RS14930
2533,49,EQU24_RS14935
2534,49,EQU24_RS16195
2535,49,EQU24_RS16555
2536,49,EQU24_RS17380
2537,49,EQU24_RS17445
2538,49,EQU24_RS19095
2539,49,EQU24_RS19155
2540,49,EQU24_RS19305
2541,49,EQU24_RS19310
2542,49,EQU24_RS19665
2543,49,EQU24_RS19880
2544,49,EQU24_RS20610
2545,49,EQU24_RS21260
2546,50,EQU24_RS11915
2547,51,EQU24_RS00145
2548,51,EQU24_RS00155
2549,51,EQU24_RS00175
2550,51,EQU24_RS00240
2551,51,EQU24_RS00295
2552,51,EQU24_RS00725
2553,51,EQU24_RS01125
2554,51,EQU24_RS01245
2555,51,EQU24_RS01260
2556,51,EQU24_RS01305
2557,51,EQU24_RS01530
2558,51,EQU24_RS01540
2559,51,EQU24_RS01550
2560,51,EQU24_RS01760
2561,51,EQU24_RS01960
2562,51,EQU24_RS02055
2563,51,EQU24_RS02110
2564,51,EQU24_RS02580
2565,51,EQU24_RS02780
2566,51,EQU24_RS03230
2567,51,EQU24_RS03455
2568,51,EQU24_RS03580
2569,51,EQU24_RS03615
2570,51,EQU24_RS04110
2571,51,EQU24_RS04160
2572,51,EQU24_RS04275
2573,51,EQU24_RS04315
2574,51,EQU24_RS04400
2575,51,EQU24_RS05075
2576,51,EQU24_RS05220
2577,51,EQU24_RS05445
2578,51,EQU24_RS05455
2579,51,EQU24_RS05635
2580,51,EQU24_RS05640
2581,51,EQU24_RS05760
2582,51,EQU24_RS06200
2583,51,EQU24_RS06225
2584,51,EQU24_RS06380
2585,51,EQU24_RS07060
2586,51,EQU24_RS07180
2587,51,EQU24_RS07375
2588,51,EQU24_RS07570
2589,51,EQU24_RS07575
2590,51,EQU24_RS08235
2591,51,EQU24_RS08455
2592,51,EQU24_RS08460
2593,51,EQU24_RS08470
2594,51,EQU24_RS09095
2595,51,EQU24_RS09155
2596,51,EQU24_RS09170
2597,51,EQU24_RS09190
2598,51,EQU24_RS09235
2599,51,EQU24_RS09570
2600,51,EQU24_RS09685
2601,51,EQU24_RS09835
2602,51,EQU24_RS10300
2603,51,EQU24_RS10535
2604,51,EQU24_RS10700
2605,51,EQU24_RS10720
2606,51,EQU24_RS10725
2607,51,EQU24_RS10735
2608,51,EQU24_RS10825
2609,51,EQU24_RS10830
2610,51,EQU24_RS10990
2611,51,EQU24_RS11170
2612,51,EQU24_RS11505
2613,51,EQU24_RS12090
2614,51,EQU24_RS12110
2615,51,EQU24_RS12120
2616,51,EQU24_RS12130
2617,51,EQU24_RS12230
2618,51,EQU24_RS12785
2619,51,EQU24_RS12805
2620,51,EQU24_RS12835
2621,51,EQU24_RS12965
2622,51,EQU24_RS13335
2623,51,EQU24_RS13560
2624,51,EQU24_RS13585
2625,51,EQU24_RS13620
2626,51,EQU24_RS13625
2627,51,EQU24_RS13665
2628,51,EQU24_RS13720
2629,51,EQU24_RS13790
2630,51,EQU24_RS13810
2631,51,EQU24_RS14140
2632,51,EQU24_RS14315
2633,51,EQU24_RS14665
2634,51,EQU24_RS14750
2635,51,EQU24_RS14765
2636,51,EQU24_RS14890
2637,51,EQU24_RS14925
2638,51,EQU24_RS14935
2639,51,EQU24_RS14940
2640,51,EQU24_RS15125
2641,51,EQU24_RS15150
2642,51,EQU24_RS15155
2643,51,EQU24_RS15650
2644,51,EQU24_RS15745
2645,51,EQU24_RS16025
2646,51,EQU24_RS16030
2647,51,EQU24_RS16035
2648,51,EQU24_RS16245
2649,51,EQU24_RS16250
2650,51,EQU24_RS16295
2651,51,EQU24_RS16415
2652,51,EQU24_RS16945
2653,51,EQU24_RS17185
2654,51,EQU24_RS17210
2655,51,EQU24_RS17235
2656,51,EQU24_RS17470
2657,51,EQU24_RS17560
2658,51,EQU24_RS18100
2659,51,EQU24_RS18110
2660,51,EQU24_RS18125
2661,51,EQU24_RS18130
2662,51,EQU24_RS18135
2663,51,EQU24_RS18140
2664,51,EQU24_RS18145
2665,51,EQU24_RS18155
2666,51,EQU24_RS18190
2667,51,EQU24_RS18390
2668,51,EQU24_RS18425
2669,51,EQU24_RS18585
2670,51,EQU24_RS18590
2671,51,EQU24_RS18860
2672,51,EQU24_RS19160
2673,51,EQU24_RS19210
2674,51,EQU24_RS19520
2675,51,EQU24_RS19605
2676,51,EQU24_RS19655
2677,51,EQU24_RS19765
2678,51,EQU24_RS20105
2679,51,EQU24_RS20110
2680,51,EQU24_RS20250
2681,51,EQU24_RS20450
2682,51,EQU24_RS20545
2683,51,EQU24_RS20585
2684,51,EQU24_RS20650
2685,51,EQU24_RS20900
2686,51,EQU24_RS20990
2687,51,EQU24_RS21145
2688,51,EQU24_RS21260
2689,51,EQU24_RS21430
2690,51,EQU24_RS21435
2691,51,EQU24_RS21440
2692,51,EQU24_RS21445
2693,51,EQU24_RS21450
2694,51,EQU24_RS21465
2695,51,EQU24_RS21695
2696,51,EQU24_RS21700
2697,51,EQU24_RS21810
2698,51,EQU24_RS21890
2699,51,EQU24_RS21900
2700,51,EQU24_RS21905
2701,51,EQU24_RS21910
2702,52,EQU24_RS00075
2703,52,EQU24_RS00250
2704,52,EQU24_RS01030
2705,52,EQU24_RS01055
2706,52,EQU24_RS01155
2707,52,EQU24_RS01435
2708,52,EQU24_RS01540
2709,52,EQU24_RS03435
2710,52,EQU24_RS04370
2711,52,EQU24_RS04380
2712,52,EQU24_RS04605
2713,52,EQU24_RS05305
2714,52,EQU24_RS06145
2715,52,EQU24_RS07145
2716,52,EQU24_RS08030
2717,52,EQU24_RS08150
2718,52,EQU24_RS08265
2719,52,EQU24_RS08460
2720,52,EQU24_RS08490
2721,52,EQU24_RS08715
2722,52,EQU24_RS08810
2723,52,EQU24_RS08840
2724,52,EQU24_RS08855
2725,52,EQU24_RS08980
2726,52,EQU24_RS09155
2727,52,EQU24_RS10490
2728,52,EQU24_RS10535
2729,52,EQU24_RS12125
2730,52,EQU24_RS12135
2731,52,EQU24_RS12180
2732,52,EQU24_RS12185
2733,52,EQU24_RS12210
2734,52,EQU24_RS12815
2735,52,EQU24_RS13040
2736,52,EQU24_RS13485
2737,52,EQU24_RS13490
2738,52,EQU24_RS13510
2739,52,EQU24_RS13620
2740,52,EQU24_RS13855
2741,52,EQU24_RS14480
2742,52,EQU24_RS14500
2743,52,EQU24_RS14555
2744,52,EQU24_RS14760
2745,52,EQU24_RS14775
2746,52,EQU24_RS14930
2747,52,EQU24_RS15730
2748,52,EQU24_RS16355
2749,52,EQU24_RS16380
2750,52,EQU24_RS17090
2751,52,EQU24_RS17150
2752,52,EQU24_RS17210
2753,52,EQU24_RS17220
2754,52,EQU24_RS17225
2755,52,EQU24_RS17235
2756,52,EQU24_RS17260
2757,52,EQU24_RS17305
2758,52,EQU24_RS17325
2759,52,EQU24_RS17360
2760,52,EQU24_RS17375
2761,52,EQU24_RS17510
2762,52,EQU24_RS18585
2763,52,EQU24_RS19095
2764,52,EQU24_RS19435
2765,52,EQU24_RS20325
2766,52,EQU24_RS20565
2767,52,EQU24_RS20590
2768,52,EQU24_RS20595
2769,52,EQU24_RS20610
2770,52,EQU24_RS20765
2771,52,EQU24_RS20900
2772,52,EQU24_RS21145
