,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,2.220446049250313e-15,4.490428415170614,12.0,0.0,-6.141890942016744,1.0,-6.183514455734233,22.0,-5.930603526617577,23.0,1.6291511006695183,24.0,3.7042514404999234,25.0,2.446633730371893,26.0,3.374497235299426,27.0,2.5728103868075283,28.0,-5.824224009610109,29.0,3.331156504662027,30.0,4.073858677372277,31.0,2.9478738582960977
1,5G__lowO2_fast_growth,3.868011415986907,1.1299654446369167,12.0,2.0,2.590026232307055,3.0,1.8633746985350392,17.0,4.449127208490997,18.0,5.411373659215222,19.0,5.1481067859076095,20.0,4.887687786349432,21.0,4.554849031955799,32.0,3.575090948900052,33.0,3.574346396066224,34.0,4.228791183016999,35.0,2.382221463015707,36.0,3.751141598082749
2,5G__lowCH4,3.0129230991212537,0.5587432521551504,8.0,4.0,2.7721836209954023,5.0,3.614150839706824,6.0,2.4791130462602267,7.0,2.4488929905906405,8.0,3.4425011899232025,9.0,2.501257736317516,10.0,2.9863138707678885,11.0,3.8589714984083296,,,,,,,,
3,5G__MeOH,1.7743625596628518,1.2853138244541784,7.0,12.0,2.31553488651942,13.0,3.262798918323694,14.0,2.1823801442463218,15.0,-0.545359199576141,16.0,2.8453005455564715,37.0,1.2167562713371527,38.0,1.1431263512330447,,,,,,,,,,
4,5G__NoCu,-0.43069517556484477,4.992475140495724,3.0,39.0,-5.974987028569346,46.0,0.9738144999559027,47.0,3.709087001918909,,,,,,,,,,,,,,,,,,
5,5G__medCu,1.4440806042738632,3.546052362874068,7.0,40.0,1.7834757347733858,50.0,3.0275083905231592,51.0,3.3454863863954087,52.0,1.3626745646010796,53.0,3.813666330625643,60.0,3.1263791291631606,61.0,-6.350626306164796,,,,,,,,,,
6,5G__highCu,0.5993837658652224,3.6423225553404213,5.0,41.0,-5.696020486291137,42.0,3.1863521134750483,43.0,2.885921280945733,44.0,0.809142809004436,45.0,1.8115231121920317,,,,,,,,,,,,,,
7,5G__lowCu,1.8462660037135281,3.353208755240265,8.0,48.0,1.5451377133675814,49.0,3.62313966294272,54.0,1.8799913247652729,55.0,3.4132516079069912,56.0,4.074294853404276,57.0,2.9764498557727763,58.0,3.427869540727009,59.0,-6.170006529178406,,,,,,,,
8,5G__highO2_slow_growth,4.73430801532374,0.7108022176255516,4.0,62.0,4.647976422318162,63.0,5.678686058506093,64.0,3.952939441168622,65.0,4.657630139302083,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,6.641355768011126,1.3467814674394285,4.0,66.0,7.319764924336976,67.0,4.66280818097003,68.0,7.62413465863433,69.0,6.958715308103166,,,,,,,,,,,,,,,,
10,5G__LanzaTech,2.682012380194465,0.08478427008468441,2.0,70.0,2.622060847879633,71.0,2.741963912509297,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,4.132237934979841,0.38999184942228,5.0,72.0,4.520709084596436,78.0,3.741901954842942,79.0,4.474999088792613,82.0,3.7073175756290793,83.0,4.216261971038136,,,,,,,,,,,,,,
12,5G__NoLanthanum,4.559662726477907,1.7442621892344632,5.0,73.0,7.206355893053552,80.0,2.706972911003685,81.0,5.149000694974345,84.0,3.4052706470067293,85.0,4.330713486351223,,,,,,,,,,,,,,
13,5G__aa3_KO,8.544473964977005,0.34327532147306644,2.0,74.0,8.301741657349407,75.0,8.787206272604601,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,3.683157873081698,0.2915882314662714,2.0,76.0,3.476973857297705,77.0,3.889341888865691,,,,,,,,,,,,,,,,,,,,
