,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,-1.2923689896027213e-16,0.34921698584703537,12.0,0.0,-1.0140884240825132,1.0,-0.1049350995842077,22.0,0.2760873917889821,23.0,0.2309781631915575,24.0,0.2672139383103475,25.0,0.046335186307576,26.0,0.1356700229103484,27.0,-0.1336422984187764,28.0,0.0905360781918651,29.0,-0.0248312462427127,30.0,0.232127835234094,31.0,-0.0014515476065621
1,5G__lowO2_fast_growth,-0.13728784099133629,0.24729458297640378,12.0,2.0,-0.0805747274495263,3.0,0.2014408215045424,17.0,-0.6301273743559568,18.0,-0.4652409963762416,19.0,-0.4012036870246827,20.0,-0.1706944488968726,21.0,0.0130824270431118,32.0,0.1006235078936699,33.0,-0.0987497520043398,34.0,-0.0492733074255284,35.0,-0.1417478422549116,36.0,0.0750112874507005
2,5G__lowCH4,-0.43106085715467896,0.27908238200995267,8.0,4.0,-0.547577908908432,5.0,-0.6490950009729644,6.0,-0.5082857935185423,7.0,-0.6569484138641073,8.0,-0.1026174565584132,9.0,0.107558793907335,10.0,-0.5082998154623919,11.0,-0.5832212618599155,,,,,,,,
3,5G__MeOH,-0.08497809808970602,0.15817664625230315,7.0,12.0,-0.2210335909370591,13.0,-0.0556575864491311,14.0,0.0932227010797137,15.0,-0.233556039270383,16.0,-0.2779442256529467,37.0,0.0901255527040731,38.0,0.009996501897791,,,,,,,,,,
4,5G__NoCu,0.24758812165853086,0.30397523292606105,3.0,39.0,-0.1004353287405481,46.0,0.4611055516574143,47.0,0.3820941420587265,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.2861091277175354,0.1323074888319511,7.0,40.0,-0.4268213856726781,50.0,-0.3358899127477008,51.0,-0.1234936921520124,52.0,-0.1029988971897513,53.0,-0.2597718108896352,60.0,-0.3239651297232817,61.0,-0.429823065647688,,,,,,,,,,
6,5G__highCu,-0.28134549351858373,0.1756663536897719,5.0,41.0,-0.2831064668523035,42.0,-0.0480311583347941,43.0,-0.5213142540365117,44.0,-0.352555218409512,45.0,-0.2017203699597973,,,,,,,,,,,,,,
7,5G__lowCu,-0.03874918378417052,0.2863523757715972,8.0,48.0,0.3504321452057937,49.0,0.1657665049468888,54.0,0.2422470947375234,55.0,-0.030162051689988,56.0,-0.0178562105634019,57.0,-0.3670818930600248,58.0,-0.2091382046031413,59.0,-0.444200855247014,,,,,,,,
8,5G__highO2_slow_growth,0.783994244674669,0.2144926843204413,4.0,62.0,0.9700710037098284,63.0,0.9485644781366288,64.0,0.6948007554288247,65.0,0.5225407414233945,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,0.10747245172142125,0.09830103808066208,4.0,66.0,0.2535338799000679,67.0,0.067507089074414,68.0,0.0397628417984945,69.0,0.0690859961127086,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-0.9015209356606579,0.12122034805397472,2.0,70.0,-0.987236665787417,71.0,-0.8158052055338989,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,0.141713572896424,0.4268907813503498,5.0,72.0,-0.6055896739104596,78.0,0.2780978752499004,79.0,0.2578770652487057,82.0,0.2996633935043316,83.0,0.478519204389642,,,,,,,,,,,,,,
12,5G__NoLanthanum,0.24641265244224905,0.31007813903465153,5.0,73.0,-0.2045559031457222,80.0,0.4497971961076072,81.0,0.1146826980761077,84.0,0.2770671590185789,85.0,0.5950721121546736,,,,,,,,,,,,,,
13,5G__aa3_KO,-1.0354887821965284,0.5221935858955267,2.0,74.0,-1.404735407875375,75.0,-0.6662421565176815,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,0.31948416239497845,0.13421257313840784,2.0,76.0,0.4143867829816421,77.0,0.2245815418083148,,,,,,,,,,,,,,,,,,,,
