,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,8.245718922476423e-16,0.3240584278671136,12.0,0.0,-0.6565550512419769,1.0,-0.545693607842094,22.0,0.2649154615249047,23.0,0.3145405731370267,24.0,0.2209130746765737,25.0,0.3093082656812482,26.0,0.2921459232676602,27.0,-0.0666859195471243,28.0,-0.0507065048000265,29.0,-0.029189560777576,30.0,-0.1216087752867087,31.0,0.0686161212081026
1,5G__lowO2_fast_growth,-0.5354792073438498,0.2031419599283269,12.0,2.0,-0.6865176771219224,3.0,-0.4093681369631063,17.0,-0.9698381347368628,18.0,-0.7108260075239645,19.0,-0.6980041224259086,20.0,-0.522129707505882,21.0,-0.4557652198611608,32.0,-0.3992137754977509,33.0,-0.493733890280458,34.0,-0.5430353364916956,35.0,-0.2757906347774082,36.0,-0.2615278449400779
2,5G__lowCH4,-0.79648449675182,0.16408092723855203,8.0,4.0,-0.9084679198184222,5.0,-0.8839669067962967,6.0,-0.8672024019921798,7.0,-0.9452023522299084,8.0,-0.5412315099472522,9.0,-0.5309247201935703,10.0,-0.859216065120898,11.0,-0.8356640979160321,,,,,,,,
3,5G__MeOH,-1.1540781801865074,0.18202327818444766,7.0,12.0,-1.2373112970297138,13.0,-0.8877603727614618,14.0,-0.9183240897563864,15.0,-1.2305292727487451,16.0,-1.1538246962433396,37.0,-1.3052046454195612,38.0,-1.345592887346344,,,,,,,,,,
4,5G__NoCu,-0.2995336030711417,0.21066738841167376,3.0,39.0,-0.4501054007816973,46.0,-0.3897072123767842,47.0,-0.0587881960549436,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.6325657769995473,0.21772398562098444,7.0,40.0,-0.6011400156936118,50.0,-0.3193766707235266,51.0,-0.360272435159036,52.0,-0.7373539601208021,53.0,-0.7115908679020517,60.0,-0.8589266249984613,61.0,-0.8392998643993419,,,,,,,,,,
6,5G__highCu,-0.32297892074749424,0.15809678512327574,5.0,41.0,-0.4363175392855245,42.0,-0.3133926835845626,43.0,-0.1213741152698766,44.0,-0.51614241894067,45.0,-0.2276678466568373,,,,,,,,,,,,,,
7,5G__lowCu,-0.54105874783274,0.17299577301377458,8.0,48.0,-0.4624091544555675,49.0,-0.4620242176740303,54.0,-0.2816540481040519,55.0,-0.7017264824407974,56.0,-0.6652313243981132,57.0,-0.7086916162106798,58.0,-0.3504359564122214,59.0,-0.6962971829664584,,,,,,,,
8,5G__highO2_slow_growth,0.013544850932587053,0.1737337500815924,4.0,62.0,0.2256685168794803,63.0,0.0050473253071503,64.0,0.0229742808440631,65.0,-0.1995107193003455,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-0.6209598760935955,0.22501660458524272,4.0,66.0,-0.3227721533534282,67.0,-0.5928915337420921,68.0,-0.8510661035140918,69.0,-0.7171097137647697,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-1.3454117352602166,0.008850362409322077,2.0,70.0,-1.3516698865358068,71.0,-1.3391535839846265,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,0.00034715197280357215,0.61949104934741,5.0,72.0,-1.0547440525331364,78.0,0.089559412951778,79.0,0.0607042530625445,82.0,0.4414358768677902,83.0,0.4647802695150416,,,,,,,,,,,,,,
12,5G__NoLanthanum,0.036966805835738505,0.5845593726781844,5.0,73.0,-0.9528695672422104,80.0,0.4955699640809197,81.0,0.0333269174582202,84.0,0.1746191683676636,85.0,0.4341875465140994,,,,,,,,,,,,,,
13,5G__aa3_KO,-0.9505862347363769,0.04028526091531176,2.0,74.0,-0.9221002535612906,75.0,-0.9790722159114632,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-0.08744743056413634,0.01001651214053793,2.0,76.0,-0.0945301742225481,77.0,-0.0803646869057246,,,,,,,,,,,,,,,,,,,,
