,0
gene_id,EQU24_RS03840
name,rpoB
operon,2332
gene_product,DNA-directed RNA polymerase subunit beta
cog,Transcription
regulator,<i>Not Available</i>
link,"<a href=""https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03840"">BioCyc</a>"
