,0
gene_id,EQU24_RS20745
name,<i>Not Available</i>
operon,193
gene_product,DUF393 domain-containing protein
cog,S
regulator,<i>Not Available</i>
link,"<a href=""https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20745"">BioCyc</a>"
