,0
gene_id,EQU24_RS08000
name,<i>Not Available</i>
operon,1824
gene_product,translesion error-prone DNA polymerase V subunit UmuC
cog,L
regulator,<i>Not Available</i>
link,"<a href=""https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08000"">BioCyc</a>"
