,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,-1.1842378929335002e-15,4.559405764910003,12.0,0.0,7.44538954720912,1.0,7.180397956055828,22.0,-1.354858349481024,23.0,-1.0762631350318357,24.0,2.751946210001148,25.0,-6.2458270446365365,26.0,-5.478773843553128,27.0,-1.7789707337843852,28.0,-1.8417241388811,29.0,4.9953924570687525,30.0,-2.361770670994638,31.0,-2.234938253972216
1,5G__lowO2_fast_growth,2.289583930557294,4.235368286626069,12.0,2.0,3.48123094246918,3.0,3.194489756719864,17.0,12.22246033396782,18.0,2.5687918457043666,19.0,2.450615330541316,20.0,0.8590967743454254,21.0,-0.0539905610277475,32.0,-0.3562706543626471,33.0,-0.5781516667200572,34.0,8.055424592880707,35.0,-2.5564384837906373,36.0,-1.812251044040073
2,5G__lowCH4,0.4510110355409449,1.4040803688216448,8.0,4.0,0.9110959839987012,5.0,1.1904838778104336,6.0,2.3556618990643776,7.0,2.21834354176687,8.0,-0.6174919811173829,9.0,-0.6184716389637664,10.0,-1.282358973623007,11.0,-0.5491744246086654,,,,,,,,
3,5G__MeOH,9.09926679390752,3.694741890234969,7.0,12.0,14.019263879323482,13.0,11.61992239851948,14.0,12.27193307828364,15.0,4.688831684068126,16.0,4.584742849599291,37.0,8.361563477137578,38.0,8.14861019042103,,,,,,,,,,
4,5G__NoCu,-4.693498170282439,3.988551089142156,3.0,39.0,-1.9241337343685103,46.0,-2.8912531445580503,47.0,-9.265107631920756,,,,,,,,,,,,,,,,,,
5,5G__medCu,0.07059909083997813,1.0715202383590112,7.0,40.0,1.4074582883871145,50.0,-1.3362123173389426,51.0,-1.3392892894241497,52.0,0.7069798912745952,53.0,0.7768412163875549,60.0,-0.1937070984303491,61.0,0.4721229450240238,,,,,,,,,,
6,5G__highCu,-0.571070800531451,1.849876916407551,5.0,41.0,1.4963965467159914,42.0,-2.2000075715967693,43.0,-2.166168462910663,44.0,1.3389713397614411,45.0,-1.3245458546272555,,,,,,,,,,,,,,
7,5G__lowCu,-2.9180951901776973,2.409207260889621,8.0,48.0,-1.859918101042515,49.0,-2.2009769874577985,54.0,-5.4759236134517,55.0,0.431452430686966,56.0,-1.1221613694198609,57.0,-1.8929491674778915,58.0,-6.717113324333906,59.0,-4.507171388924875,,,,,,,,
8,5G__highO2_slow_growth,-5.3869921154048,0.5508064385387813,4.0,62.0,-5.041832022976417,63.0,-4.942872449974754,64.0,-5.405929875962333,65.0,-6.157334112705692,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-4.05536302650185,1.2762701113498376,4.0,66.0,-3.5963253055208915,67.0,-2.684069430807811,68.0,-4.222070913118297,69.0,-5.718986456560401,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-9.295394429336316,0.054373692505037007,2.0,70.0,-9.256946422647852,71.0,-9.33384243602478,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-12.538415543822918,7.24200606130171,5.0,72.0,0.126988448772017,78.0,-13.654668820899929,79.0,-14.86642826019128,82.0,-17.460265193491065,83.0,-16.83770389330434,,,,,,,,,,,,,,
12,5G__NoLanthanum,-12.111433217811623,5.757457283068489,5.0,73.0,-1.86652101145277,80.0,-15.037729857301262,81.0,-13.828705916614147,84.0,-14.445589463308032,85.0,-15.3786198403819,,,,,,,,,,,,,,
13,5G__aa3_KO,-5.786801652918563,2.8392009155342994,2.0,74.0,-7.79441987344392,75.0,-3.779183432393206,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-5.913375544585932,2.2432188485642865,2.0,76.0,-4.327180285080646,77.0,-7.499570804091218,,,,,,,,,,,,,,,,,,,,
