,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,-3.191891195797325e-16,0.29226243860003076,12.0,0.0,-0.6071721278846294,1.0,-0.4770445263075507,22.0,-0.1665145077288237,23.0,0.2269405487129443,24.0,0.2647374648179506,25.0,0.2759240301755703,26.0,0.2881316381931906,27.0,0.0648472277415397,28.0,0.0533535993238709,29.0,-0.1030256901259925,30.0,0.0669094348255567,31.0,0.1129129082563693
1,5G__lowO2_fast_growth,-0.48197158593827266,0.5950418579475952,12.0,2.0,-2.0577032182860897,3.0,-1.210664234271838,17.0,-0.5920786103039957,18.0,-0.3727641023528987,19.0,-0.2604375128719978,20.0,-0.0355991301538649,21.0,0.1295105932525881,32.0,-0.252623564270392,33.0,-0.2329645592853477,34.0,-0.4143395591433112,35.0,-0.2533909897571371,36.0,-0.230604143814987
2,5G__lowCH4,-1.4469946600145231,0.3237350701243541,8.0,4.0,-1.7018161339649414,5.0,-1.7606351874977344,6.0,-1.723912352501391,7.0,-1.6594187380575924,8.0,-1.0006942737443856,9.0,-0.9586941900096608,10.0,-1.4260634921809316,11.0,-1.344722912159548,,,,,,,,
3,5G__MeOH,-2.2283214380447935,0.14212189450361296,7.0,12.0,-2.211805477076167,13.0,-2.0058787100608564,14.0,-2.097021363827208,15.0,-2.3940759260619338,16.0,-2.309841775939745,37.0,-2.2107061898902005,38.0,-2.368920623457444,,,,,,,,,,
4,5G__NoCu,-0.8795498908445397,0.2543323252150855,3.0,39.0,-1.1713178153165815,46.0,-0.7047083676568491,47.0,-0.7626234895601884,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.5434331918922972,0.07856660065874223,7.0,40.0,-0.603108434390558,50.0,-0.6285838218094169,51.0,-0.6018169275309271,52.0,-0.462998716197978,53.0,-0.4719240354067571,60.0,-0.588222057886135,61.0,-0.4473783500243087,,,,,,,,,,
6,5G__highCu,-0.45406318426649755,0.14535099341477326,5.0,41.0,-0.366528160158591,42.0,-0.2507402755906005,43.0,-0.5825432911874797,44.0,-0.5891716783732637,45.0,-0.4813325160225528,,,,,,,,,,,,,,
7,5G__lowCu,-0.9722665045434293,0.20253435684943272,8.0,48.0,-1.0259612320206228,49.0,-0.9715820636947604,54.0,-0.901080374161487,55.0,-1.3109196692791445,56.0,-0.961667195482126,57.0,-1.0402127301378812,58.0,-0.5731169909003953,59.0,-0.993591780671018,,,,,,,,
8,5G__highO2_slow_growth,-1.9777940310241477,0.4328470900701209,4.0,62.0,-1.669137760178394,63.0,-1.735040991741366,64.0,-1.8958354611932176,65.0,-2.611161910983613,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-1.9567747028714464,0.058198676086945525,4.0,66.0,-1.8777730496107607,67.0,-1.9565630223711024,68.0,-2.0161623649935514,69.0,-1.9766003745103715,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-2.2969543710762528,0.12117071761394305,2.0,70.0,-2.2112737349701934,71.0,-2.382635007182312,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-1.0807516850009802,0.2490382730978928,5.0,72.0,-1.486156088647279,78.0,-1.0993322253212572,79.0,-1.0396534999794411,82.0,-0.95408516480759,83.0,-0.8245314462493338,,,,,,,,,,,,,,
12,5G__NoLanthanum,-0.9666454467446659,0.3185822735667371,5.0,73.0,-1.3004735411260926,80.0,-0.85758959850601,81.0,-1.2964734303685583,84.0,-0.7895128896842074,85.0,-0.5891777740384612,,,,,,,,,,,,,,
13,5G__aa3_KO,-2.0945263869157094,0.2500047545876207,2.0,74.0,-2.2713064442134945,75.0,-1.917746329617924,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-1.5245290303586083,0.22073567395654806,2.0,76.0,-1.6806127222630662,77.0,-1.3684453384541504,,,,,,,,,,,,,,,,,,,,
