,0
gene_id,EQU24_RS16395
name,<i>Not Available</i>
operon,750
gene_product,DUF3987 domain-containing protein
cog,-
regulator,<i>Not Available</i>
link,"<a href=""https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16395"">BioCyc</a>"
