,0
gene_id,EQU24_RS06125
name,<i>Not Available</i>
operon,2062
gene_product,proteasome-type protease
cog,"Post-translational modification, protein turnover, and chaperones"
regulator,<i>Not Available</i>
link,"<a href=""https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06125"">BioCyc</a>"
