,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,1.3253287356462806e-15,0.78727546436654,12.0,0.0,-0.2996642088932204,1.0,0.5823745794924466,22.0,-0.7831056934455688,23.0,0.1919763184279577,24.0,1.3788573892053428,25.0,-1.6761920571653914,26.0,-0.1658792197056311,27.0,0.3237668971844647,28.0,0.2274904694550502,29.0,0.6299926066643229,30.0,-0.6308466231701293,31.0,0.2212295419503719
1,5G__lowO2_fast_growth,-0.3312525117118536,0.9493284804330407,12.0,2.0,-2.818381998857947,3.0,-0.6249679324044805,17.0,0.9344237005714936,18.0,0.1430864421480875,19.0,-0.2340744972418608,20.0,-0.0274236876221067,21.0,-0.880308537604948,32.0,-0.0248337335457622,33.0,-0.5534314668582933,34.0,0.6969743757100391,35.0,-0.615389936534296,36.0,0.029297131697831
2,5G__lowCH4,-0.6147457569863759,0.4085215180465136,8.0,4.0,-0.154995961159155,5.0,-0.3388150494689667,6.0,0.0545777281334914,7.0,-0.8981971586948663,8.0,-0.8410866798507693,9.0,-0.8100927220459491,10.0,-1.059774403687649,11.0,-0.8695818091171436,,,,,,,,
3,5G__MeOH,1.9445610904318829,0.9415738682224192,7.0,12.0,2.5023664647913195,13.0,2.3484151859800004,14.0,0.8679912099714067,15.0,0.9550157099867528,16.0,1.0923705029533932,37.0,2.74059462047891,38.0,3.1051739388613977,,,,,,,,,,
4,5G__NoCu,-0.74915696683591,1.0152086417986834,3.0,39.0,-1.8313679361222552,46.0,0.1821576282211015,47.0,-0.5982605926065762,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.7429354251076156,0.5702772387141455,7.0,40.0,-0.576741529304209,50.0,-1.229829917620218,51.0,-1.498509057286422,52.0,-0.8725635279826344,53.0,-0.7665648295685413,60.0,0.2856436034319833,61.0,-0.5419827174232666,,,,,,,,,,
6,5G__highCu,-8.033214051556856,14.070181319621456,5.0,41.0,-1.1494728839313932,42.0,-2.419570312787902,43.0,-33.18925679858668,44.0,-1.5738368212067388,45.0,-1.833933441271561,,,,,,,,,,,,,,
7,5G__lowCu,-0.2706573021654576,0.5583699126751465,8.0,48.0,0.0532386166161888,49.0,-0.1468622884954797,54.0,0.2442591744137533,55.0,-0.261297773188306,56.0,0.4374717641684347,57.0,-0.4618443140845491,58.0,-1.2894784540088668,59.0,-0.7407451427448357,,,,,,,,
8,5G__highO2_slow_growth,-0.05585056068148958,1.5775136548201079,4.0,62.0,1.629618018186555,63.0,-1.0330261940485146,64.0,0.8975066943467626,65.0,-1.7175007612107611,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,0.33933297881829255,0.3645458447608128,4.0,66.0,0.0241567460139847,67.0,0.8477890845879553,68.0,0.1374818382478228,69.0,0.3479042464234075,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-0.2645761004584277,0.17210814771091787,2.0,70.0,-0.3862749388022737,71.0,-0.1428772621145817,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,0.2395060211992332,1.2636874050091,5.0,72.0,-1.9761587517863328,78.0,0.9194312841746608,79.0,0.3734899615293763,82.0,0.8516605114590778,83.0,1.029107100619384,,,,,,,,,,,,,,
12,5G__NoLanthanum,0.8185783300875162,0.38337611318271597,5.0,73.0,1.0550132132246062,80.0,0.480636713887774,81.0,0.6152739453155979,84.0,1.3771952902894866,85.0,0.5647724877201162,,,,,,,,,,,,,,
13,5G__aa3_KO,-1.141096508068175,0.9225015783308056,2.0,74.0,-1.7934036297611806,75.0,-0.4887893863751694,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,0.9113802642756785,0.014880345792453923,2.0,76.0,0.9008582708594336,77.0,0.9219022576919234,,,,,,,,,,,,,,,,,,,,
