,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,-3.7007434154171886e-16,3.6919457335939887,12.0,0.0,-5.659867361905517,1.0,1.4279569292470395,22.0,-5.479673559392807,23.0,1.4030500567583013,24.0,2.304277670823448,25.0,-6.939980393341472,26.0,2.187534829717817,27.0,2.232629000516968,28.0,0.7996883310331636,29.0,2.786042571374182,30.0,2.3498907845001957,31.0,2.5884511406686777
1,5G__lowO2_fast_growth,1.5626062108761565,1.98373792740151,12.0,2.0,2.1886992571106427,3.0,1.2408294323380282,17.0,3.792314149850583,18.0,2.126478321319952,19.0,2.0851678835910503,20.0,2.2860215190964994,21.0,-4.350751520378197,32.0,2.3694987921446766,33.0,2.2705038733820477,34.0,1.959774779151127,35.0,0.9615354867145656,36.0,1.821202556192904
2,5G__lowCH4,1.3433055482717247,1.114371686315213,8.0,4.0,1.7701863666495856,5.0,1.2875206449194403,6.0,1.572552933300719,7.0,1.1252834514449652,8.0,1.544704045079263,9.0,1.7845977356423004,10.0,-1.1245415122477345,11.0,2.7861407213852583,,,,,,,,
3,5G__MeOH,1.188142232419412,3.365198769006667,7.0,12.0,3.626934584024856,13.0,1.249970368091482,14.0,1.2206996272591208,15.0,1.5486421707667284,16.0,-6.05151984028605,37.0,3.2966014208496244,38.0,3.4256672962301224,,,,,,,,,,
4,5G__NoCu,-3.2318092270575036,3.5197443721609853,3.0,39.0,-5.10618406400816,46.0,-5.417703567568573,47.0,0.8284599504042239,,,,,,,,,,,,,,,,,,
5,5G__medCu,2.630723310663765,0.5676722420401245,7.0,40.0,2.704751019042365,50.0,2.8858918107387104,51.0,3.297509361663967,52.0,3.010841868731907,53.0,2.246679869141849,60.0,2.697832057775613,61.0,1.571557187551947,,,,,,,,,,
6,5G__highCu,0.048058855971969947,3.536878995455518,5.0,41.0,0.6349513704915425,42.0,-6.140862601480031,43.0,2.682039482652668,44.0,1.3765980657310906,45.0,1.68756796246458,,,,,,,,,,,,,,
7,5G__lowCu,1.5747131272656416,2.805805781762864,8.0,48.0,2.117039123041268,49.0,2.6961377312331694,54.0,3.5656956534003514,55.0,-4.489141811753567,56.0,0.985908044275418,57.0,1.6961899555654654,58.0,0.972921827427696,59.0,5.052954494935332,,,,,,,,
8,5G__highO2_slow_growth,-3.0558164750306167,4.671557579750831,4.0,62.0,1.3234110893662532,63.0,-7.530905628003576,64.0,0.6157657203217306,65.0,-6.631537081806876,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,1.2280386182589702,1.1956287490713275,4.0,66.0,0.6768119549395958,67.0,2.642938823730498,68.0,1.6933709776463743,69.0,-0.1009672832805873,,,,,,,,,,,,,,,,
10,5G__LanzaTech,1.9352699036855303,0.17919316891574014,2.0,70.0,1.808561198802904,71.0,2.0619786085681566,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,1.7807620028543674,3.1925236990617747,5.0,72.0,-3.8282189178894335,78.0,3.0946059877627152,79.0,2.2516789802151944,82.0,3.538137781974184,83.0,3.847606182209176,,,,,,,,,,,,,,
12,5G__NoLanthanum,1.1875916503042703,2.626112848467585,5.0,73.0,-2.890095116106188,80.0,3.0300396830860232,81.0,0.0748586517892891,84.0,3.462035078359085,85.0,2.261119954393142,,,,,,,,,,,,,,
13,5G__aa3_KO,3.4891073831303903,1.3442194026416454,2.0,74.0,4.439614038140828,75.0,2.538600728119953,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,3.394852989103706,0.67272350190968,2.0,76.0,3.870540339167602,77.0,2.91916563903981,,,,,,,,,,,,,,,,,,,,
