,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,-3.811765717879704e-15,1.5684727236336335,12.0,0.0,1.09528386481608,1.0,0.7075596196991132,22.0,1.6719615420903062,23.0,1.4922067137218848,24.0,-0.7412591084786496,25.0,1.998433274963012,26.0,1.558898559018721,27.0,-1.5172886188980772,28.0,-1.3536845663234702,29.0,-2.5146808588354195,30.0,-1.069676909013931,31.0,-1.3277535127596156
1,5G__lowO2_fast_growth,-3.381723615686169,1.685636432882106,12.0,2.0,-6.475256267029632,3.0,-4.633735442996173,17.0,-5.006785420637204,18.0,-2.5043189044304768,19.0,-2.32245333698376,20.0,-4.402262620660419,21.0,-4.494651438632291,32.0,-1.835835254656708,33.0,-1.403515802527711,34.0,-4.239955236288624,35.0,-1.37137990071469,36.0,-1.890533762676335
2,5G__lowCH4,-4.867625194104004,1.5197898196196347,8.0,4.0,-5.530063070960567,5.0,-5.251843838542728,6.0,-6.9248676491652335,7.0,-6.494409186024242,8.0,-4.344141590249497,9.0,-4.7164889346256285,10.0,-2.539172370783573,11.0,-3.140014912480569,,,,,,,,
3,5G__MeOH,-13.43709331239316,2.466813741158589,7.0,12.0,-13.509900938713129,13.0,-12.862600592256385,14.0,-12.787228706224992,15.0,-10.59174148655,16.0,-10.922254358023729,37.0,-16.436517321131774,38.0,-16.949409783852108,,,,,,,,,,
4,5G__NoCu,-2.240426263281603,0.5446335089636696,3.0,39.0,-1.879003356560857,46.0,-2.866845884571648,47.0,-1.975429548712304,,,,,,,,,,,,,,,,,,
5,5G__medCu,2.6620000852472527,2.3428276870637106,7.0,40.0,4.453787001760586,50.0,-0.3302905660831246,51.0,-1.0717491536401822,52.0,4.410410111720889,53.0,4.180472994016689,60.0,3.689467630256338,61.0,3.301902578699573,,,,,,,,,,
6,5G__highCu,3.921105978687546,0.7877409000899527,5.0,41.0,5.176366409024378,42.0,4.02340050526623,43.0,3.867111731394617,44.0,3.1219327068412905,45.0,3.416718540911216,,,,,,,,,,,,,,
7,5G__lowCu,-2.1039532187844405,2.002361471968843,8.0,48.0,-3.254077716517152,49.0,-3.9343492643199625,54.0,-2.9395229612019365,55.0,-4.499375508090702,56.0,-1.4155798387654357,57.0,-2.3118086177629698,58.0,0.8553208703007305,59.0,0.6677672860819056,,,,,,,,
8,5G__highO2_slow_growth,-14.084076076796666,1.634850577812211,4.0,62.0,-15.47618555441444,63.0,-12.546489135917271,64.0,-15.517969647291178,65.0,-12.795659969563768,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-13.832371200883937,1.7738028490687712,4.0,66.0,-11.22805465023804,67.0,-14.43368889091367,68.0,-14.45368662050259,69.0,-15.21405464188145,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-33.13129350636569,0.04798566459559326,2.0,70.0,-33.0973625175304,71.0,-33.165224495200974,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-20.979193967399812,3.5532023959687513,5.0,72.0,-26.6913027369798,78.0,-19.2221595550508,79.0,-17.167983367717706,82.0,-21.260785722689477,83.0,-20.553738454561262,,,,,,,,,,,,,,
12,5G__NoLanthanum,-20.311252370047242,5.101671964186548,5.0,73.0,-27.83600022758619,80.0,-17.924157837569254,81.0,-16.31948758851666,84.0,-23.28777709701834,85.0,-16.188839099545778,,,,,,,,,,,,,,
13,5G__aa3_KO,-11.588924591428576,2.323231526361266,2.0,74.0,-13.231697357985,75.0,-9.946151824872151,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-14.068274435713908,1.4581798082659942,2.0,76.0,-13.037185605099724,77.0,-15.099363266328092,,,,,,,,,,,,,,,,,,,,
