,0
gene_id,EQU24_RS10545
name,<i>Not Available</i>
operon,1500
gene_product,hypothetical protein
cog,Cell motility
regulator,<i>Not Available</i>
link,"<a href=""https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10545"">BioCyc</a>"
