,EQU24_RS21260
5GB1_FM03_TR1_QC_tpm,2.626819281083632
5GB1_FM03_TR2_QC_tpm,0.0139678698230474
5GB1_FM11_TR1_QC_tpm,-7.825448049626288
5GB1_FM11_TR2_QC_tpm,0.2568657867176251
5GB1_FM12_TR1_tpm,-0.5310667962393328
5GB1_FM12_TR1_QC_tpm,0.139404078812046
5GB1_FM12_TR2_tpm,0.0761594699820664
5GB1_FM12_TR2_QC_tpm,-0.7968795137350893
5GB1_FM14_TR1_tpm,-0.3485968749032105
5GB1_FM14_TR1_QC_tpm,-0.0948006249961361
5GB1_FM14_TR2_tpm,-1.3501126316790242
5GB1_FM14_TR2_QC_tpm,-1.8085620536235432
5GB1_FM18_TR1_QC_tpm,0.887515001939559
5GB1_FM18_TR2_tpm,1.0221415575537365
5GB1_FM18_TR2_QC_tpm,1.5243994588610943
5GB1_FM18_TR3_tpm,0.3745589740806967
5GB1_FM18_TR3_QC_tpm,1.0075795300990908
5GB1_FM19_TR1_tpm,-0.6918758914259603
5GB1_FM19_TR1_QC_tpm,0.2159657591631023
5GB1_FM19_TR1_UW_tpm,-0.0518589258621267
5GB1_FM19_TR3_tpm,-0.0515554430532998
5GB1_FM19_TR3_QC_tpm,-0.71177190256292
5GB1_FM20_TR1_QC_tpm,-7.825448049626288
5GB1_FM20_TR2_QC_tpm,1.328978290283373
5GB1_FM20_TR3_tpm,0.5841430927524607
5GB1_FM20_TR3_QC_tpm,0.4558743537685974
5GB1_FM20_TR3_UW_tpm,0.4916962681489267
5GB1_FM21_TR1_tpm,0.5078238694742039
5GB1_FM21_TR1_QC_tpm,-0.204406695679956
5GB1_FM21_TR2_tpm,0.8649465475490878
5GB1_FM21_TR2_QC_tpm,0.7321395867995941
5GB1_FM21_TR2_UW_tpm,0.4234655856233229
5GB1_FM22_TR1_tpm,-0.1146679395243581
5GB1_FM22_TR1_QC_tpm,-1.366550202696732
5GB1_FM22_TR3_tpm,-0.5671854352180379
5GB1_FM22_TR3_QC_tpm,0.8632793806084285
5GB1_FM22_TR3_UW_tpm,0.2466987983727564
5GB1_FM23_TR3_tpm,0.6035210218473022
5GB1_FM23_TR3_QC_tpm,0.4795523924158495
5GB1_FM34_T0_TR1_QC_tpm,1.6123782609134902
5GB1_FM34_T3_TR3_QC_tpm,0.7381856794330814
5GB1_FM34_T4_TR3_QC_tpm,0.4190476579992255
5GB1_FM34_T5_TR2_QC_tpm,1.4062148716866611
5GB1_FM34_T6_TR3_QC_tpm,-7.825448049626288
5GB1_FM34_T7_TR3_QC_tpm,0.5335898909541694
5GB1_FM34_T8_TR1_QC_tpm,2.218137672608228
5GB1_FM40_T0_TR1_QC_tpm,-0.3438059085680861
5GB1_FM40_T0m_TR2_tpm,-0.3631311106508994
5GB1_FM40_T10m_TR3_tpm,1.3884480730744837
5GB1_FM40_T10m_TR3_QC_tpm,0.9314108595538916
5GB1_FM40_T150m_TR1_QC_tpm,0.4317582838497555
5GB1_FM40_T150m_TR1_remake_tpm,-0.2953582462848092
5GB1_FM40_T180m_TR1_tpm,0.7547924059042006
5GB1_FM40_T180m_TR1_QC_tpm,0.6402722077127609
5GB1_FM40_T20m_TR2_tpm,-1.3219301082067612
5GB1_FM40_T20m_TR2_QC_tpm,0.5827014749663282
5GB1_FM40_T40m_TR1_tpm,1.560249006621058
5GB1_FM40_T40m_TR1_QC_tpm,0.6987795092934199
5GB1_FM40_T60m_TR1_tpm,0.0388465324515125
5GB1_FM40_T60m_TR1_QC_tpm,1.3447958961195978
5GB1_FM40_T90m_TR2_tpm,0.3838260820045416
5GB1_FM40_T90m_TR2_QC_tpm,0.2232436872819769
5GB1_FM69_t3_TR1_tpm,1.0552098519941426
5GB1_FM69_t3_TR1_UW_tpm,-0.8898417235485088
5GB1_FM69_t4_TR1_tpm,-0.0191594044453744
5GB1_FM69_t4_TR1_UW_tpm,-0.5357529672181518
5GB1_FM80_t2_TR1_tpm,-0.577654599407581
5GB1_FM80_t4_TR1_tpm,-0.2273351418918595
5GB1_FM81_t1_TR3_tpm,-0.6719357293853231
5GB1_FM81_t2_TR3_tpm,-0.9215617784901744
5GB1_LTrecycle_TR1_tpm,-0.1710788114468096
5GB1_LTrecycle_TR1_QC_tpm,-1.4933426312116729
5GB1_vial_wLa_TR3_tpm,0.2488131188883182
5GB1_vial_woLa_TR2_tpm,1.6469433527764397
5GB1_FM_85_TR1_tpm,-1.2152083847156148
5GB1_FM_85_TR2_tpm,-0.7481382254939835
5GB1_pA9_red_tpm,0.2235403697939351
5GB1_pA9_yellow_tpm,-0.5568686347512042
5GB1C-5G-La-BR1_tpm,1.781757643615009
5GB1C-5G-La-BR2_tpm,1.875832188205791
5GB1C-5G-N-BR1_tpm,1.6873794456987528
5GB1C-5G-N-BR2_tpm,1.0129489990565683
5GB1C-JG15-La-BR1_tpm,1.6656703292236965
5GB1C-JG15-La-BR2_tpm,1.854373215006728
5GB1C-JG15-N-BR1_tpm,1.3858097018329782
5GB1C-JG15-N-BR2_tpm,1.1221978254971574
