,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,1.7671049808617074e-15,1.500747478651816,12.0,0.0,-0.1163464196295933,1.0,0.5431348916711173,22.0,4.25280810385279,23.0,1.1756094178528642,24.0,-0.535183140337181,25.0,-0.3070631455352161,26.0,-0.4089714468576748,27.0,-1.083836300896015,28.0,-0.6170899893125531,29.0,-0.8071959910507381,30.0,-1.2001607863927792,31.0,-0.8957051933650001
1,5G__lowO2_fast_growth,-5.592785751649417,0.9264605174685562,12.0,2.0,-7.086648517212116,3.0,-7.6243959317605565,17.0,-5.5891614858179945,18.0,-4.947285913215271,19.0,-4.827753685291902,20.0,-5.574863637848084,21.0,-5.965511476658324,32.0,-5.743024426237794,33.0,-4.868706706431362,34.0,-5.241481642756558,35.0,-4.617638168213543,36.0,-5.026957428349489
2,5G__lowCH4,-9.708767364969422,3.3550264950720363,8.0,4.0,-12.056927614317006,5.0,-12.094545918593308,6.0,-13.731541005293934,7.0,-13.13079507705437,8.0,-7.40249815656,9.0,-7.534462720390946,10.0,-5.952640204945686,11.0,-5.766728222600125,,,,,,,,
3,5G__MeOH,-24.07036691972899,4.417143342672814,7.0,12.0,-25.91889894405625,13.0,-21.16555097733743,14.0,-21.286864835278188,15.0,-19.947190670896088,16.0,-20.452761788809983,37.0,-29.459650616953294,38.0,-30.2616506047717,,,,,,,,,,
4,5G__NoCu,-3.513860492933213,1.731346532900604,3.0,39.0,-1.6468094592176432,46.0,-3.8283939701708127,47.0,-5.066378049411184,,,,,,,,,,,,,,,,,,
5,5G__medCu,5.601767349183295,1.492712839582742,7.0,40.0,6.479509509028048,50.0,5.139498737369416,51.0,4.71736130877378,52.0,7.445181974150132,53.0,7.385238188748465,60.0,3.885727167158585,61.0,4.159854559054634,,,,,,,,,,
6,5G__highCu,5.420021911002874,1.9779451791722777,5.0,41.0,5.752453127660326,42.0,7.475208457866992,43.0,6.308584548865904,44.0,2.175920549326719,45.0,5.387942871294427,,,,,,,,,,,,,,
7,5G__lowCu,1.218666357194609,4.564723036643212,8.0,48.0,-1.796119254014512,49.0,-2.0444815858439527,54.0,-2.1320075263488505,55.0,0.1544016015353935,56.0,-0.3350994647341402,57.0,-0.6525884300236385,58.0,6.254384918601869,59.0,10.300840598384704,,,,,,,,
8,5G__highO2_slow_growth,-10.342577982966025,2.2975609893822795,4.0,62.0,-12.934970270040385,63.0,-11.04398006113618,64.0,-9.960464614715136,65.0,-7.430896985972406,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-7.19357798727343,2.5367766973119275,4.0,66.0,-3.413565620466734,67.0,-8.13197892983221,68.0,-8.837139698934473,69.0,-8.391627699860301,,,,,,,,,,,,,,,,
10,5G__LanzaTech,11.82575343460016,0.014991226938130268,2.0,70.0,11.836353832826417,71.0,11.8151530363739,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-26.3746952113406,2.393176625854874,5.0,72.0,-25.1236630063167,78.0,-26.375037294906285,79.0,-23.132451338875992,82.0,-28.01341123556877,83.0,-29.228913181035253,,,,,,,,,,,,,,
12,5G__NoLanthanum,-25.20853857198046,3.8332708247193463,5.0,73.0,-25.31358515919902,80.0,-27.004648547452003,81.0,-18.99287602010048,84.0,-29.314749378956503,85.0,-25.416833754194275,,,,,,,,,,,,,,
13,5G__aa3_KO,-1.3841718810856727,3.133496280587615,2.0,74.0,0.8315445877406544,75.0,-3.599888349912,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-0.8431619349259039,1.5077244086898878,2.0,76.0,-1.9092840884710012,77.0,0.2229602186191934,,,,,,,,,,,,,,,,,,,,
