,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,-3.7065258270037777e-16,0.20658267110428677,12.0,0.0,-0.3274496896098693,1.0,-0.272758114316936,22.0,0.1409127545766404,23.0,0.1958777796484652,24.0,0.3939329252179808,25.0,0.1036457510973338,26.0,0.1214320725601885,27.0,-0.1280000571194817,28.0,-0.1768274062952182,29.0,-0.0260801731999329,30.0,-0.0003544628749097,31.0,-0.0243313796842654
1,5G__lowO2_fast_growth,0.040552652711129115,0.20312400429526453,12.0,2.0,-0.4175632570664547,3.0,-0.2215338756640079,17.0,0.0397195816459676,18.0,0.0097494430786886,19.0,-0.062668467327362,20.0,0.0988434191292162,21.0,0.2725604326837043,32.0,0.0511845403285171,33.0,0.1899260160483935,34.0,0.126399069830926,35.0,0.313623401517475,36.0,0.0863915283284857
2,5G__lowCH4,-0.5293983606196002,0.13698676443151314,8.0,4.0,-0.6109087964656075,5.0,-0.7500636483797045,6.0,-0.6052918991718315,7.0,-0.5935590902501664,8.0,-0.354469093569544,9.0,-0.3576230062860768,10.0,-0.508788001178532,11.0,-0.4544833496553391,,,,,,,,
3,5G__MeOH,-1.3204191312349975,0.2674204680000236,7.0,12.0,-1.2028413082759029,13.0,-0.951623582017171,14.0,-1.1793069967155,15.0,-1.59109714025948,16.0,-1.690625362859545,37.0,-1.1573133983238133,38.0,-1.470126130193571,,,,,,,,,,
4,5G__NoCu,-0.1898743174522135,0.2455633549830111,3.0,39.0,-0.404080956324635,46.0,0.0781264793033988,47.0,-0.2436684753354043,,,,,,,,,,,,,,,,,,
5,5G__medCu,0.030306212901341934,0.13719833447242083,7.0,40.0,-0.1853126557516713,50.0,0.1520136187059391,51.0,0.2202300083031545,52.0,0.102111432579421,53.0,-0.0314687580341512,60.0,-0.0006877134664868,61.0,-0.0447424420268118,,,,,,,,,,
6,5G__highCu,-0.2065014758317675,0.38813071790903714,5.0,41.0,-0.2551756327136862,42.0,-0.5810853273408876,43.0,0.3214113776339085,44.0,-0.555250289487959,45.0,0.0375924927497868,,,,,,,,,,,,,,
7,5G__lowCu,-0.23256823300102603,0.1637042388529247,8.0,48.0,-0.2535119626815554,49.0,-0.1824311313933337,54.0,-0.1799339260378643,55.0,-0.421128959107925,56.0,-0.2519666421348319,57.0,-0.1429368008930085,58.0,0.0476354395979203,59.0,-0.4762718813576096,,,,,,,,
8,5G__highO2_slow_growth,-0.15116059147222843,0.24057175061582792,4.0,62.0,0.0945095438582699,63.0,-0.4715589432597724,64.0,-0.0512535811916476,65.0,-0.1763393852957637,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-0.118008489228377,0.1364774513981239,4.0,66.0,0.0626646559508792,67.0,-0.2228519078194084,68.0,-0.0874825653691386,69.0,-0.2243641396758402,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-2.0429015422091092,0.011359805908414261,2.0,70.0,-2.0348689464183067,71.0,-2.050934137999912,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,0.6502465343534085,1.3484812005578246,5.0,72.0,-1.589135871036727,78.0,0.7307314595094319,79.0,0.6937450492617296,82.0,1.788401906276392,83.0,1.6274901277562162,,,,,,,,,,,,,,
12,5G__NoLanthanum,0.3439714195065085,1.1752992020270572,5.0,73.0,-1.602706973723932,80.0,1.042272436867151,81.0,0.1420702243865577,84.0,0.790082283243227,85.0,1.3481391267595386,,,,,,,,,,,,,,
13,5G__aa3_KO,-1.4366059124790622,0.4463515016289853,2.0,74.0,-1.7522240860737162,75.0,-1.1209877388844085,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-0.09431410051323974,0.3255660780245248,2.0,76.0,0.1358958809822104,77.0,-0.3245240820086899,,,,,,,,,,,,,,,,,,,,
