,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,-1.753227193053893e-15,0.6477542064003731,12.0,0.0,-0.9827051654154508,1.0,-0.5625389454574541,22.0,0.2099783435802715,23.0,-0.3715103275693186,24.0,-0.4808464061999685,25.0,0.0893749530370198,26.0,-0.4881263260051761,27.0,0.1779111840299016,28.0,1.422282307136982,29.0,0.7461540196007357,30.0,-0.0096215699391538,31.0,0.2496479332015905
1,5G__lowO2_fast_growth,1.9805014147367395,0.8517568487661857,12.0,2.0,0.8495327451505101,3.0,2.741877857667758,17.0,2.801787369731025,18.0,2.3465044167505016,19.0,2.6076702698860323,20.0,3.260674686464021,21.0,2.549575164651576,32.0,1.0539232371549985,33.0,2.0788435658508324,34.0,0.9862259418999326,35.0,1.338236285752909,36.0,1.151165435880779
2,5G__lowCH4,7.2471908944349686,2.577634666878561,8.0,4.0,5.215151038881207,5.0,4.738967158880786,6.0,4.7286744088888994,7.0,4.948206709029938,8.0,8.824482555117244,9.0,8.970459655866064,10.0,9.702027143561011,11.0,10.8495584852546,,,,,,,,
3,5G__MeOH,1.7919699775288425,1.7688053348173793,7.0,12.0,-0.5387947389563532,13.0,2.057404595530797,14.0,1.5048886365223269,15.0,3.8835771483586647,16.0,4.279960112688983,37.0,0.9444640289099208,38.0,0.4122900596475582,,,,,,,,,,
4,5G__NoCu,1.943643173542941,5.980261293841659,3.0,39.0,-4.9603977150521406,46.0,5.276543094520013,47.0,5.51478414116095,,,,,,,,,,,,,,,,,,
5,5G__medCu,1.1308799899948092,3.271998076236923,7.0,40.0,-5.508091024148103,50.0,4.1852072944599135,51.0,4.136351028339229,52.0,1.203948833896475,53.0,0.7628841308583206,60.0,0.7693887403128821,61.0,2.3664709262449475,,,,,,,,,,
6,5G__highCu,-4.794144158907198,0.7502221792839218,5.0,41.0,-5.996774334141925,42.0,-3.930390822928709,43.0,-4.569212756545007,44.0,-4.706690361936942,45.0,-4.767652518983403,,,,,,,,,,,,,,
7,5G__lowCu,4.964948482017424,1.5816882490187978,8.0,48.0,6.8808078339799135,49.0,6.320222676326302,54.0,6.160060892014325,55.0,5.683952296519348,56.0,4.772693687429882,57.0,4.332947705499826,58.0,3.0232992115800457,59.0,2.5456035527897467,,,,,,,,
8,5G__highO2_slow_growth,14.578704724831358,1.1915821449879718,4.0,62.0,15.35547216175685,63.0,15.806645950392651,64.0,13.839948866209538,65.0,13.31275192096639,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,11.258001494622643,1.0333921234795593,4.0,66.0,9.850256893564676,67.0,11.78121241410701,68.0,12.228000937024207,69.0,11.172535733794682,,,,,,,,,,,,,,,,
10,5G__LanzaTech,6.440157903614518,0.3853499223456069,2.0,70.0,6.16767436039423,71.0,6.712641446834806,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,15.208235371640868,1.6084991997964824,5.0,72.0,13.095971490314115,78.0,16.39897084511734,79.0,13.9643333756105,82.0,16.828413334187548,83.0,15.75348781297484,,,,,,,,,,,,,,
12,5G__NoLanthanum,13.097066130503396,1.3914167600710245,5.0,73.0,13.332445926657238,80.0,13.793943343229875,81.0,10.928475724698371,84.0,14.646918511061928,85.0,12.783547146869571,,,,,,,,,,,,,,
13,5G__aa3_KO,11.370636015980462,1.162042693174889,2.0,74.0,12.192324284352706,75.0,10.54894774760822,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,6.624277465079903,1.5485619417246004,2.0,76.0,7.719276115160775,77.0,5.529278814999031,,,,,,,,,,,,,,,,,,,,
