,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,9.159339953157541e-16,0.5507878612249575,12.0,0.0,-0.1355568654494063,1.0,0.0789976296309521,22.0,-0.1279496919819486,23.0,-1.3473930023496197,24.0,-0.4354446857726787,25.0,0.0355946513426038,26.0,-0.3442884071371382,27.0,0.3874185913321248,28.0,0.5206790035767301,29.0,0.7453233226771325,30.0,0.3291553832522471,31.0,0.2934640708790121
1,5G__lowO2_fast_growth,1.018120527262105,0.46232822221312736,12.0,2.0,0.7680371351531978,3.0,0.479257162485226,17.0,1.0334960855412698,18.0,1.600076438610624,19.0,1.5561555659138802,20.0,0.7006433969368451,21.0,0.6789776690511559,32.0,1.708337113056407,33.0,1.5280277941686409,34.0,0.4021709299930318,35.0,0.9008345701529378,36.0,0.8614324660820439
2,5G__lowCH4,0.6128697223866328,1.09457768271954,8.0,4.0,1.468771373296154,5.0,1.5423870667981765,6.0,1.87150103684318,7.0,1.6018264659123247,8.0,-0.1111281493332098,9.0,-0.6796458221083503,10.0,-0.4004329561968285,11.0,-0.3903212361183835,,,,,,,,
3,5G__MeOH,4.80774451228571,1.0869730301230918,7.0,12.0,4.921904328086047,13.0,3.4964559814083054,14.0,4.107755098315543,15.0,4.494955972392293,16.0,4.138102273111172,37.0,5.952215225614957,38.0,6.542822707071659,,,,,,,,,,
4,5G__NoCu,-1.5883772011974429,0.20314989574191397,3.0,39.0,-1.7837411275968826,46.0,-1.6031433697576427,47.0,-1.3782471062378034,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.4811805759657132,0.4812073563759027,7.0,40.0,-0.652120349040898,50.0,-0.9469120722343636,51.0,-0.8891691363867575,52.0,-0.2287698537061652,53.0,0.3832432190951926,60.0,-0.8029582748228102,61.0,-0.2315775646641906,,,,,,,,,,
6,5G__highCu,-0.017003178698997735,0.5671695267625565,5.0,41.0,-0.6168955058686014,42.0,-0.5231548953812878,43.0,-0.0500389277939842,44.0,0.6545709664036076,45.0,0.4505024691452772,,,,,,,,,,,,,,
7,5G__lowCu,-1.2674405832689666,0.359569747602139,8.0,48.0,-1.320348605242713,49.0,-1.303309747962502,54.0,-1.3574123441816963,55.0,-1.999310460944764,56.0,-1.2300159220058766,57.0,-0.7938465884190907,58.0,-1.228398869460524,59.0,-0.9068821279345652,,,,,,,,
8,5G__highO2_slow_growth,-2.145311564598535,0.39660753701556256,4.0,62.0,-1.7242054931846769,63.0,-2.34901499697985,64.0,-1.915312980233839,65.0,-2.5927127879957736,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-0.5334753527337426,0.7209738766938933,4.0,66.0,-1.0739753870388364,67.0,0.4650689509634327,68.0,-1.0499663576868226,69.0,-0.4750286171727441,,,,,,,,,,,,,,,,
10,5G__LanzaTech,1.8830354397526996,0.1260085071285409,2.0,70.0,1.9721369096304844,71.0,1.793933969874915,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-1.063999244960231,3.9029845249676183,5.0,72.0,-7.700539070610558,78.0,1.13166118438307,79.0,2.31791400627905,82.0,-0.7222997486680767,83.0,-0.3467325961846393,,,,,,,,,,,,,,
12,5G__NoLanthanum,-2.5364230696828693,6.499148154586583,5.0,73.0,-8.518580384760474,80.0,-0.9896438970996424,81.0,7.34200917532188,84.0,-8.28946231697273,85.0,-2.22643792490338,,,,,,,,,,,,,,
13,5G__aa3_KO,1.3395664292579776,0.48153292677608445,2.0,74.0,0.999071231370003,75.0,1.680061627145952,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-2.037991159089095,0.2440426349053037,2.0,76.0,-1.865426957048922,77.0,-2.210555361129268,,,,,,,,,,,,,,,,,,,,
