,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,-7.118148663091498e-16,0.21476055583926282,12.0,0.0,0.2348180379967717,1.0,-0.159083648526531,22.0,0.3360200704233236,23.0,0.1848853030448438,24.0,-0.2286927638332594,25.0,0.1685637551364456,26.0,0.13371942891236,27.0,-0.1579871800107923,28.0,-0.0183743100684647,29.0,-0.3876374354292462,30.0,-0.0548458633309998,31.0,-0.0513853943144599
1,5G__lowO2_fast_growth,-0.39074537388926883,0.27982836174084724,12.0,2.0,-0.3219002611141572,3.0,-0.2725864805463107,17.0,-1.0216963314216967,18.0,-0.3240315682200334,19.0,-0.3269610651270467,20.0,-0.4279914884417701,21.0,-0.5594001892504998,32.0,-0.2305923304270258,33.0,0.0088733281241681,34.0,-0.7871733159978573,35.0,-0.22544116346831,36.0,-0.2000436207806863
2,5G__lowCH4,-0.6615044922160895,0.11782217153115909,8.0,4.0,-0.7030497977066403,5.0,-0.6467725960891588,6.0,-0.6126055363213574,7.0,-0.6110167155904804,8.0,-0.4942018881720216,9.0,-0.576461178409267,10.0,-0.7901817138220828,11.0,-0.8577465116177079,,,,,,,,
3,5G__MeOH,-0.5586078301510116,0.21741527545219186,7.0,12.0,-0.8023730441342067,13.0,-0.7284415589161366,14.0,-0.7245953771489635,15.0,-0.2436727101014755,16.0,-0.3097907655916065,37.0,-0.4933315144058641,38.0,-0.6080498407588282,,,,,,,,,,
4,5G__NoCu,-0.0862759300077034,0.13573682631283024,3.0,39.0,-0.1673925273071113,46.0,-0.1618621932169333,47.0,0.0704269305009344,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.05048183818088691,0.1422750148698336,7.0,40.0,-0.1075699542409127,50.0,0.099306767515241,51.0,0.1935634553343623,52.0,-0.1667259294077228,53.0,-0.1641316231898386,60.0,-0.0588430211678732,61.0,-0.1489725621094644,,,,,,,,,,
6,5G__highCu,-0.056023295874988756,0.18119150146069637,5.0,41.0,-0.1531112707143966,42.0,-0.3151689115383416,43.0,0.1369976277731028,44.0,-0.0200385119254038,45.0,0.0712045870300954,,,,,,,,,,,,,,
7,5G__lowCu,0.00717041191054099,0.1249152890175191,8.0,48.0,0.0792671590074993,49.0,0.048677183032173,54.0,0.0332334825754054,55.0,-0.2137503077136129,56.0,-0.0380158158132566,57.0,-0.1237225272681055,58.0,0.1522052504455668,59.0,0.1194688710186584,,,,,,,,
8,5G__highO2_slow_growth,0.13431916395371735,0.3638647041371767,4.0,62.0,-0.0732451532223077,63.0,0.6005973997525471,64.0,-0.2222247051494941,65.0,0.2321491144341241,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-0.7380899627917987,0.14296638092341626,4.0,66.0,-0.5588214050591045,67.0,-0.6869290345045531,68.0,-0.8506002803047137,69.0,-0.8560091312988236,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-0.984740654025682,0.1283627096696788,2.0,70.0,-0.8939745115667721,71.0,-1.075506796484592,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,0.2910267129283627,0.1627396848293053,5.0,72.0,0.0116124493370151,78.0,0.2823243746481081,79.0,0.3923729118706909,82.0,0.3905809879979989,83.0,0.3782428407880003,,,,,,,,,,,,,,
12,5G__NoLanthanum,0.3338392330152967,0.20501391201884717,5.0,73.0,0.054375064642163,80.0,0.4682822745257722,81.0,0.2868579424253807,84.0,0.2696718464260517,85.0,0.5900090370571158,,,,,,,,,,,,,,
13,5G__aa3_KO,-0.9553766855539156,0.29921277367377436,2.0,74.0,-1.1669520668362772,75.0,-0.7438013042715541,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-0.3306407736853796,0.02464085515047785,2.0,76.0,-0.3480644894565179,77.0,-0.3132170579142412,,,,,,,,,,,,,,,,,,,,
