,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,2.0261570199409107e-15,1.3655643538494389,12.0,0.0,2.6624966934729746,1.0,0.624820212123841,22.0,-1.4936617964222054,23.0,-0.1883667330092556,24.0,-0.9209200199198248,25.0,-1.652824387851671,26.0,0.3704968665371972,27.0,-0.0710922444495013,28.0,-0.4095141607673185,29.0,-0.840327299769484,30.0,2.430748342121376,31.0,-0.5118554720661038
1,5G__lowO2_fast_growth,-1.7281918573649342,5.325415763446981,12.0,2.0,3.003925746914794,3.0,0.1604516289060667,17.0,-0.8961979723088457,18.0,-0.1421108936829085,19.0,-0.1252298733706381,20.0,-1.8637868237204525,21.0,-18.23149626391345,32.0,-0.7865044231079084,33.0,-0.4277884067943065,34.0,-1.0285416842977173,35.0,-0.4360195865342489,36.0,0.0349962635304063
2,5G__lowCH4,1.0171770869269572,0.7665882373046123,8.0,4.0,1.1641239549890003,5.0,1.3911193243704845,6.0,1.4337186915386446,7.0,2.208929699325625,8.0,0.8608906198532206,9.0,1.0430054529342148,10.0,0.4276019106102667,11.0,-0.3919729582058005,,,,,,,,
3,5G__MeOH,1.2632198321034036,1.2652496538536477,7.0,12.0,-1.0486745338236385,13.0,0.8939450365637647,14.0,1.933079930613398,15.0,1.1801404433332463,16.0,0.9527407696155508,37.0,1.8824663034635205,38.0,3.048840874957983,,,,,,,,,,
4,5G__NoCu,0.8617184170103203,0.6954918626167019,3.0,39.0,0.2040214345697367,46.0,0.7914617335805424,47.0,1.5896720828806814,,,,,,,,,,,,,,,,,,
5,5G__medCu,0.38825696101745727,0.8440811996794867,7.0,40.0,-0.8700032709406416,50.0,1.2461240277189394,51.0,0.8029939873262592,52.0,1.0479682691946226,53.0,-0.7239798943789358,60.0,0.695056087003641,61.0,0.5196395211983165,,,,,,,,,,
6,5G__highCu,-0.24348323745548553,1.548039193792815,5.0,41.0,-2.4423353293465007,42.0,-0.9367517154779508,43.0,1.4939546763945786,44.0,0.874595159238645,45.0,-0.2068789780861998,,,,,,,,,,,,,,
7,5G__lowCu,0.9388627198851341,0.5769744026004194,8.0,48.0,0.9815043920017054,49.0,1.195796677003391,54.0,1.0106755813149708,55.0,-0.0400348684127969,56.0,1.067006229558339,57.0,1.519757460431974,58.0,1.5736824709178383,59.0,0.2025138162656513,,,,,,,,
8,5G__highO2_slow_growth,2.5704180685820965,1.7284068327231732,4.0,62.0,1.5324754534766487,63.0,3.315917111250951,64.0,0.8079341124437301,65.0,4.6253455971570565,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,0.40832812645867,0.45422084548632385,4.0,66.0,-0.1915348557578777,67.0,0.3049869396235526,68.0,0.7355716456851012,69.0,0.7842887762839038,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-2.14135786988072,1.6871299843123795,2.0,70.0,-3.334338922531157,71.0,-0.9483768172302828,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,4.2291863038118995,0.5049804927789789,5.0,72.0,4.187170289817427,78.0,3.5162518616582994,79.0,4.018966703653801,82.0,4.709380827552393,83.0,4.714161836377577,,,,,,,,,,,,,,
12,5G__NoLanthanum,2.499051671521208,0.9763658583241414,5.0,73.0,2.195190993282199,80.0,3.3108055353386074,81.0,1.0866770035806106,84.0,3.524895032724841,85.0,2.3776897926797824,,,,,,,,,,,,,,
13,5G__aa3_KO,1.474034286420693,0.10443061558575094,2.0,74.0,1.400190689976523,75.0,1.5478778828648632,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,0.38908569895852535,0.14538115554518027,2.0,76.0,0.4918856999012586,77.0,0.2862856980157921,,,,,,,,,,,,,,,,,,,,
