,0
gene_id,EQU24_RS12895
name,<i>Not Available</i>
operon,1214
gene_product,TRAP transporter large permease subunit
cog,Q
regulator,<i>Not Available</i>
link,"<a href=""https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12895"">BioCyc</a>"
