,11
5G_uMax:1,-0.0954674572690927
5G_uMax:2,-0.2732930484180058
5G_lowO2_fast_growth:1,1.0195705753020854
5G_lowO2_fast_growth:2,0.7219307771086253
5G_lowCH4:1,2.164885225886876
5G_lowCH4:2,1.936977402508443
5G_lowCH4:3,1.6892381088342987
5G_lowCH4:4,1.6944411372671844
5G_lowCH4:5,2.382478223348309
5G_lowCH4:6,2.6227820626113787
5G_lowCH4:7,2.3009389162803755
5G_lowCH4:8,2.2923742794431043
5G_MeOH:1,-6.9329746822747085
5G_MeOH:2,-6.947292316485612
5G_MeOH:3,-7.109008014240022
5G_MeOH:4,-7.141782227567072
5G_MeOH:5,-7.475496900658283
5G_lowO2_fast_growth:3,4.924130258950509
5G_lowO2_fast_growth:4,4.268032059515926
5G_lowO2_fast_growth:5,4.17530335329815
5G_lowO2_fast_growth:6,4.062957067873164
5G_lowO2_fast_growth:7,4.084223958388842
5G_uMax:3,0.1516610050196099
5G_uMax:4,-0.4856724181216148
5G_uMax:5,0.2691326195946917
5G_uMax:6,-0.3376688209970264
5G_uMax:7,0.0009155142498908
5G_uMax:8,-0.0227229832682776
5G_uMax:9,-0.1000518472477695
5G_uMax:10,0.4128648882752317
5G_uMax:11,0.2771259590586747
5G_uMax:12,0.2031765891237133
5G_lowO2_fast_growth:8,1.5671434347299753
5G_lowO2_fast_growth:9,2.0575047345099065
5G_lowO2_fast_growth:10,2.529459084760953
5G_lowO2_fast_growth:11,1.7371858359493404
5G_lowO2_fast_growth:12,1.6939553670612266
5G_MeOH:6,-0.3651754224524921
5G_MeOH:7,-0.2352074335376906
5G_NoCu:1,0.8619512824553769
5G_medCu:1,1.682725871677337
5G_highCu:1,1.476466674334965
5G_highCu:2,1.5162316400223228
5G_highCu:3,1.875107340556232
5G_highCu:4,1.6270431663399985
5G_highCu:5,1.800024513975178
5G_NoCu:2,-1.525244865332475
5G_NoCu:3,-1.9235575885448597
5G_lowCu:1,-1.87765657827884
5G_lowCu:2,-1.2946885344436632
5G_medCu:2,-0.942297989716151
5G_medCu:3,-0.5994468358743599
5G_medCu:4,0.5180083388886819
5G_medCu:5,0.939782162231882
5G_lowCu:3,-1.0158669349343237
5G_lowCu:4,-0.826149578541629
5G_lowCu:5,-1.09253417890324
5G_lowCu:6,-1.0934031582609518
5G_lowCu:7,-0.2276388676651131
5G_lowCu:8,0.3488922581442714
5G_medCu:6,0.7306154187798158
5G_medCu:7,0.3945386020624557
5G_highO2_slow_growth:1,3.922314036692813
5G_highO2_slow_growth:2,2.952443174169431
5G_highO2_slow_growth:3,4.7457896564620405
5G_highO2_slow_growth:4,3.5898304529553284
5G_NO3_lowO2_slow_growth:1,9.52675758212297
5G_NO3_lowO2_slow_growth:2,7.227192542572834
5G_NO3_lowO2_slow_growth:3,6.335989917814271
5G_NO3_lowO2_slow_growth:4,6.518255384312386
5G_LanzaTech:1,2.4658788301936347
5G_LanzaTech:2,3.4363568993105598
5G_WithLanthanum:1,-4.981296467907078
5G_NoLanthanum:1,-4.966384285212751
5G_aa3_KO:1,-16.254206378873565
5G_aa3_KO:2,-17.88225885248066
5G_crotonic_acid:1,-3.350193864180349
5G_crotonic_acid:2,-3.1139321606830936
5G_WithLanthanum:2,-6.423918361350897
5G_WithLanthanum:3,-4.273408902403022
5G_NoLanthanum:2,-5.3695878521487215
5G_NoLanthanum:3,-1.9687921097444008
5G_WithLanthanum:4,-6.225946372640638
5G_WithLanthanum:5,-6.232145442518889
5G_NoLanthanum:4,-5.866438927585093
5G_NoLanthanum:5,-4.371275604015142
