,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,8.743006318923108e-16,0.2783812271753521,12.0,0.0,-0.4979449892745018,1.0,-0.2598369205754647,22.0,0.2734386765181869,23.0,0.128023093078168,24.0,-0.0454818141363668,25.0,0.4207302646546393,26.0,0.398937075066593,27.0,-0.0665956419872291,28.0,-0.0053346922438626,29.0,-0.3179222789516718,30.0,0.0148935426488696,31.0,-0.0429063147973494
1,5G__lowO2_fast_growth,-0.5004609485646053,0.29434037986942513,12.0,2.0,-0.8986004386922506,3.0,-0.7232859372199885,17.0,-1.0540718551836887,18.0,-0.5328275422466575,19.0,-0.4781842317041596,20.0,-0.4085210049411092,21.0,-0.4434197840310689,32.0,-0.2607484419623658,33.0,-0.3194720554775436,34.0,-0.6648671007097935,35.0,-0.1561829474223541,36.0,-0.0653500431842832
2,5G__lowCH4,-1.0278636725306929,0.2647168885222408,8.0,4.0,-1.3151889502343632,5.0,-1.3316763208901898,6.0,-1.1975248450332074,7.0,-1.1258515522481396,8.0,-0.6278220453141676,9.0,-0.7024800162572662,10.0,-0.996398168737148,11.0,-0.925967481531062,,,,,,,,
3,5G__MeOH,-2.2426306933973263,0.211530486347451,7.0,12.0,-2.3260327463636656,13.0,-2.1976302734092634,14.0,-2.3266034050664306,15.0,-1.9137000754860445,16.0,-2.017670745150408,37.0,-2.442062920487075,38.0,-2.4747146878183965,,,,,,,,,,
4,5G__NoCu,-0.41207555547897573,0.3444155875140515,3.0,39.0,-0.65507589802725,46.0,-0.5632202485681992,47.0,-0.017930519841478,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.22164244247531364,0.1419633655366204,7.0,40.0,-0.2467448965007728,50.0,-0.0218962109023559,51.0,-0.0182370459581289,52.0,-0.3428708199085983,53.0,-0.3417923761839212,60.0,-0.3065209830394995,61.0,-0.2734347648339188,,,,,,,,,,
6,5G__highCu,-0.1555133021352569,0.1728771232614176,5.0,41.0,-0.1694311534982313,42.0,-0.3815161937139892,43.0,-0.0663153871616897,44.0,-0.2366127968937146,45.0,0.0763090205913403,,,,,,,,,,,,,,
7,5G__lowCu,-0.4711166585507395,0.15686205649375534,8.0,48.0,-0.5103884761623192,49.0,-0.4571468761277755,54.0,-0.3830076874356125,55.0,-0.6540408717986157,56.0,-0.6830366012861155,57.0,-0.4881187398003748,58.0,-0.1889756938251015,59.0,-0.404218321970001,,,,,,,,
8,5G__highO2_slow_growth,-0.8672957121914748,0.17037490427517207,4.0,62.0,-0.939396560853317,63.0,-0.6307112412154057,64.0,-1.028228846665499,65.0,-0.8708462000316777,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-1.5277072066816049,0.24125721182863108,4.0,66.0,-1.2304314318694995,67.0,-1.4333414414984844,68.0,-1.7055586288289837,69.0,-1.741497324529452,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-1.8139659382362945,0.18117725757709555,2.0,70.0,-1.6858542708067483,71.0,-1.9420776056658404,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-1.5990327194248972,0.6165534629462619,5.0,72.0,-2.6788527390644896,78.0,-1.54452540117793,79.0,-1.2298294896443478,82.0,-1.274102393743683,83.0,-1.267853573494035,,,,,,,,,,,,,,
12,5G__NoLanthanum,-1.1512464825879554,0.5117835336335855,5.0,73.0,-1.9271649829470905,80.0,-1.1805746937638846,81.0,-0.7960620943041414,84.0,-1.2558711118547885,85.0,-0.5965595300698716,,,,,,,,,,,,,,
13,5G__aa3_KO,-2.050947141001243,0.520660774821757,2.0,74.0,-2.4191099055755494,75.0,-1.6827843764269366,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-0.1007708815087351,0.06957760886397817,2.0,76.0,-0.1499696805551993,77.0,-0.0515720824622709,,,,,,,,,,,,,,,,,,,,
