,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,6.291263806209221e-16,4.295576352467977,12.0,0.0,-5.2527624035179485,1.0,-5.927509336950196,22.0,5.286893809968097,23.0,-4.905721540440066,24.0,4.315729373703137,25.0,-3.554148245050222,26.0,0.9728637317309516,27.0,2.635247360949699,28.0,2.7053389109427792,29.0,4.483415927619504,30.0,-3.648530226685901,31.0,2.889182637730173
1,5G__lowO2_fast_growth,1.3392849921545213,3.177268500883794,12.0,2.0,-3.5749255121359687,3.0,-4.296289088829735,17.0,4.538196179398182,18.0,2.825913584572413,19.0,2.565038573661114,20.0,1.6460687035092028,21.0,-3.298234542719521,32.0,1.8358316587104344,33.0,3.1403925360980804,34.0,3.561926845940216,35.0,4.358349809439461,36.0,2.7691511582103776
2,5G__lowCH4,-0.13188288252188557,2.453467630967899,8.0,4.0,0.0801161024156204,5.0,0.6049201063971769,6.0,0.232154048320521,7.0,3.021134277450868,8.0,-3.3830196308598977,9.0,-4.095530301712784,10.0,0.4011633999403232,11.0,2.0839989378730874,,,,,,,,
3,5G__MeOH,-0.776518184126279,2.5116464368057176,7.0,12.0,2.493195365460042,13.0,1.273722330817687,14.0,1.8271242595579744,15.0,-3.3103824792325662,16.0,-2.662394050276464,37.0,-2.7034312176526707,38.0,-2.353461497557957,,,,,,,,,,
4,5G__NoCu,-0.8536224406818516,3.707047574200972,3.0,39.0,0.5631829832121061,46.0,-5.060124423734184,47.0,1.9360741184765236,,,,,,,,,,,,,,,,,,
5,5G__medCu,-1.042186340281211,3.1640873539264374,7.0,40.0,-4.049215380133616,50.0,1.875456375692512,51.0,2.509592120552562,52.0,0.0121654148122191,53.0,-3.9978666053381,60.0,-4.891312011210495,61.0,1.2458757036564398,,,,,,,,,,
6,5G__highCu,-3.0229409366070397,2.677763989405524,5.0,41.0,1.7458188339911396,42.0,-4.044598327661095,43.0,-4.294951532233576,44.0,-3.932023944313578,45.0,-4.5889497128180885,,,,,,,,,,,,,,
7,5G__lowCu,-0.5247557572835712,2.874636404761559,8.0,48.0,-5.238470747445765,49.0,-4.824625145460888,54.0,1.5116676845877413,55.0,2.189004609606853,56.0,0.1334548096766404,57.0,0.8873142582106933,58.0,1.201553857800369,59.0,-0.0579453852442154,,,,,,,,
8,5G__highO2_slow_growth,-1.079234556664173,4.450425629795954,4.0,62.0,2.2023002625648918,63.0,-5.089953840394162,64.0,3.3039811914622823,65.0,-4.733265840289705,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,3.9910040172824237,0.6135255779278891,4.0,66.0,4.10102705837052,67.0,3.250478968508352,68.0,4.736366690366734,69.0,3.876143351884088,,,,,,,,,,,,,,,,
10,5G__LanzaTech,0.05234092353155595,4.665192175985399,2.0,70.0,-3.246448099646145,71.0,3.351129946709257,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,1.166892874875598,2.8393700959815913,5.0,72.0,-3.861658256010936,78.0,2.6893126926960425,79.0,2.2799335711911803,82.0,1.843005359275928,83.0,2.883871007225776,,,,,,,,,,,,,,
12,5G__NoLanthanum,1.9816783645596936,3.183406159240095,5.0,73.0,-3.662372012113544,80.0,3.5951389661947597,81.0,2.6930860349331742,84.0,3.463570885851678,85.0,3.818967947932401,,,,,,,,,,,,,,
13,5G__aa3_KO,2.539378573462063,0.20192999318177374,2.0,74.0,2.682164640965848,75.0,2.396592505958277,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,2.9953888763926715,0.9345235322771687,2.0,76.0,2.3345809495410803,77.0,3.656196803244263,,,,,,,,,,,,,,,,,,,,
