,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,-9.483155002006545e-17,0.29076431846464024,12.0,0.0,-0.4247767434255136,1.0,-0.1697577680040716,22.0,-0.4977117027801521,23.0,0.2494781269484072,24.0,0.0940438743768163,25.0,0.412311642838012,26.0,0.3550366763026922,27.0,-0.0273312117207638,28.0,-0.2171656500400685,29.0,-0.0797653110230385,30.0,0.2023145144428006,31.0,0.1033235520848787
1,5G__lowO2_fast_growth,-0.4857216502239589,0.4599323058481717,12.0,2.0,-0.5817063706575487,3.0,-0.0520054101355587,17.0,-1.5239880515426467,18.0,-0.9604598370589272,19.0,-0.855965850703658,20.0,-0.6532299528077008,21.0,-0.3208375536788672,32.0,-0.1845124444816663,33.0,-0.0715231844880417,34.0,-0.5096071112655745,35.0,-0.0119369745689885,36.0,-0.1028870612983281
2,5G__lowCH4,-0.5452215684273377,0.21068921532237977,8.0,4.0,-0.7096312816155006,5.0,-0.633136095122282,6.0,-0.7863944593938959,7.0,-0.7832675984051622,8.0,-0.3141912182031623,9.0,-0.2514006782893254,10.0,-0.4479300054860609,11.0,-0.4358212109033124,,,,,,,,
3,5G__MeOH,-1.613261480635516,0.24246355534871136,7.0,12.0,-1.7330538548175842,13.0,-1.4551961165671958,14.0,-1.4806782396206466,15.0,-1.4225187996947706,16.0,-1.3571897796527417,37.0,-1.9614940373042464,38.0,-1.8826995367914283,,,,,,,,,,
4,5G__NoCu,0.06435009549381478,0.1752115937052687,3.0,39.0,-0.0578741516274243,46.0,-0.0141623763092582,47.0,0.2650868144181268,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.28588039458258857,0.16236956701201383,7.0,40.0,-0.1174211248394376,50.0,-0.1415422676211388,51.0,-0.1780236675189215,52.0,-0.3876373649005353,53.0,-0.5481996358507866,60.0,-0.4051961827033787,61.0,-0.2231425186439217,,,,,,,,,,
6,5G__highCu,-0.054594015582403246,0.13858455963327887,5.0,41.0,-0.111632275299172,42.0,0.139743707614051,43.0,-0.2389738841663282,44.0,-0.0497352039699992,45.0,-0.0123724220905678,,,,,,,,,,,,,,
7,5G__lowCu,-0.23223053702467522,0.19113031157919075,8.0,48.0,-0.2654792019996304,49.0,-0.2687924623653508,54.0,-0.1292309608862867,55.0,-0.4366707526880393,56.0,-0.3624351258769476,57.0,-0.2402909869223366,58.0,0.1832479871389916,59.0,-0.3381927925978019,,,,,,,,
8,5G__highO2_slow_growth,0.34646844998276705,0.1262072118080509,4.0,62.0,0.3676698101866131,63.0,0.511900416748647,64.0,0.2888697670306266,65.0,0.2174338059651814,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-0.2063674285811694,0.1338222585248936,4.0,66.0,-0.0237070464829312,67.0,-0.2156902083996632,68.0,-0.3442734185405234,69.0,-0.2417990409015598,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-0.5392185313580984,0.17802641844227426,2.0,70.0,-0.6651022190689844,71.0,-0.4133348436472124,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,0.979633677844902,0.6158947575437541,5.0,72.0,-0.0234004969927124,78.0,0.9768691858722072,79.0,0.9750962906870616,82.0,1.4646752009684922,83.0,1.5049282086894609,,,,,,,,,,,,,,
12,5G__NoLanthanum,0.8637799330263999,0.5498115861241241,5.0,73.0,-0.0702854192631443,80.0,1.1389742044828006,81.0,0.8064767670442672,84.0,1.1971211191634348,85.0,1.246612993704641,,,,,,,,,,,,,,
13,5G__aa3_KO,-0.47100682770112945,0.03362929137633453,2.0,74.0,-0.4947863276798339,75.0,-0.447227327722425,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,0.21164150024428569,0.042985029828126,2.0,76.0,0.1812464941633118,77.0,0.2420365063252596,,,,,,,,,,,,,,,,,,,,
