,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,-1.6977160418226351e-15,0.3206076279901673,12.0,0.0,-0.063541484754132,1.0,-0.1199968405518625,22.0,0.6324133586430062,23.0,-0.2257068818568437,24.0,-0.3926777747665568,25.0,-0.3815070880940087,26.0,-0.3997746489626332,27.0,0.1205070935252132,28.0,0.262620859100436,29.0,0.115180311147982,30.0,0.2627301012120214,31.0,0.1897529953573578
1,5G__lowO2_fast_growth,-0.18717337445885404,0.208186794625911,12.0,2.0,-0.5858931168713203,3.0,-0.0781286674975772,17.0,-0.3075516165245701,18.0,-0.2127729139472631,19.0,-0.3878387894235218,20.0,-0.2659012309082787,21.0,-0.393178716558288,32.0,0.0846509424205695,33.0,0.0823362580659158,34.0,-0.1279873552368341,35.0,-0.0418196695503869,36.0,-0.0119956174746933
2,5G__lowCH4,-0.13564261277944287,0.4186448592310427,8.0,4.0,-0.3951506257354926,5.0,-0.5625756858287019,6.0,-0.3277921919497333,7.0,-0.3989475907665447,8.0,0.4754462729768529,9.0,0.5575606849985342,10.0,-0.2606052563573293,11.0,-0.1730765095731281,,,,,,,,
3,5G__MeOH,-3.962448525749266,0.8494164742365998,7.0,12.0,-3.715880089535226,13.0,-3.303510274556567,14.0,-3.175224364229466,15.0,-3.631637151953677,16.0,-3.560224477100229,37.0,-5.1536379397669565,38.0,-5.19702538310274,,,,,,,,,,
4,5G__NoCu,0.611130916048126,0.4092655371095645,3.0,39.0,0.8539757096993568,46.0,0.8408040682016292,47.0,0.138612970243392,,,,,,,,,,,,,,,,,,
5,5G__medCu,0.7366427390041231,0.2014954791839918,7.0,40.0,0.7590263605100626,50.0,0.8875131850146865,51.0,1.0824264785715316,52.0,0.5204408401998117,53.0,0.5639748699538465,60.0,0.5828345879995361,61.0,0.7602828507793863,,,,,,,,,,
6,5G__highCu,0.7351162088535531,0.3091573576282005,5.0,41.0,0.7884242872051288,42.0,1.1224928585609697,43.0,0.7931955735589438,44.0,0.2602850058679234,45.0,0.7111833190747997,,,,,,,,,,,,,,
7,5G__lowCu,0.8651745490264391,0.42769825518392324,8.0,48.0,0.7374001681825948,49.0,0.8437477791617048,54.0,0.4988313297464319,55.0,0.6670729425618377,56.0,0.4615574489749844,57.0,0.6636824657266444,58.0,1.431869406950403,59.0,1.617234850906912,,,,,,,,
8,5G__highO2_slow_growth,0.7473942155574002,0.3882518908867476,4.0,62.0,0.8390126754596126,63.0,0.3810821929015513,64.0,1.2534630301009315,65.0,0.5160189637675052,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,2.3547436492976574,0.6307345102463504,4.0,66.0,1.6165091480409557,67.0,2.0609269507346464,68.0,2.7491246921524235,69.0,2.992413806262604,,,,,,,,,,,,,,,,
10,5G__LanzaTech,2.722891910205099,0.11096685937480971,2.0,70.0,2.644426491454197,71.0,2.801357328956001,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-19.179750951979205,16.078920881374827,5.0,72.0,-32.22611946718958,78.0,-29.92651179835117,79.0,-30.56550077189509,82.0,-1.6743277861739754,83.0,-1.506294936286213,,,,,,,,,,,,,,
12,5G__NoLanthanum,-0.7837297259461976,0.6789660462523736,5.0,73.0,-1.1594443971084665,80.0,-1.248836691376584,81.0,0.3786033003394227,84.0,-0.7398018679721763,85.0,-1.1491689736131838,,,,,,,,,,,,,,
13,5G__aa3_KO,2.995091740286806,0.7126147470936239,2.0,74.0,3.498986460330244,75.0,2.491197020243368,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-30.52565874016159,1.0789487757866578,2.0,76.0,-31.28859073607326,77.0,-29.76272674424992,,,,,,,,,,,,,,,,,,,,
