,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X
0,5G__uMax,4.04768811061255e-16,0.4110150984833125,12.0,0.0,-0.9059736633676644,1.0,-0.5149390008233752,22.0,0.2361475325792517,23.0,-0.0466821668365131,24.0,-0.0658587368604481,25.0,0.2983457690175548,26.0,0.2296569817832088,27.0,-0.1047867938771154,28.0,0.4176525871700858,29.0,-0.20937827123229,30.0,0.5751616288778574,31.0,0.0906541335694526
1,5G__lowO2_fast_growth,-0.5140770438984261,0.3572751529333325,12.0,2.0,-1.2087051912446016,3.0,-0.544026249921802,17.0,-0.7073490638185063,18.0,-0.2071245229449814,19.0,-0.2638216940550166,20.0,-0.3069657436791102,21.0,-1.057212674438195,32.0,-0.1145906617889447,33.0,-0.2721717893668427,34.0,-0.5820509373268101,35.0,-0.73377095133262,36.0,-0.1711350468636827
2,5G__lowCH4,-0.9947032720987989,0.16356477072724243,8.0,4.0,-1.0062654310927446,5.0,-0.95211639916046,6.0,-0.9842514435799314,7.0,-0.9781023750301006,8.0,-0.876307591324684,9.0,-0.7268821588531202,10.0,-1.2010783426939158,11.0,-1.2326224350554356,,,,,,,,
3,5G__MeOH,-1.2286621069548616,0.2539931919736918,7.0,12.0,-0.8299806281931734,13.0,-1.0972319002492223,14.0,-1.0207871564255913,15.0,-1.3364948847583435,16.0,-1.4668236043085583,37.0,-1.530640883458238,38.0,-1.318675691290904,,,,,,,,,,
4,5G__NoCu,-0.8842533462540735,0.3548217023532289,3.0,39.0,-1.1837711180272072,46.0,-0.9766003643741747,47.0,-0.4923885563608383,,,,,,,,,,,,,,,,,,
5,5G__medCu,-0.6211611881267017,0.16624288792249023,7.0,40.0,-0.6459584637110738,50.0,-0.6802034713293823,51.0,-0.6118333123698321,52.0,-0.8562684229316422,53.0,-0.7375262653061836,60.0,-0.3758825346171455,61.0,-0.4404558466216528,,,,,,,,,,
6,5G__highCu,-0.4636961333300107,0.4139983115460375,5.0,41.0,-0.3112850190948686,42.0,-0.4443917547993323,43.0,0.0061991835109314,44.0,-1.1275341727236408,45.0,-0.4414689035431434,,,,,,,,,,,,,,
7,5G__lowCu,-0.8870537809924357,0.3855194810594103,8.0,48.0,-0.647503751092688,49.0,-1.0084912690773449,54.0,-0.6255285392899861,55.0,-0.8944481386804388,56.0,-0.6522978414288421,57.0,-0.8571992789294849,58.0,-0.6393524534918558,59.0,-1.7716089759488454,,,,,,,,
8,5G__highO2_slow_growth,-0.486386994427782,0.21153520432464845,4.0,62.0,-0.2980323295175351,63.0,-0.7898479229654822,64.0,-0.4237996248136872,65.0,-0.4338681004144233,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,-0.7658848417903648,0.2035449455467517,4.0,66.0,-0.4759699528478243,67.0,-0.7761365247668324,68.0,-0.928411602328084,69.0,-0.8830212872187184,,,,,,,,,,,,,,,,
10,5G__LanzaTech,-1.87706491162206,0.30705688171371365,2.0,70.0,-2.0941869148918224,71.0,-1.6599429083522974,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,-1.0451178769038343,0.8650856793369096,5.0,72.0,-2.544072086260999,78.0,-0.8277931598410619,79.0,-0.7225634198347937,82.0,-0.8258161529551686,83.0,-0.3053445656271485,,,,,,,,,,,,,,
12,5G__NoLanthanum,-2.317946905852515,4.093376259092453,5.0,73.0,-9.623676133333042,80.0,-0.3949856691923035,81.0,-0.960720417560908,84.0,-0.363918797680677,85.0,-0.2464335114956415,,,,,,,,,,,,,,
13,5G__aa3_KO,-1.3851273639915198,0.16425971044881557,2.0,74.0,-1.2689782088574235,75.0,-1.501276519125616,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,-0.39202060319243226,0.1062287896652816,2.0,76.0,-0.3169055056628722,77.0,-0.4671357007219923,,,,,,,,,,,,,,,,,,,,
