,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A
0,5G__uMax,-4.826000710167477e-15,0.3131850314849983,12.0,0.0,-0.6944909287279062,1.0,-0.2831628297831612,22.0,0.0740182061838023,23.0,0.3989172088177055,24.0,0.2499849564644831,25.0,-0.2769474520803141,26.0,0.344137480421947,27.0,0.2837919294154781,28.0,-0.0671651553798086,29.0,-0.0597512205253417,30.0,-0.0352060465581982,31.0,0.0658738517512562
1,5G__lowO2_fast_growth,1.5210171883018884,0.86288978210711,12.0,2.0,2.5857476244726865,3.0,2.7615351097111045,17.0,1.576600896462389,18.0,1.6972885448681223,19.0,1.960946912787852,20.0,2.2569016807205,21.0,1.877095044947112,32.0,0.2731505924449818,33.0,0.1614306818049716,34.0,1.5712010608963842,35.0,0.5767514137236293,36.0,0.9535566967829314
2,5G__lowCH4,2.4451509716957895,0.8528511140521343,8.0,4.0,2.063456379333557,5.0,2.2097904091453,6.0,1.4523238891388928,7.0,1.155259356351865,8.0,3.2802378803815726,9.0,3.370912962148615,10.0,3.1522604148398745,11.0,2.876966482226643,,,,,,,,
3,5G__MeOH,2.0904103104517335,0.2526444175752034,7.0,12.0,2.04225611883005,13.0,2.31872997594595,14.0,2.0533359861671645,15.0,2.435581846935205,16.0,1.6350318232504564,37.0,2.0669550955732148,38.0,2.080981326460094,,,,,,,,,,
4,5G__NoCu,20.45653612777663,0.5169332221373754,3.0,39.0,20.82969485930508,46.0,20.673422221453965,47.0,19.866491302570846,,,,,,,,,,,,,,,,,,
5,5G__medCu,12.954927613897809,4.950400088259655,7.0,40.0,7.932608102829667,50.0,18.70253510186668,51.0,18.586513630996517,52.0,7.74604294533945,53.0,8.138825801283064,60.0,14.86136914245673,61.0,14.716598572512533,,,,,,,,,,
6,5G__highCu,5.494958727118683,0.7918684161531131,5.0,41.0,6.467161207133751,42.0,5.762887652778894,43.0,5.485252373325831,44.0,4.273861861886303,45.0,5.485630540468634,,,,,,,,,,,,,,
7,5G__lowCu,21.263398270611706,0.721869455652571,8.0,48.0,20.98509981766591,49.0,21.00455299419423,54.0,21.43642448675277,55.0,22.466905829634143,56.0,21.20423292238872,57.0,21.232443178417427,58.0,19.956109210448943,59.0,21.82141772539149,,,,,,,,
8,5G__highO2_slow_growth,25.11888729303781,4.656728178156412,4.0,62.0,20.582884978735425,63.0,21.62940394958392,64.0,28.90877259491364,65.0,29.354487648918266,,,,,,,,,,,,,,,,
9,5G__NO3_lowO2_slow_growth,6.697089026123352,1.6540643563513189,4.0,66.0,5.04296375991338,67.0,5.8270561760012685,68.0,8.833528430521826,69.0,7.084807738056936,,,,,,,,,,,,,,,,
10,5G__LanzaTech,5.383897966383836,0.3093209530698478,2.0,70.0,5.602620909862612,71.0,5.1651750229050615,,,,,,,,,,,,,,,,,,,,
11,5G__WithLanthanum,27.37819517953755,2.7477260312195653,5.0,72.0,26.405533760545296,78.0,26.790515548303432,79.0,23.7782780738078,82.0,31.10615275067596,83.0,28.81049576435526,,,,,,,,,,,,,,
12,5G__NoLanthanum,20.1870320103311,6.401854026938554,5.0,73.0,28.448164342215076,80.0,21.52424769214774,81.0,12.484296116835573,84.0,23.28716825739178,85.0,15.191283643065336,,,,,,,,,,,,,,
13,5G__aa3_KO,14.750635345913953,1.1838698463419108,2.0,74.0,15.587757742304593,75.0,13.91351294952331,,,,,,,,,,,,,,,,,,,,
14,5G__crotonic_acid,4.1713781560348995,2.489932170016449,2.0,76.0,5.932026078148066,77.0,2.410730233921733,,,,,,,,,,,,,,,,,,,,
